Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240625070017,0,1013.34,42.37,98.98,24565.83,266.33
20240625071017,0,1013.25,43.27,97.77,27665.17,326.71
20240625072017,0,1013.22,44.15,91.67,32088.92,390.38
20240625073017,0,1013.1,45.07,84.43,36863.91,458.93
20240625074017,0,1013.01,45.81,76.54,40450.86,532.28
20240625075017,0,1012.73,47.47,67.7,44088.3,611.16
20240625080017,0,1012.6,49.12,52.87,48003.16,686.93
20240625081017,0,1012.42,50.7,47.01,51471.12,764.26
20240625082017,0,1012.33,51.85,43.05,53996.09,835.52
20240625083017,0,1012.23,52.52,41.76,56122.15,900.57
20240625084017,0,1012.03,53.21,39.8,59176.48,951.42
20240625085017,0,1011.96,53.39,38.89,61165.26,990.26
20240625090017,0,1011.76,54.35,37.79,64708.52,1038.12
20240625091017,0,1011.53,55.22,35.2,67052.19,1079.28
20240625092017,0,1011.45,54.94,34.46,66925.15,1123.03
20240625093017,0,1011.39,53.9,34.45,67467.44,1123.34
20240625094017,0,1011.46,52.95,35.1,71398.11,1161.29
20240625095017,0,1011.51,53.29,34.43,76015.9,1231.15
20240625100017,0,1011.44,53.33,34.48,77788.33,1185.16
20240625101017,0,1011.31,53.38,34.21,76586.05,1157.87
20240625102017,0,1011.35,52.34,34.89,75179.46,1164.37
20240625103017,0,1011.3,50.91,36.49,67301.23,969.75
20240625104017,0,1011.33,47.94,39.22,63427.89,888.27
20240625105017,0,1011.47,47.68,40.87,73492.19,1162.63
20240625110017,0,1011.43,48.76,40.22,76633.31,1236.27
20240625111017,0,1011.26,49.39,39.72,76374.73,1184.82
20240625112017,0,1011.12,51.36,38.44,83344.63,1246.85
20240625113017,0,1011.03,52.41,37.07,81918.45,1277.64
20240625114017,0,1011.11,51.99,37.47,81574.71,1323.39
20240625115017,0,1010.9,51.72,37.71,72225.39,1131.79
20240625120017,0,1010.88,49.62,39.12,57634.22,787.13
20240625121017,0,1010.86,47.74,41.77,58979,838.97
20240625122017,0,1010.81,48.42,42.08,65949.98,1036.33
20240625123017,0,1010.55,49.26,40.91,55323.26,739.81
20240625124017,0,1010.68,48.53,42.34,62047.29,963.22
20240625125017,0,1010.49,50.38,40.9,63082.53,1021.27
20240625130017,0,1010.31,51.23,39.37,54718.8,795.58
20240625131017,0,1010.56,50.36,39.98,55774.99,833.05
20240625132017,0,1010.47,50.46,39.86,52219.52,724.53
20240625133017,0,1010.49,49.17,40.96,46834.47,588.69
20240625134017,0,1010.43,48.85,41.31,44326.93,558.63
20240625135017,0,1010.42,48.72,41.75,39982.44,470.82
20240625140017,0,1010.43,48.39,42.23,38337.76,454.07
20240625141017,0,1009.85,46.82,42.55,15329.92,168.62
20240625142017,0,1009.79,40.92,50.38,10263.33,24.01
20240625143017,0,1009.8,37.31,63.15,10112.58,22.04
20240625144017,0,1009.7,35.98,69.72,10895.25,27.49
20240625145017,0,1009.76,35.58,72.6,10971.5,29.18
20240625150017,0,1009.63,35.12,74.66,7651.58,13
20240625151017,0,1009.5,34.64,76.91,6833.42,10.55
20240625152017,0,1009.53,34.05,78.76,5866.5,7.16
20240625153017,0,1009.43,33.49,81.78,5859.48,7.22
20240625154017,0,1009.53,33.2,82.33,5941.08,7.55
20240625155017,0,1009.65,33.11,82.57,5694.33,7
20240625160017,0,1009.74,33.96,82.55,5667.58,7.05
20240625161017,0,1009.82,33.86,79.74,5327.83,6.2
20240625162017,0,1009.88,33.07,80.96,5041.67,5.52
20240625163017,0,1009.92,32.63,82.28,4859.17,4.91
20240625164017,0,1009.86,32.26,83.65,4669.25,4.32
20240625165017,0,1009.86,31.8,84.26,2477.92,1.1
20240626070017,0,1015.39,44.77,50.18,23673.33,228.86
20240626071017,0,1015.36,47.04,45.03,27476.42,303.43
20240626072017,0,1014.31,47.31,40.66,15986,119.78
20240626073017,0,1014.27,40.69,47.85,14609.58,68.72
20240626074017,0,1014.41,39.73,53.69,19695.58,113.5
20240626075017,0,1014.31,40.45,52.01,21129.87,150.58
20240626080017,0,1014.44,39.6,53.32,28230.75,235.3
20240626081017,0,1014.98,44.79,49.53,53854.5,789.65
20240626082017,0,1014.75,51.93,39.94,59183.67,926.42
20240626083017,0,1014.04,55.08,34.75,51450.82,731.44
20240626084017,0,1013.78,54.33,34,51916.39,725.27
20240626085017,0,1013.94,53.95,34.41,59369.1,927.44
20240626090017,0,1013.96,54.77,34.08,64019.78,1014.58
20240626091017,0,1013.89,55.77,33.46,65869.3,1035.35
20240626092017,0,1013.85,56.35,32.82,67603.47,1078.64
20240626093017,0,1013.98,55.25,33.63,70090.34,1128.22
20240626094017,0,1013.91,54.9,34.28,72334.46,1100.73
20240626095017,0,1013.88,54.93,33.57,75268.22,1148.13
20240626100017,0,1013.86,53.84,33.96,73825.87,1157.02
20240626101017,0,1013.94,52.32,35.57,78899.88,1243.52
20240626102017,0,1013.86,52.63,35.53,81154.86,1251.6
20240626103017,0,1013.79,52.55,35.51,83169.97,1295.42
20240626104017,0,1013.68,52.75,35.59,83931.13,1289.62
20240626105017,0,1013.74,52.72,35.31,82475.66,1300.29
20240626110017,0,1013.81,52.16,35.91,81919.35,1325.43
20240626111017,0,1013.83,51.33,36.83,83275.99,1320.75
20240626112017,0,1013.84,51.24,37.02,82621.03,1309.53
20240626113017,0,1013.8,51.15,37.38,81327.64,1298.95
20240626114017,0,1013.6,51.45,37.28,79567.24,1277.5
20240626115017,0,1013.64,51.97,36.89,77868.66,1264.51
20240626120017,0,1013.56,52.1,36.95,76368.45,1245.87
20240626121017,0,1013.4,52.41,37.03,74614.33,1214.19
