Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240114070008,0.42,1019.31,16.18,80.91,1095.58,0.19
20240114071008,0.93,1019.34,16.1,82.1,1610.5,0.41
20240114072008,1.3,1019.43,16.06,81.01,1995.33,0.63
20240114073008,1.11,1019.59,16.32,78.55,2844.34,1.42
20240114074008,1.56,1019.63,16.44,77.55,3111.92,1.58
20240114075008,1.38,1019.72,16.54,77.29,3750,2.32
20240114080008,1.88,1019.77,16.46,77.13,3437.25,1.74
20240114081008,1.48,1019.79,16.4,77.39,3877.5,2.24
20240114082008,1.39,1019.84,16.49,77.52,4150.42,2.77
20240114083008,1.52,1019.91,16.55,77.78,3964.25,2.33
20240114084008,1.53,1020.01,16.99,75.26,6437.08,7.12
20240114085008,0.96,1020.09,17.69,72.85,8047.42,11.41
20240114090008,2.06,1020.2,18.1,69.44,8221.17,12.3
20240114091008,1.85,1020.22,18.39,68.74,8349.17,13.01
20240114092008,1.81,1020.25,18.44,69.11,6834.25,8.17
20240114093008,1.46,1020.21,18.79,67.55,7072.25,10.01
20240114094008,1.63,1020.09,19.25,65.23,8977.5,16.55
20240114095008,1.56,1019.92,20.24,60.68,12417.17,31.14
20240114100008,0.73,1019.73,21.23,58.61,12560.42,32.19
20240114101008,1.44,1019.57,21.32,56.21,8599.08,15.4
20240114102008,0.59,1019.36,21.4,56.51,8091.92,12.99
20240114103008,0.71,1019.23,21.7,55.95,9410,17.32
20240114104008,0.31,1019.09,21.86,55.84,8150.5,12.66
20240114105008,0.38,1018.92,22.08,54.86,7935.75,11.45
20240114110008,0.11,1018.7,22.25,54.02,8513.25,13.21
20240114111008,0.32,1018.5,22.59,53.89,9876.17,18.04
20240114112008,0.52,1018.27,23.01,52.96,12481.58,28.77
20240114113008,0.12,1018.08,23.53,51.12,15744,46.89
20240114114008,0.55,1017.9,24.52,46.78,23504,103.63
20240114115008,1,1017.75,24.8,44.77,20570.75,76.78
20240114120008,0.12,1017.61,24.14,46.6,14285.17,38.32
20240114121008,0,1017.42,23.73,48.17,14238.83,38.79
20240114122008,0,1017.2,23.13,49.41,9484.17,17.58
20240114123008,0.23,1016.99,22.76,50.42,8270.16,13.68
20240114124008,0.19,1016.87,22.88,49.74,7334.75,10.73
20240114125008,0,1016.76,22.4,51.4,6892.42,9.46
20240114130008,0.1,1016.68,22.22,51.91,5674.42,6.51
20240114131008,0,1016.64,21.82,53.35,6574.75,8.5
20240114132008,0.09,1016.63,21.74,54.19,8868.17,15.22
20240114133008,0.12,1016.57,22.55,52.29,16990.92,52.54
20240114134008,0.04,1016.5,23.2,50.21,22447.42,91.17
20240114135008,0.02,1016.44,23.46,49.27,19159.33,65.31
20240114140008,0.07,1016.39,23.18,50.25,13603,33.03
20240114141008,0,1016.36,22.52,52.21,9863.92,17.73
20240114142008,0.03,1016.36,22.31,53.23,8361.08,13.04
20240114143008,0.05,1016.36,22.15,54.11,7700,11.1
20240114144008,0.07,1016.33,22.12,54.64,7037,9.33
20240114145008,0.05,1016.34,22,55,6127.42,6.97
20240114150008,0.03,1016.31,21.88,55.72,4737.92,4.2
20240114151008,0,1016.33,21.71,56.61,3678.42,2.57
20240114152008,0,1016.41,21.58,57.45,3297.5,2.11
20240114153008,0,1016.42,21.56,57.76,3432,2.21
20240114154008,0,1016.42,21.48,58.08,3205.42,1.92
20240114155008,0,1016.43,21.31,59.28,2596.17,1.26
20240114160008,0,1016.49,21.07,59.85,1705.83,0.56
20240114161008,0,1016.47,20.88,60.3,1492.42,0.42
20240114162008,0,1016.55,20.74,60.99,1364.83,0.35
20240114163008,0,1016.61,20.72,61.75,1312.42,0.35
20240114164008,0,1016.71,20.73,61.47,1196.83,0.28
20240114165008,0,1016.73,20.63,61.54,1152.25,0.27
20240115070008,0.8,1019.1,15.02,83.07,1135.5,0.13
20240115071008,0.11,1019.22,15.31,81.9,1514.33,0.27
20240115072008,0.2,1019.31,15.62,80.07,1941.58,0.5
20240115073008,0.7,1019.36,15.69,79.96,2387.58,0.81
20240115074008,1.03,1019.48,15.78,79.22,2789.25,1.17
20240115075008,1.19,1019.63,16.14,77.71,3204.08,1.59
20240115080008,1.57,1019.72,16.37,77.14,3583,2.04
20240115081008,1.1,1019.83,16.69,75.38,3956.17,2.49
20240115082008,1.82,1019.92,17.08,73.35,4242.17,2.93
20240115083008,1.54,1019.98,17.34,72.55,4595.75,3.49
20240115084008,1.74,1020.08,17.6,72.6,4933.08,4.12
20240115085008,1.44,1020.08,17.95,71.53,5244.34,4.81
20240115090008,0.85,1020.12,18.33,70.16,5530.17,5.47
20240115091008,1.26,1020.13,18.8,68.15,5830.92,6.3
20240115092008,0.85,1020.06,19.24,66.16,6066,7.02
20240115093008,1.58,1020.02,19.6,62.74,6137.33,7.33
20240115094008,0.7,1019.89,20.03,62.06,6264.33,7.76
20240115095008,0.23,1019.85,20.42,61.53,6387.83,7.96
20240115100008,0.03,1019.81,20.7,60.17,6494.83,8.31
20240115101008,0,1019.73,20.92,58.99,6617.92,8.44
20240115102008,0,1019.58,21.24,58.28,6815.5,8.82
20240115103008,0,1019.51,21.31,58.09,7153.58,9.34
20240115104008,0,1019.42,21.33,58.61,8120.75,11.35
20240115105008,0,1019.35,21.72,57.39,10996.17,19.66
20240115110008,0,1019.23,22.37,57.23,12214.92,25.85
20240115111008,0,1019.08,22.91,56.74,17835.92,60.38
20240115112008,0.1,1019,24.12,57.31,20433.25,78.11
20240115113008,0.03,1018.92,24.22,58.13,16405,47.38
20240115114008,0,1018.82,23.96,58.68,13547.33,31.13
20240115115008,0.02,1018.65,23.79,59.76,14421.83,34.76
20240115120008,0.13,1018.52,24.25,59.29,30277,103.57
20240115121008,0.33,1018.28,29.41,46.5,117079.88,2006.98
20240115122008,0.37,1018.01,36.41,30.24,117758.2,2028.22
20240115123008,0.42,1017.78,37.66,26.52,95118.3,1707.41
20240115124008,0.02,1017.64,34.52,31.34,26363.41,352.2
20240115125008,0.06,1017.51,27.08,47.06,8216.75,12.37
20240115130008,0.1,1017.43,24.42,54.59,7743.25,11.08
20240115131008,0,1017.45,23.32,56.11,7637.75,11.29
20240115132008,0,1017.34,22.76,61.58,3999.67,3.35
20240115133008,0,1017.31,22.05,64.73,2143.92,0.91
20240115134008,0.03,1017.23,21.75,65.91,2509.58,1.16
20240115135008,0,1017.2,21.6,66.9,2662.42,1.38
20240115140008,0.22,1017.18,21.46,67.52,3191.25,2.11
20240115141008,0.22,1017.2,21.53,67.65,4520.42,3.82
20240115142008,0.6,1017.24,21.68,68.09,4751.67,4.44
20240115143008,0.42,1017.32,21.55,68.43,4609.33,4.22
20240115144008,0.44,1017.29,21.5,69.28,5713.5,6.11
20240115145008,0.85,1017.29,21.58,69.13,6283.42,7.66
20240115150008,0.23,1017.39,21.46,69.05,4698.5,3.98
20240115151008,0.07,1017.42,21.37,69.11,4730.75,4.11
20240115152008,0.25,1017.48,21.32,68.71,3706.17,2.59
20240115153008,0.08,1017.63,21.37,68.38,4866.75,4.35
20240115154008,0.1,1017.69,21.36,68.02,4314.5,3.37
20240115155008,0.2,1017.77,21.3,68.44,5162.67,4.95
20240115160008,0,1017.86,21.2,68.65,3694.42,2.52
20240115161008,0,1018.03,21.1,68.8,3469.67,2.28
20240115162008,0.03,1018.16,21.05,68.79,3970.42,2.96
20240115163008,0.03,1018.18,20.95,69.09,3890.67,2.92
20240115164008,0.46,1018.2,20.8,69.4,3152.33,1.98
20240115165008,0,1018.38,20.71,69.61,1722.5,0.61
20240116070008,0,1020.94,17.89,82.97,400.16,0.03
20240116071008,0,1020.88,18.07,82.59,751.75,0.11
20240116072008,0,1021.01,18.21,81.67,956.75,0.18
20240116073008,0.1,1021.08,18.05,82.48,1321.75,0.3
20240116074008,0,1021.11,18.25,82.22,1382.25,0.35
20240116075008,0,1021.18,18.48,80.8,1573.5,0.46
20240116080008,0,1021.38,18.38,79.74,1853.33,0.66
20240116081008,0,1021.47,18.45,79.73,3000.42,1.71
20240116082008,0,1021.58,18.82,78.84,4853.08,4.33
20240116083008,0.12,1021.78,18.58,79.11,3685.58,2.62
20240116084008,0.46,1021.94,18.28,80.25,3644.58,2.54
20240116085008,0.58,1022.03,18.27,80.31,5175.67,4.99
20240116090008,0.06,1022.1,18.51,79.67,5644.5,5.86
20240116091008,0,1022.16,18.77,78.44,5440.67,5.51
20240116092008,0,1022.1,19.1,78.06,5353.42,5.51
20240116093008,0,1022.11,19.52,77.34,6607.83,8.66
20240116094008,0.04,1022.05,20.22,73.78,11001.42,22.48
20240116095008,0,1021.96,20.58,72.83,12398,29.08
20240116100008,0,1021.97,21.59,69.92,13340.33,33.64
20240116101008,0,1021.89,21.93,66.38,15048.17,41.51
20240116102008,0,1021.77,22.5,63.86,18321.5,60.07
20240116103008,0,1021.66,23.09,61.39,17054.17,53.08
20240116104008,0,1021.52,22.75,60.59,13381.58,33.39
20240116105008,0,1021.46,22.43,60.9,17775.08,56.18
20240116110008,0,1021.36,22.69,58.67,15072.5,42.6
20240116111008,0,1021.37,21.9,59.7,9672.42,18.05
20240116112008,0,1021.28,21.68,61.04,9033,15.42
20240116113008,0,1021.11,21.34,61.8,9845.16,18.39
20240116114008,0,1020.96,21.48,61.33,10867.17,22.37
20240116115008,0,1020.77,21.65,60.05,11958.42,26.93
20240116120008,0,1020.62,21.82,59.51,13089.5,31.84
20240116121008,0,1020.43,21.96,59.71,14220.25,38.18
20240116122008,0,1020.26,22.07,59.27,12713.58,30.44
20240116123008,0.03,1020.2,21.53,60.44,9182.17,15.74
20240116124008,0,1020.11,21.19,61.43,8878.17,14.61
20240116125008,0,1020.01,21,62.79,8991.5,15.26
20240116130008,0,1019.91,21.07,63.08,9034.08,15.21
20240116131008,0,1019.79,21.06,62.53,8912.83,14.68
20240116132008,0,1019.72,21.2,62.64,9706.42,17.57
20240116133008,0,1019.68,21.28,62.66,8524.5,13.48
20240116134008,0,1019.64,21.15,62.48,7295.67,9.85
20240116135008,0,1019.62,21.03,62.88,7373,10.07
20240116140008,0,1019.59,21.01,63.25,7548.83,10.6
20240116141008,0,1019.49,21.07,62.82,8989.08,14.75
20240116142008,0,1019.47,21.16,62.31,9245.75,15.43
20240116143008,0,1019.42,21.12,62.32,7887.92,11.54
20240116144008,0,1019.45,20.95,63.12,6047.67,6.88
20240116145008,0,1019.53,20.75,63.85,4825.08,4.42
20240116150008,0,1019.59,20.45,64.86,4330.25,3.47
20240116151008,0,1019.66,20.44,65.08,4295.42,3.49
20240116152008,0,1019.66,20.39,65.61,3694.08,2.64
20240116153008,0,1019.7,20.24,66.07,3011.25,1.76
20240116154008,0,1019.71,20.1,66.84,2365.08,1.07
20240116155008,0,1019.68,20,67.3,1980.17,0.74
20240116160008,0,1019.66,19.9,67.58,1894.92,0.66
20240116161008,0.06,1019.75,19.77,67.89,1590.17,0.46
20240116162008,0,1019.85,19.65,68.52,1452.67,0.4
20240116163008,0,1019.92,19.53,69.76,1336.34,0.32
20240116164008,0,1019.95,19.47,70.56,1262.92,0.29
20240116165008,0,1019.96,19.37,71.29,1210.17,0.26
20240117070008,0.96,1019.77,16.96,87.14,781.5,0.11
20240117071008,1.59,1019.82,17.01,87.02,1813.25,0.71
20240117072008,1.71,1019.93,17.12,86.53,2779.5,1.5
20240117073008,1.89,1019.98,17.22,86.18,2938.5,1.63
20240117074008,1.72,1019.99,17.3,85.73,3174.92,1.86
20240117075008,0.83,1020,17.46,85.57,4381.67,3.53
20240117080008,1.1,1020.1,17.64,84.85,5282.83,5.1
20240117081008,0.52,1020.09,17.9,84.02,6461.67,7.79
20240117082008,0.89,1020.06,18.08,83.05,6577.17,7.98
20240117083008,1.32,1020.15,18.2,82.4,7416.83,10.12
20240117084008,0.84,1020.2,18.49,81.26,8851.25,14.52
20240117085008,1.61,1020.24,18.72,79.78,10006.42,18.67
20240117090008,1.67,1020.3,18.98,78.77,11633,24.89
20240117091008,1.37,1020.47,19.16,77.12,11989,26.51
20240117092008,1.45,1020.44,19.39,76.7,13155.33,31.68
20240117093008,1.8,1020.42,19.64,75.36,14305.83,37.41
20240117094008,1.64,1020.45,19.64,75.17,12784.83,30.53
20240117095008,0.57,1020.43,20.16,73.63,13907.83,36.25
20240117100008,0.45,1020.45,20.84,71.15,17183,54.29
20240117101008,0.54,1020.38,21.4,69.18,20343.25,75.6
20240117102008,0.31,1020.18,22.32,65.82,23169.5,97.19
20240117103008,0,1020.04,23.61,62.66,22327.92,90.34
20240117104008,0,1019.92,23.9,60.5,17883.25,59.67
20240117105008,0,1019.8,23.4,61.81,14375,38.29
20240117110008,0,1019.68,22.48,64.39,8776.5,15.18
20240117111008,0,1019.54,21.48,68.43,6121.83,7.97
20240117112008,0,1019.42,20.9,70.84,4256.17,3.95
20240117113008,0,1019.32,20.73,72.29,4992,4.74
20240117114008,0,1019.17,20.69,72.92,5259.67,5.33
20240117115008,0,1018.97,20.78,72.9,6572.08,8.18
20240117120008,0.14,1018.72,20.74,74.11,10074.17,17.18
20240117121008,0.39,1018.52,20.7,73.98,10844.92,22.37
20240117122008,1.09,1018.28,20.78,73.39,13320.42,33.92
20240117123008,1.28,1018.06,21.44,70.17,25239.42,119.02
20240117124008,0.18,1017.84,24.26,60.57,53804.8,518.2
20240117125008,0,1017.61,28.13,46.78,50670.65,452.65
20240117130008,0.07,1017.44,27.58,45.75,34632.33,212.21
20240117131008,1.46,1017.23,25.55,49.78,32667.25,192.83
20240117132008,0.74,1017.05,26.14,48.94,43051.4,325.29
20240117133008,0.07,1016.92,28.43,44.43,70176.59,882.43
20240117134008,0.37,1016.66,33.01,33.84,83614.16,1177.05
20240117135008,0.11,1016.5,34.7,30.49,81917.19,1143.36
20240117140008,0.06,1016.4,33.18,32.3,59805.03,640.29
20240117141008,0.38,1016.33,34.46,30.04,100812.05,1617.55
20240117142008,0.1,1016.18,34.78,29.33,56003.92,574.92
20240117143008,0.16,1015.97,31.99,33.66,39378.44,290.96
20240117144008,0.17,1015.94,31.99,34.87,78792.43,1173.32
