Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240126070002,0,1022.37,13.34,94.67,611.08,0.15
20240126071002,0,1022.44,13.47,94.48,925.83,0.39
20240126072002,0,1022.49,13.62,94.43,1314.33,0.81
20240126073002,0,1022.56,13.77,94.1,1644.75,1.37
20240126074002,0,1022.6,13.81,94.04,1707.42,1.52
20240126075002,0.19,1022.64,13.82,94,1940.67,1.82
20240126080002,0.1,1022.65,13.89,93.81,2123.15,2.1
20240126081002,0.68,1022.7,13.98,93.72,2377.86,2.58
20240126082002,0.22,1022.73,14,93.64,2709.42,3.26
20240126083002,0.75,1022.87,14.02,93.38,3115.75,4.41
20240126084002,0.32,1022.93,14.26,93.05,3618.75,6.76
20240126085002,0.62,1022.96,14.4,92.62,4014.08,8.06
20240126090002,0.63,1023.04,14.51,92.55,3979.92,8.08
20240126091002,0.29,1023.11,14.61,92.29,4075.65,8.44
20240126092002,0.03,1023.11,14.91,92.27,4967.87,12.4
20240126093002,0.05,1023.11,15.12,91.82,5294.08,14.74
20240126094002,0.15,1023.1,15.27,91.57,5679.5,17.4
20240126095002,0.25,1022.98,15.66,90.76,6747.33,25.93
20240126100002,0.02,1022.97,15.9,90.07,7275.58,31.07
20240126101002,0,1022.94,16.12,89.16,7773.42,34.64
20240126102002,0.35,1022.87,16.07,88.79,8240.93,37.72
20240126103002,0.44,1022.69,16.47,87.32,10185.65,58.49
20240126104002,0.34,1022.55,16.87,86.89,9890.92,53.17
20240126105002,0.47,1022.33,16.65,85.47,9528.92,47.24
20240126110002,0,1022.19,16.65,86.67,9595.37,46.55
20240126111002,0,1022.02,17.07,85.3,11930.09,69.57
20240126112002,0.06,1021.81,17.81,82.36,15965.73,122.39
20240126113002,0.26,1021.55,19.2,80.05,20765.42,183.04
20240126114002,0.27,1021.42,20.04,79.96,20758.65,155.52
20240126115002,0.17,1021.24,19.81,77.75,20175,131.68
20240126120002,0.41,1021.03,20.09,73.78,23658.21,167.02
20240126121002,0.71,1020.77,20.65,72.53,33703.96,275.54
20240126122002,0.42,1020.61,20.7,71.18,29414.5,199.56
20240126123002,0.05,1020.39,21.07,72.09,31233.02,196.7
20240126124002,0.46,1020.23,20.68,67.7,25450.71,132.92
20240126125002,0.92,1020.15,19.47,63.98,22858.44,106.64
20240126130002,0.48,1020.05,19.32,64.73,18528.5,70.82
20240126131002,0.26,1019.92,19.47,64.02,17726.25,65.09
20240126132002,0.29,1019.75,19.6,64.48,15297.64,48.38
20240126133002,0.85,1019.71,19.06,62.78,14184.58,41.37
20240126134002,0.57,1019.55,18.7,63.96,12601.76,33.08
20240126135002,0.05,1019.5,18.25,67.37,10832.98,24.54
20240126140002,0.61,1019.4,18.44,65.56,11103.93,25.46
20240126141002,0.75,1019.45,17.51,69.26,9662.4,19.17
20240126142002,0.44,1019.37,17.74,68.4,10781.39,23.91
20240126143002,0.33,1019.29,18.09,68.6,10455.19,22.78
20240126144002,0.09,1019.28,18.4,67.31,11000.33,25.21
20240126145002,0.39,1019.23,17.74,69.06,8940.21,16.55
