Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240518070001,0,1006.32,27.05,100,14628.92,55.55
20240518071001,0,1006.41,27.29,100,15094.08,58.46
20240518072001,0,1006.6,27.69,100,20377,104.7
20240518073001,0,1006.66,28.54,99.15,19976.98,103.31
20240518074001,0,1006.73,29.2,95.42,21848.75,123.36
20240518075001,0,1006.87,29.65,88.57,20482.16,108.68
20240518080001,0,1006.92,29.66,84.2,21786.67,121.45
20240518081001,0,1006.94,30.29,81.03,35054.99,304.71
20240518082001,0,1006.84,33.71,70.95,28944.49,215.6
20240518083001,0,1006.79,33.13,65.04,29106.37,198.34
20240518084001,0,1006.71,33.11,64.31,28727.31,162.13
20240518085001,0,1006.67,33.58,62.35,21779.75,99.59
20240518090001,0,1006.59,32.12,63.32,17401.92,75.34
20240518091001,0,1006.54,32.99,64.49,58367.85,801.11
20240518092001,0,1006.49,36.85,54.85,44016.84,452.64
20240518093001,0,1006.5,39.13,49.33,71020.05,1112.45
20240518094001,0,1006.48,43.4,41.26,59816.35,806.15
20240518095001,0,1006.39,43.16,37.96,49831.6,603.71
20240518100001,0,1006.27,44.53,36.82,82029.5,1325.54
20240518101001,0,1006.23,47.26,32.03,60930.92,866.09
20240518102001,0,1006.1,45.76,31.67,62526.15,854.2
20240518103001,0,1005.91,46.2,31.12,71767.36,1071.75
20240518104001,0,1005.94,47.66,29.55,95348.11,1462
20240518105001,0,1005.75,47.62,29.01,73998.01,873.55
20240518110001,0,1005.61,49.04,27.54,93726.79,1334.57
20240518111001,0,1005.42,47.37,28.24,68120.07,971.35
20240518112001,0,1005.21,45.38,30.28,58161.07,734.19
20240518113001,0,1004.99,42.65,32.9,70384.67,1005.99
20240518114001,0,1004.86,42.74,33.77,83418.12,1248.82
20240518115001,0,1004.77,44.07,32.05,64290.21,836.47
20240518120001,0,1004.69,41.7,34.44,87829.85,1389.57
20240518121001,0,1004.6,42.81,34.06,98445.39,1498.33
20240518122001,0,1004.35,42.96,33.12,78632.68,1160.11
20240518123001,0,1004.22,40.6,36.31,54431.47,687.73
20240518124001,0,1004.04,38.43,39.8,43451.62,456.38
20240518125001,0,1003.98,38.16,41.38,40838.59,403.71
20240518130001,0,1003.95,36.45,44.14,33630.67,267.03
20240518131001,0,1003.85,35.44,46.75,35166.58,292.58
20240518132001,0,1003.7,34.86,48.81,27864.92,186.32
20240518133001,0,1003.65,33.93,51.59,20624.92,102.98
20240518134001,0,1003.58,32.93,54.24,17861.25,77.47
20240518135001,0,1003.54,31.96,57.6,10937.6,28.8
20240518140001,0,1003.48,30.69,62.82,9864.08,22.8
20240518141001,0,1003.49,30.04,68.37,13306.92,42.51
20240518142001,0,1003.51,29.41,77.26,15003.5,64.78
