Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240919070007,0,999.17,25.2,100,7461.75,7.2
20240919071007,0,999.34,27.39,100,35485.1,238.59
20240919072007,0,999.53,32.15,98.41,54836.44,494.98
20240919073007,0,999.62,34.21,87.23,50154.73,396.41
20240919074007,0,999.66,34.99,83.87,52622.2,409.54
20240919075007,0,999.64,35.88,79.97,70875.22,696.81
20240919080007,0,999.72,38.24,74.48,84027.62,913.96
20240919081007,0,999.77,40.43,63.53,89936.29,997.97
20240919082007,0,999.88,40.42,61.22,94615.89,1120.06
20240919083007,0,1000.03,41.64,55.43,97460.16,1222.81
20240919084007,0,999.94,42.64,52.16,94952.92,1324.96
20240919085007,0,999.93,44.06,47.22,101594.05,1413.6
20240919090007,0,999.88,44.96,42.76,104064.93,1488.64
20240919091007,0,999.83,45.41,41.55,103842.84,1555.54
20240919092007,0,999.75,45.82,40.22,103005.67,1611.06
20240919093007,0,999.61,46.06,39.7,103902.31,1658.64
20240919094007,0,999.46,46.48,38.16,106953.95,1696.73
20240919095007,0,999.34,46.95,37.64,108930.15,1729
20240919100007,0,999.27,46.92,38.14,112974.73,1746.61
20240919101007,0,999.14,47.65,37.64,116181.08,1756.49
20240919102007,0,999.03,48.31,36.64,117756.04,1765.64
20240919103007,0,998.9,47.92,37.03,117758.2,1796.01
20240919104007,0,998.8,48.17,37.4,117758.2,1800.32
20240919105007,0,998.83,48.63,36.18,116806.21,1837.81
20240919110007,0,998.78,49.92,35.06,109794.81,1717.52
20240919111007,0,998.74,49.3,35.84,86338.04,1407.67
20240919112007,0,998.66,49.03,36.43,111145.34,1793.54
20240919113007,0,998.64,49.45,35.85,113797.88,1757.42
20240919114007,0,998.54,49.97,34.65,117571.68,1755.51
20240919115007,0,998.37,50.31,34.09,117758.2,1746.2
20240919120007,0,998.25,50.78,33.62,117758.2,1715.46
20240919121007,0,998.27,50.39,32.7,117758.2,1705.26
20240919122007,0,998.29,49.54,34.24,117758.2,1693.26
20240919123007,0,998.24,49.12,34.58,117758.2,1676.57
20240919124007,0,998.04,48.48,35.01,117758.2,1650.01
20240919125007,0,997.84,48.12,35.67,117758.2,1641.48
20240919130007,0,997.78,48.72,34.99,108452.18,1487.28
20240919131007,0,997.71,46.63,37.94,50612.78,482.5
20240919132007,0,997.67,43.73,43.43,59006.06,689.79
20240919133007,0,997.64,43.2,45.01,34215.93,182.07
20240919134007,0,997.55,41.81,49.02,44186.04,282.88
20240919135007,0,997.52,42.04,49.55,47442.82,334.43
20240919140007,0,997.51,41.27,51.61,37591.09,210.61
20240919141007,0,997.44,39.61,54.84,28083.17,124.95
20240919142007,0,997.43,38.98,57.54,27878.92,122.21
20240919143007,0,997.32,39.06,57.44,41378.81,250.51
20240919144007,0,997.38,39.09,57.96,32548.92,160.53
20240919145007,0,997.48,39.21,58.31,28522.5,126.65
20240919150007,0,997.66,38.74,60,27527.84,119.12
20240919151007,0,997.67,38.58,61.03,24709.5,95.94
20240919152007,0,997.68,37.86,62.8,16921.5,45.01
20240919153007,0,997.69,36.49,67.95,11380.25,20.18
20240919154007,0,997.74,35.22,76.18,9540.75,12.86
20240919155007,0,997.9,34.51,83.94,8729.17,10.7
20240919160007,0,997.92,34.21,88.35,7998.17,10.63
20240919161007,0,997.99,34.23,90.86,7139,9.27
20240919162007,0,998.04,33.68,93.79,7027.92,6.08
20240919163007,0,998.03,33.07,97.37,6184.42,4.74
20240919164007,0,998,32.46,100,5724.58,3.84
20240919165007,0,998.02,32,100,4270.33,1.89
20240920070007,0,1001.45,31.75,100,34892.58,201.45
20240920071007,0,1001.52,33.71,99.61,45508.32,349.88
20240920072007,0,1001.62,36.13,90.19,52309,447.73
20240920073007,0,1001.71,37.39,83.54,58670.12,546.87
20240920074007,0,1001.87,39.25,76.55,65912.61,649.43
20240920075007,0,1001.97,39.88,71.61,71287.6,712.62
20240920080007,0,1001.95,41.15,66.79,76591.26,778.79
20240920081007,0,1001.93,41.38,62.51,81099.08,850.36
20240920082007,0,1001.98,42.03,59.81,85519.75,955.45
20240920083007,0,1002.02,43.59,55.39,89618.6,1065.68
20240920084007,0,1002.03,45.08,48.91,92671.49,1189.82
20240920085007,0,1002.07,46.43,44.56,96990.28,1313.1
