Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240307070012,0,1015.8,16.73,94.66,795.58,0.2
20240307071012,0.02,1015.82,16.77,94.62,950.92,0.26
20240307072012,0,1015.82,16.7,94.18,1204.17,0.38
20240307073012,0.03,1015.92,16.69,94.17,1899.17,0.97
20240307074012,0,1016.01,16.75,93.9,2095.25,1.13
20240307075012,0.02,1016.14,16.78,93.87,1650.92,0.66
20240307080012,0,1016.16,16.84,93.58,2200.83,1.13
20240307081012,0,1016.16,16.98,93.78,2134.83,1.12
20240307082012,0.1,1016.33,17.03,93.54,2020,1.01
20240307083012,0.1,1016.36,16.77,93.12,2492.67,1.43
20240307084012,0,1016.42,16.88,93.56,2782.08,1.82
20240307085012,0.03,1016.44,16.89,93.32,3658.42,3.35
20240307090012,0.04,1016.48,17.16,93.07,3710.58,3.35
20240307091012,0.12,1016.47,17.17,92.32,4351.5,4.68
20240307092012,0,1016.5,17.18,92.14,3949.34,3.66
20240307093012,0,1016.24,17.49,92.22,5586.17,7.82
20240307094012,0,1016.4,17.41,91.71,3922.08,3.48
20240307095012,0.13,1016.43,17.43,92.19,4070,3.78
20240307100012,0.09,1016.42,17.45,91.83,5603.5,7.48
20240307101012,0,1016.41,17.6,91.67,4853.42,5.42
20240307102012,0.07,1016.27,17.76,91.67,5223.33,6.1
20240307103012,0.1,1016.3,17.7,91.62,5353.5,5.29
20240307104012,0.16,1016.2,17.7,91.42,5716,6.87
20240307105012,0.04,1016.18,17.85,92.13,4633.67,4.78
20240307110012,0,1016.12,17.98,92.35,5596.67,6.98
20240307111012,0,1016.07,18.18,90.06,6299.08,9.09
20240307112012,0,1015.9,18.12,88.8,7264.42,12.57
20240307113012,0,1015.62,18.32,88.41,7148.83,11.63
20240307114012,0,1015.5,18.5,85.68,8145.58,15.35
20240307115012,0,1015.42,18.87,88.54,9333.17,19.76
20240307120012,0,1015.41,19.05,88.3,5966.25,8.63
20240307121012,0,1015.49,18.54,86.65,5291.75,6.24
20240307122012,0,1015.2,18.63,87.9,7075.25,12.02
20240307123012,0,1014.93,18.94,88.75,8160.08,16.93
20240307124012,0,1014.75,18.74,89.08,5201.92,7.16
20240307125012,0.02,1014.67,18.69,86.62,4326.33,4.48
20240307130012,0.03,1014.44,18.56,85.49,7668.67,13.47
20240307131012,0,1014.29,19.18,86.73,7678.92,14.13
20240307132012,0,1014.19,19.09,87.72,4921.42,5.36
20240307133012,0.03,1014.22,18.88,86.59,4972.92,5.66
20240307134012,0.14,1014.15,18.73,85.49,5932.5,8.14
20240307135012,0.27,1013.87,18.81,84.34,6869.58,10.83
20240307140012,0.11,1013.88,18.53,85.58,4242.08,4.04
20240307141012,0,1013.92,18.63,88.52,3051.92,2.15
20240307142012,0,1013.7,18.57,87.85,2767.92,1.75
20240307143012,0,1013.73,18.45,89.74,1680.42,0.58
20240307144012,0,1013.71,18.3,90.93,1151,0.26
20240307145012,0,1013.72,18.06,92.02,1264.5,0.35
20240307150012,0,1013.75,17.7,92.82,1922.5,0.66
20240307151012,0.03,1013.83,17.38,93.42,1549.58,0.51
20240307152012,0.03,1013.85,17.21,93.07,1710.25,0.63
20240307153012,0.04,1013.81,17.12,93.89,2640.58,1.62
