Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240505070017,0,1010.7,32.66,82.57,17360.25,66.43
20240505071017,0,1010.76,31.83,78.36,10606.17,21.35
20240505072017,0,1011,30.29,80.94,14197.58,55.07
20240505073017,0,1011.26,33.54,79.59,32348.91,215.64
20240505074017,0,1011.13,35.84,70.49,24292.92,122.41
20240505075017,0,1011.51,37.28,67.94,45073.84,434.89
20240505080017,0,1011.33,41.14,56.62,35703.47,277.64
20240505081017,0,1011.27,38.14,60.44,22696.67,107
20240505082017,0,1011.37,34.89,70.81,30359.04,193.29
20240505083017,0,1011.51,36.57,70.66,45335.9,415.27
20240505084017,0,1011.42,36.87,66.54,21076.17,92.63
20240505085017,0,1011.49,34.71,71.59,21596.5,95.55
20240505090017,0,1011.68,33.89,75.38,25899.08,136.71
20240505091017,0,1011.72,34.12,76.05,28496.92,167.87
20240505092017,0,1011.93,35.33,73.26,33294.25,221.84
20240505093017,0,1011.87,35.78,70.83,27894.84,163.51
20240505094017,0,1011.78,35.29,71.17,24112.83,130.21
20240505095017,0,1011.69,35.45,72.46,34404.91,252
20240505100017,0,1011.63,37.97,66.57,42260.16,362.19
20240505101017,0,1011.46,39.79,58.82,37968.82,298.91
20240505102017,0,1011.55,39.01,57.93,30498.83,197.34
20240505103017,0,1011.4,38.98,58.96,33014.25,224.06
20240505104017,0,1011.56,39.44,57.39,42503.47,406.8
20240505105017,0,1011.39,41.71,52.68,43986.27,452.23
20240505110017,0,1011.42,42.27,50.17,52600.67,669.8
20240505111017,0,1011.25,43.59,48.42,54280,641.76
20240505112017,0,1011.33,46.09,44.66,66857.58,705.17
20240505113017,0,1010.86,45.89,41.96,40828.98,365.79
20240505114017,0,1010.66,41.39,48.44,29370.67,189.53
20240505115017,0,1010.41,38.3,57.73,29503.83,186.83
20240505120017,0,1010.42,37.88,60.8,27971.42,175.34
20240505121017,0,1010.36,37.62,62.3,31211.08,215.19
20240505122017,0,1010.33,38.3,60.97,36171.52,309.21
20240505123017,0,1010.35,40.61,55.5,44327.05,457.54
20240505124017,0,1010.11,42.1,49.08,30986.33,207.51
20240505125017,0,1009.87,40.45,52.33,33514.16,258.08
20240505130017,0,1009.86,39.58,55.99,42588.68,475.69
20240505131017,0,1009.46,42.4,49.62,38861.23,437.14
20240505132017,0,1009.02,40.95,49.49,25697.83,192.51
20240505133017,0,1009.56,43.21,50.36,52945.53,766.29
20240505134017,0,1008.96,46.19,42.45,38548.63,529.24
20240505135017,0,1009.02,46.34,42.39,41879.13,618.24
20240505140017,0,1008.69,46.61,41.89,37893.21,500.67
20240505141017,0,1008.44,44.86,41.57,25481.17,232.8
20240505142017,0,1008.41,39.93,47.91,21948,117.16
20240505143017,0,1008.35,37.82,54.3,23194.5,124.86
20240505144017,0,1008.23,37.67,55.4,20606.17,94.4
20240505145017,0,1008.26,37.03,56.02,18229.67,71.78
20240505150017,0,1008.16,35.83,60.51,17699.67,67.12
20240505151017,0,1008.03,35.69,62.06,17737,68.65
20240505152017,0,1008.04,35.82,62.23,15997.5,60.61
20240505153017,0,1008.07,34.98,65.19,15656.17,55.32
20240505154017,0,1008.05,33.97,68.57,12348.42,33.9
20240505155017,0,1008.16,32.71,72.3,11255.75,29.12
20240505160017,0,1008.13,32.2,75.15,12273.17,34.66
20240505161017,0,1007.91,32.71,74.65,13680.33,44.51
20240505162017,0,1007.59,32.97,72.96,8312.25,15.58
20240505163017,0,1007.53,31.94,75.05,7856,15.33
20240505164017,0,1007.73,31.98,78.51,9219.17,19.07
20240505165017,0,1007.88,31.63,78.02,5974.75,7.86
20240506070017,0,1011.23,41.78,56.59,34414.5,244.09
20240506071017,0,1011.22,43.96,50.67,41785.6,342.18
20240506072017,0,1011.15,45.87,46.09,47453.85,424.51
20240506073017,0,1011.15,47.41,42.1,50913.19,499.98
20240506074017,0,1011.07,48.05,38.99,47190.79,450.98
20240506075017,0,1011.04,47.87,40.18,58355.85,665.69
20240506080017,0,1010.94,49.93,37.06,49840.37,513.87
20240506081017,0,1010.85,48.57,36.83,48310.11,480.82
20240506082017,0,1010.78,46.11,38.85,38816.98,333.28
20240506083017,0,1011.01,43.89,43.21,60214.27,708.48
20240506084017,0,1010.97,48.61,38.27,74445.25,661.36
20240506085017,0,1011.02,49.15,36.34,71492.98,626.34
20240506090017,0,1011.05,48.79,36.81,78909.58,820.61
20240506091017,0,1010.99,49.86,36.53,82931.71,648.48
20240506092017,0,1011.12,51.47,35.02,87409.34,670.41
20240506093017,0,1011.25,51.9,34.6,81339.05,770.56
20240506094017,0,1011.33,50.68,35.33,90641.56,933.91
20240506095017,0,1011.31,49.62,36.14,78523.34,959.05
20240506100017,0,1011.39,49.23,36.57,80345.75,897.39
20240506101017,0,1011.44,49.49,36.58,88487.29,848.7
20240506102017,0,1011.52,50.15,36.21,77442,739.63
20240506103017,0,1011.62,50.33,36.23,65664.42,756.26
20240506104017,0,1011.7,51.34,35.86,74959.14,736.6
20240506105017,0,1011.79,50.48,36.96,72293.32,1003.99
20240506110017,0,1011.78,48.61,37.57,59568.77,879.26
20240506111017,0,1011.86,47.43,39.58,74315.16,1203.09
20240506112017,0,1011.91,47.84,39.1,77947.72,1134.44
20240506113017,0,1011.75,47.96,39.81,76601.14,1049
20240506114017,0,1011.24,47,40.37,38167.53,670.01
20240506115017,0,1011.12,44.57,45.18,41766.69,648.25
20240506120017,0,1011.17,42.75,49.96,48796.36,801.6
20240506121017,0,1011.32,44.01,48.96,72577.4,1246.43
20240506122017,0,1011.33,46.27,44.06,68523.11,1167.46
20240506123017,0,1011.23,46.75,42.79,64893.6,1113
20240506124017,0,1011.08,46.87,42.56,62698.72,1125.55
20240506125017,0,1010.87,46.74,42.47,52624.72,912.45
20240506130017,0,1010.62,44.86,44.67,40636.19,646.49
20240506131017,0,1010.49,44.64,45.46,35997.13,446.2
20240506132017,0,1010.56,41.6,53.15,39121.2,511.08
20240506133017,0,1010.44,43.47,51.45,45920.94,777.54
20240506134017,0,1010.28,45.04,46.48,42623.49,661.88
20240506135017,0,1010.31,44.44,48.3,43098.5,644.13
