Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240624070017,0,1010.42,41.12,59.64,18556.08,112.82
20240624071017,0,1010.93,42.83,56.89,24997.75,236.91
20240624072017,0,1010.78,46.37,49.66,30412.08,322.79
20240624073017,0,1010.75,48.51,45.32,37619.25,461.39
20240624074017,0,1010.55,50.31,42.45,39967.99,504.58
20240624075017,0,1010.42,51.15,40.33,41358.43,523.56
20240624080017,0,1010.33,50.8,40.28,45159.24,593.3
20240624081017,0,1010.2,51.81,39.37,48432.61,672.34
20240624082017,0,1010.15,52.17,38.71,51832.65,753.45
20240624083017,0,1009.88,53.26,37.82,53357.3,803.85
20240624084017,0,1009.73,53.98,36.58,56647.2,873.93
20240624085017,0,1009.63,53.77,36.67,58835.25,930.8
20240624090017,0,1009.55,53.86,36.58,61273.79,976.31
20240624091017,0,1009.47,53.53,36.6,63745.4,1018.47
20240624092017,0,1009.37,53.73,36.27,64757.76,1044.04
20240624093017,0,1009.35,54.17,35.65,66174.95,1033.46
20240624094017,0,1009.42,53.42,35.79,69344.2,1125.48
20240624095017,0,1009.41,52.69,36.64,71914.35,1155.97
20240624100017,0,1009.33,52.31,37.19,75016.66,1204.29
20240624101017,0,1009.32,51.91,37.84,76997.17,1216.39
20240624102017,0,1009.29,51.64,38.17,78733.49,1230.04
20240624103017,0,1009.33,51.26,38.52,80190.22,1243.48
20240624104017,0,1009.31,51.24,38.42,80448.25,1236.19
20240624105017,0,1009.21,50.95,38.82,80144.04,1260.69
20240624110017,0,1009.12,50.69,39.15,78908.51,1256.21
20240624111017,0,1009.03,50.6,39.51,80341.87,1259.66
20240624112017,0,1008.92,50.75,39.58,79818.98,1254.21
20240624113017,0,1008.82,50.2,40.13,75226.71,1179.31
20240624114017,0,1008.73,49.53,41.42,75604.95,1211.58
20240624115017,0,1008.57,50.51,40.39,75204.07,1213.09
20240624120017,0,1008.53,50.43,40.48,73539.62,1192.3
20240624121017,0,1008.43,50.55,40.57,70607.3,1147
20240624122017,0,1008.44,50.94,40.17,70252.06,1159.06
20240624123017,0,1008.27,49.15,41.25,55231.99,776.02
20240624124017,0,1008.36,49.27,42.27,64427.85,1032.38
20240624125017,0,1008.24,49.91,41.25,62328.74,1006.64
20240624130017,0,1008,49.25,40.73,45772.56,589.98
20240624131017,0,1008.23,46.71,44.3,47379.4,620.52
20240624132017,0,1008.07,47.29,44.18,46848.21,608.27
20240624133017,0,1008.1,47.94,43.56,51281.36,728.13
20240624134017,0,1007.91,47.89,42.47,39410.27,458.28
20240624135017,0,1007.88,47.36,43.71,38449.71,479.21
20240624140017,0,1008.01,46.53,44.96,40005.36,503.22
20240624141017,0,1007.41,43.95,46.16,16222.75,63.74
20240624142017,0,1007.42,39.17,57.57,13374,41.47
20240624143017,0,1007.42,37.26,65.89,13825.67,44.22
20240624144017,0,1007.34,36.53,69.64,13907.75,46.17
20240624145017,0,1007.26,35.93,71.17,9477.67,19.05
20240624150017,0,1007.29,35.24,74.96,11027.33,27.06
20240624151017,0,1007.07,34.68,76.46,7905,11.86
20240624152017,0,1007.06,34.18,78.72,7398.58,10.56
20240624153017,0,1007.06,33.78,80,6920,9.29
20240624154017,0,1007.23,33.49,81.24,6612.67,9.06
20240624155017,0,1007.45,33.44,82.23,7523,11.92
20240624160017,0,1007.61,33.11,82.05,5137.08,4.93
20240624161017,0,1007.69,32.5,84.51,4211.58,2.9
20240624162017,0,1007.86,32.12,86.58,5324.08,5.54
20240624163017,0,1007.92,32.17,86.98,5067,4.98
20240624164017,0,1007.88,31.86,88.02,3184.83,2.02
20240624165017,0,1007.97,31.21,90.1,2060.5,0.69
20240625070017,0,1013.34,42.37,98.98,24565.83,266.33
20240625071017,0,1013.25,43.27,97.77,27665.17,326.71
20240625072017,0,1013.22,44.15,91.67,32088.92,390.38
20240625073017,0,1013.1,45.07,84.43,36863.91,458.93
20240625074017,0,1013.01,45.81,76.54,40450.86,532.28
20240625075017,0,1012.73,47.47,67.7,44088.3,611.16
20240625080017,0,1012.6,49.12,52.87,48003.16,686.93
20240625081017,0,1012.42,50.7,47.01,51471.12,764.26
20240625082017,0,1012.33,51.85,43.05,53996.09,835.52
20240625083017,0,1012.23,52.52,41.76,56122.15,900.57
20240625084017,0,1012.03,53.21,39.8,59176.48,951.42
20240625085017,0,1011.96,53.39,38.89,61165.26,990.26
20240625090017,0,1011.76,54.35,37.79,64708.52,1038.12
20240625091017,0,1011.53,55.22,35.2,67052.19,1079.28
20240625092017,0,1011.45,54.94,34.46,66925.15,1123.03
20240625093017,0,1011.39,53.9,34.45,67467.44,1123.34
20240625094017,0,1011.46,52.95,35.1,71398.11,1161.29
20240625095017,0,1011.51,53.29,34.43,76015.9,1231.15
20240625100017,0,1011.44,53.33,34.48,77788.33,1185.16
20240625101017,0,1011.31,53.38,34.21,76586.05,1157.87
20240625102017,0,1011.35,52.34,34.89,75179.46,1164.37
20240625103017,0,1011.3,50.91,36.49,67301.23,969.75
20240625104017,0,1011.33,47.94,39.22,63427.89,888.27
20240625105017,0,1011.47,47.68,40.87,73492.19,1162.63
20240625110017,0,1011.43,48.76,40.22,76633.31,1236.27
20240625111017,0,1011.26,49.39,39.72,76374.73,1184.82
20240625112017,0,1011.12,51.36,38.44,83344.63,1246.85
20240625113017,0,1011.03,52.41,37.07,81918.45,1277.64
20240625114017,0,1011.11,51.99,37.47,81574.71,1323.39
20240625115017,0,1010.9,51.72,37.71,72225.39,1131.79
