Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240304070010,2.34,1014.85,16.66,85.21,4110.92,3.81
20240304071010,1.84,1014.8,18.5,78.05,5110.67,5.81
20240304072010,2,1014.73,20.8,68.29,6094.42,8.11
20240304073010,1.66,1014.68,23.37,60.01,7020.75,10.88
20240304074010,1.97,1014.63,26.05,50.44,7862.58,15.58
20240304075010,2.06,1014.62,27.15,46.44,8534.67,24.63
20240304080010,2.19,1014.55,28.13,44.03,9246.42,44.38
20240304081010,2.2,1014.54,28.86,42.88,10153.5,72.21
20240304082010,2.01,1014.46,29.82,40.73,18246.83,119.56
20240304083010,1.91,1014.38,30.94,37.61,29835.75,172.75
20240304084010,2.95,1014.28,30.59,37.85,34190.83,233.7
20240304085010,2.22,1014.15,31.08,36.66,38924.5,303.93
20240304090010,1.71,1014.02,33.38,33.6,43742.94,375.21
20240304091010,2.79,1013.93,32.6,34.33,48660.81,460.56
20240304092010,2.98,1013.93,32.34,34.71,54142.18,554.87
20240304093010,2.8,1013.81,33.37,31.87,60592.24,655.97
20240304094010,2.9,1013.64,33.31,32.67,67260.98,758.42
20240304095010,2.4,1013.52,34.44,31.66,71625.24,858.84
20240304100010,2.24,1013.36,35.94,28.91,73516.44,971.5
20240304101010,3.22,1013.17,35.72,29.51,76775.8,1085.54
20240304102010,2.33,1013.02,36.22,28.17,80815.17,1202.93
20240304103010,3.32,1012.95,36.37,26.67,84004.98,1302.7
20240304104010,1.78,1012.67,37.73,24.87,87870.78,1391.07
20240304105010,2.08,1012.43,38.72,24.13,91641.52,1483.66
20240304110010,1.28,1012.25,40.35,22.29,95004.55,1556.24
20240304111010,1.44,1012.12,40.11,23.6,99038.18,1609.13
20240304112010,1.39,1011.84,41.58,21.41,102219,1648.84
20240304113010,1.52,1011.51,40.71,21.55,103607.44,1694.63
20240304114010,1.55,1011.16,40.45,22.11,105989.38,1745.4
20240304115010,1.62,1010.99,40.03,21.62,108729.26,1772.7
20240304120010,1.93,1010.75,40.11,24.32,111811.8,1807.75
20240304121010,2.14,1010.58,39.53,22.38,114338.02,1828.68
20240304122010,1.89,1010.26,40.09,21.64,115445.62,1835.5
20240304123010,1.48,1010.02,41.28,22.87,116251.16,1821.05
20240304124010,1.61,1009.83,39.9,24.11,116971.53,1837.44
20240304125010,2.47,1009.71,38.26,26.49,117599.35,1865.9
20240304130010,1.91,1009.51,38.74,26.73,117354.26,1857.09
20240304131010,1.48,1009.28,39.71,24.75,115623.69,1826.29
20240304132010,2.47,1009.22,38.04,26.68,113484.87,1840.26
20240304133010,2.51,1008.98,37.26,28.57,105798.92,1680.56
20240304134010,2.31,1008.84,36.62,29.92,107514.57,1710.28
20240304135010,3.33,1008.8,34.83,32.6,83603.23,1359.56
20240304140010,3.29,1008.73,33.4,35.26,105701.17,1737.09
20240304141010,3.11,1008.54,34.8,32.85,104502.11,1729.43
20240304142010,3.27,1008.54,34.4,33.68,89975.46,1533.06
20240304143010,2.91,1008.45,33.82,35.09,59780.57,961.13
20240304144010,2.48,1008.35,34.22,34.04,90768.78,1411.28
20240304145010,2.5,1008.38,32.74,37.04,50608.42,602.28
20240304150010,2.47,1008.39,32.52,36.26,63768.58,808.11
20240304151010,1.7,1008.36,32.1,36.14,44243.76,461.21
20240304152010,2.17,1008.23,34.11,32.64,71523.17,958.67
20240304153010,1.84,1008.3,34.39,32.54,49456.01,595.1
20240304154010,2.17,1008.52,30.08,41.03,13993,24.6
20240304155010,1.88,1008.62,28.73,44.11,12443.42,19.31
20240304160010,2.6,1008.67,28.27,45.98,11736.83,16.87
20240304161010,1.91,1008.74,28.01,47.23,10512.17,14.29
20240304162010,1.94,1008.79,27.41,48.56,8185,9.61
20240304163010,2.24,1008.76,27.25,48.89,7916.33,9.84
20240304164010,1.5,1009.03,26.71,50.97,4009.5,3.06
20240304165010,1.08,1009.12,26.32,53.56,3620.33,2.46
20240305070010,2.01,1008.83,21.11,79.8,3245.83,2.45
20240305071010,1.57,1008.97,21.46,78.48,3941.92,3.21
20240305072010,2.29,1008.84,21.58,78.32,5997.58,7
20240305073010,1.93,1008.55,23.65,70.07,8106.08,13.29
20240305074010,2.26,1008.22,28.95,52.26,9284.25,22.18
20240305075010,1.64,1008.13,31.49,44.33,9159.33,28.75
20240305080010,1.74,1008.14,32.98,40.33,10251.08,53.62
20240305081010,1.6,1007.96,34.47,37.59,11251.25,85.04
20240305082010,2.31,1007.9,34.15,36.95,19376.42,132.74
20240305083010,3.4,1007.93,32.99,38.37,30542.58,189.55
20240305084010,2.71,1007.7,34.32,36.52,34428.08,243.97
20240305085010,2.78,1007.58,34.82,36.1,38753.19,310.34
20240305090010,2.99,1007.37,35.03,34.48,44355.86,399.55
20240305091010,2.15,1007.15,36.72,31.4,49564.46,491.36
20240305092010,2.95,1007.03,36.1,31.68,54285.93,575.13
20240305093010,3.56,1006.91,36.36,31.62,61277.93,694.86
20240305094010,2.94,1006.82,36.88,31.42,67078.42,804.59
20240305095010,2.83,1006.58,37.82,30.3,73185.28,946.04
20240305100010,2.17,1006.41,39.12,28.48,75579.8,1076.22
20240305101010,2.19,1006.28,36.44,33.57,41219.71,594.81
20240305102010,2.73,1006.07,36.07,34.22,46557.14,634.37
20240305103010,1.93,1006.08,33.65,39.74,23835.36,225.3
20240305104010,1.47,1005.88,32.51,41.99,22490.27,234.4
20240305105010,1.59,1005.76,33.94,40.49,35523.98,463.92
20240305110010,1.65,1005.64,32.01,44.63,21731.5,91.39
20240305111010,0.85,1005.46,32.06,42.67,28711.7,359.17
20240305112010,1.18,1005.18,34.2,39.09,54688.58,929.88
20240305113010,1.15,1004.87,35.79,36.17,42364.73,719.6
20240305114010,1.37,1004.67,37.66,32.83,48901.43,531.15
20240305115010,1.19,1004.54,36.85,32.63,41001.56,451.17
20240305120010,0.64,1004.32,35.23,36.77,46265.48,508.77
20240305121010,0.52,1004.16,35.05,37.11,30326.15,274.47
20240305122010,0.51,1004.08,32.94,42.01,25978.36,263.07
20240305123010,0.73,1003.91,34.7,40.68,45593.85,639.02
20240305124010,0.74,1003.44,36.09,38.03,44877.78,696.3
20240305125010,0.58,1003.47,33.23,44.26,25755.86,144.92
20240305130010,0.96,1003.27,36.5,38.4,70913.51,1229.74
20240305131010,0.95,1003.02,38.31,34.03,64532.22,1236.6
20240305132010,1.14,1002.74,40.51,29.76,97334.03,1662.75
20240305133010,0.98,1002.71,38.43,32.59,56011.32,858.22
20240305134010,1.12,1002.46,37.94,33.37,87480.97,1353.39
20240305135010,1.18,1002.34,37.28,33.33,59869.92,1050.6
20240305140010,1.15,1002.11,38.77,31.68,68727.19,1129.95
20240305141010,1.17,1001.93,39.25,31.19,108128.74,1803.04
20240305142010,1.14,1001.77,38.58,31.93,61556.68,811.04
20240305143010,1.06,1001.71,36.42,37.44,65916.13,1135.14
20240305144010,1.18,1001.59,36.7,37.65,68839.57,1147.79
20240305145010,0.7,1001.54,35.91,39.01,60152.64,955.61
20240305150010,0.64,1001.36,39.38,31.71,85791.26,1362.45
20240305151010,0.8,1001.24,36.77,35.3,19907.19,288.83
20240305152010,0.35,1001.44,33.61,41.96,26078.01,204.37
20240305153010,0.3,1001.42,32.04,46.15,19988.39,158.51
20240305154010,0.32,1001.51,30.69,49.72,12704,24.72
20240305155010,0.32,1001.57,29.17,54.53,10307.33,15.06
20240305160010,0.48,1001.61,29.11,54.26,8668.58,10.56
20240305161010,0.32,1001.62,27.8,60.41,8024.5,9.53
20240305162010,0.36,1001.7,28.18,57.5,8051.92,9.81
20240305163010,0.24,1001.74,28.53,56.56,7002.42,7.41
20240305164010,0.32,1001.79,28.67,55.64,5891.33,5.57
20240305165010,0.44,1001.81,28.42,57.65,4791.58,3.93
20240306070010,0.43,1007.36,21.64,85.45,1495.58,0.49
20240306071010,0.77,1007.56,21.87,84.68,1710.67,0.63
20240306072010,1.11,1007.7,21.78,84.6,1628.5,0.6
20240306073010,0.44,1007.99,21.88,84.24,1322.17,0.45
20240306074010,0.83,1008.35,21.9,85.13,2110.92,0.96
20240306075010,0.22,1008.5,22.41,84.42,3962.83,3.2
20240306080010,0.29,1008.67,23.04,82.8,4460.75,4.3
20240306081010,0,1008.8,23.2,82.19,4329.92,3.63
20240306082010,0.46,1008.88,23.21,84.65,2233.17,1
20240306083010,1.24,1009.08,22.88,86.83,2016.33,0.77
20240306084010,1.32,1009.34,22.54,85.92,2827.83,1.44
20240306085010,1.45,1009.43,22.56,84.09,3812.67,2.78
20240306090010,0.94,1009.44,22.8,82.71,3997.42,3
20240306091010,0.88,1009.62,22.72,82.54,2488.25,1.11
20240306092010,0.96,1009.79,22.45,81.9,2641,1.22
20240306093010,0.92,1009.93,22.33,81.71,2491.25,1.09
20240306094010,1.31,1009.93,22.27,81.54,2823.83,1.34
20240306095010,1.27,1010.07,22.08,81.49,2795.25,1.33
20240306100010,1.2,1010.25,21.98,81.34,2983.25,1.46
