Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240707070017,0,1012.92,47.44,41.68,28324.75,250.94
20240707071017,0,1012.78,49.2,39.64,32097.42,310.64
20240707072017,0,1012.65,50.01,37.79,35855.5,372.78
20240707073017,0,1012.64,50.78,36.58,39770.56,442.13
20240707074017,0,1012.47,51.64,35.55,43027.61,514.3
20240707075017,0,1012.24,52.61,34.57,46775.35,588.62
20240707080017,0,1012.08,53.68,33.9,51171.94,665.99
20240707081017,0,1011.88,55.02,32.59,54953.11,745.39
20240707082017,0,1011.8,55.57,31.78,56466.79,819.65
20240707083017,0,1011.74,55.09,32.25,58764.82,885.81
20240707084017,0,1011.6,55.87,31.52,59878.7,951.82
20240707085017,0,1011.65,55,31.8,61363.82,1012.36
20240707090017,0,1011.67,53.62,33.08,64276.19,1066.6
20240707091017,0,1011.57,54,32.88,66603.15,1114.43
20240707092017,0,1011.64,53.34,33.23,69965.1,1156.9
20240707093017,0,1011.62,53.29,33.86,72595.55,1196.44
20240707094017,0,1011.62,53.07,34.29,74222.98,1235.7
20240707095017,0,1011.68,52.79,35.03,78591,1257.75
20240707100017,0,1011.68,52.91,35.07,81359.27,1278.78
20240707101017,0,1011.76,52.8,35,82172.89,1305.68
20240707102017,0,1011.73,52.08,35.84,83605.72,1320.85
20240707103017,0,1011.68,52.07,36.03,85498.9,1327.76
20240707104017,0,1011.69,51.74,36.26,84855.26,1332.94
20240707105017,0,1011.66,51.39,36.64,84463.91,1335.97
20240707110017,0,1011.49,51.21,37.17,85074.3,1327.28
20240707111017,0,1011.43,51.51,37,84194.2,1325.57
20240707112017,0,1011.33,51.99,36.37,82193.91,1311.6
20240707113017,0,1011.18,52.32,35.9,81524.4,1297.67
20240707114017,0,1011.08,52.17,35.87,79221.7,1293.38
20240707115017,0,1010.99,51.91,36.41,77124.39,1274.45
20240707120017,0,1010.85,52.21,36.41,76664.39,1254.25
20240707121017,0,1010.68,51.94,36.9,74376.43,1222.92
20240707122017,0,1010.61,52.22,36.32,72389.44,1196.83
20240707123017,0,1010.51,52.11,36.79,71804.92,1158.66
20240707124017,0,1010.39,53.48,35.64,69236.29,1112.64
20240707125017,0,1010.43,53.85,35.08,64744.46,1067.94
20240707130017,0,1010.42,52.99,35.96,61188.98,1015.17
20240707131017,0,1010.3,53.82,34.83,60387.39,954.81
20240707132017,0,1010.08,53.95,34.63,58411.19,887.52
20240707133017,0,1009.91,54.15,34.31,55147.71,816.7
20240707134017,0,1009.71,54.41,34.14,51932.2,744.69
20240707135017,0,1009.6,53.67,34.83,48353.54,661.7
20240707140017,0,1009.78,52.46,35.78,43943.97,583.54
20240707141017,0,1009.45,51.07,37.12,25007.62,378.37
20240707142017,0,1009.18,45.18,40.29,5761.58,7.54
20240707143017,0,1009.26,39.11,50.93,5758,6.88
