Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240411070013,0,1012.4,30.71,56.11,6736.08,14.07
20240411071013,0,1012.46,31.19,53.88,7553.08,17.36
20240411072013,0,1012.57,33,48.72,8368.25,21.2
20240411073013,0,1012.74,33.57,46.42,9289.08,27.8
20240411074013,0,1012.87,35.16,41.52,10156.08,36.91
20240411075013,0,1012.82,33.84,43.84,11014.58,50.5
20240411080013,0,1012.82,35.47,41.28,11977.58,70.33
20240411081013,0,1012.76,37.19,37.11,13010,95.17
20240411082013,0,1012.74,36.58,38.04,19606.17,125.78
20240411083013,0,1012.78,37.76,35.61,23978.75,170.86
20240411084013,0,1012.78,38.47,33.47,27524.67,236.14
20240411085013,0,1012.69,38.53,33.61,30609.17,314.66
20240411090013,0,1012.7,39.3,32.33,33400.91,391.1
20240411091013,0,1012.73,38.72,32.7,36589.08,477.28
20240411092013,0,1012.71,41.34,28.64,39655.6,567.28
20240411093013,0,1012.56,41.61,27.99,43075.05,662.88
20240411094013,0,1012.43,40.49,29.56,47365.62,770.86
20240411095013,0,1012.42,41.67,28.04,51120.19,879.06
20240411100013,0,1012.27,42.13,26.95,54822.11,994.35
20240411101013,0,1012.12,44.36,24.8,58873.71,1097.11
20240411102013,0,1011.96,45.4,23.46,63004.37,1198.4
20240411103013,0,1011.86,45.37,23.36,66117.81,1274.16
20240411104013,0,1011.55,43.69,25.44,69372.85,1347.18
20240411105013,0,1011.38,44.57,25.05,72415.14,1418.53
20240411110013,0,1011.24,41.05,28.63,74400.87,1499.47
20240411111013,0,1011.3,44.35,24.77,77625.72,1551.46
20240411112013,0,1011.21,44.3,24.93,76253.8,1502.78
20240411113013,0,1010.98,39.93,31.74,71972.36,1402.4
20240411114013,0,1010.75,35.52,40.83,61554.02,1166.62
20240411115013,0,1010.61,35.25,41.78,78484.09,1563.93
20240411120013,0,1010.53,36.88,38.96,71012.61,1328.94
20240411121013,0,1010.51,37.27,38.64,72890.77,1341.91
20240411122013,0,1010.34,35.34,42.81,38509.95,397.63
20240411123013,0,1010.16,32.75,49.96,30062,230.8
20240411124013,0,1010.07,33.08,49.02,45148.87,746.52
20240411125013,0,1009.98,31.19,54.78,21601.83,129.68
20240411130013,0,1009.96,32.22,52.24,40601.93,475.77
20240411131013,0,1009.89,31.57,54,24786.67,166.21
20240411132013,0,1009.76,31.04,55.27,23087.58,153.72
20240411133013,0,1009.6,31.42,54.92,19166.16,107.05
20240411134013,0,1009.49,31.15,54.89,15694.83,73.25
20240411135013,0,1009.44,30.91,55.74,13709.58,59.19
20240411140013,0,1009.36,30.93,55.88,13737.58,59.9
20240411141013,0,1009.32,31.34,54.09,13471.33,58.47
20240411142013,0,1009.3,32.42,51.21,15728.67,76.08
20240411143013,0,1009.17,32.94,49.05,15148.67,69.28
20240411144013,0,1009.13,31.69,52.52,16720.5,81.83
20240411145013,0,1009.02,32.76,50.1,20839.08,124.67
20240411150013,0,1009.01,32.9,49.46,17705,91.98
20240411151013,0,1008.98,32.61,50.92,19194.33,103.77
20240411152013,0,1008.97,32.46,50.86,16557.83,80.2
20240411153013,0,1009.01,31.56,53.69,14784.33,62.15
20240411154013,0,1008.97,31.26,54.66,15226.17,66.78
20240411155013,0,1008.92,30.36,57.07,11627,40.41
20240411160013,0,1008.92,29.84,59.33,10289.33,31.82
20240411161013,0,1008.95,28.9,63.31,10336,30.94
20240411162013,0,1009.12,28.6,64.67,9187.5,24.15
20240411163013,0,1009.29,28.15,67.09,6875.75,14.41
20240411164013,0,1009.43,28.22,67.37,7109.17,14.89
20240411165013,0,1009.48,27.96,68.52,5666.42,9.26
20240412070013,0,1009.65,31.9,56.13,7228.42,16.79
20240412071013,0,1009.76,31.8,56.88,8180.58,21.07
20240412072013,0,1009.86,34.46,49.11,9072.83,25.71
20240412073013,0,1009.92,34.95,46.95,10125.25,33.6
20240412074013,0,1009.96,35.29,45.8,11181.67,45.28
20240412075013,0,1010.05,36.12,43.23,12284.58,62.1
20240412080013,0,1010.05,36.43,42.58,13352.83,82.71
20240412081013,0,1010.04,39.53,36.75,14238.25,104.09
20240412082013,0,1009.96,39.07,36.84,20324.08,139.34
20240412083013,0,1009.94,39.6,34.99,23831.83,182.18
20240412084013,0,1009.9,40.7,33.05,26647.5,235.67
20240412085013,0,1009.9,41.12,31.84,29008.92,290.62
