Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240323070008,0.71,1011.19,18.8,91.02,3310.08,2.35
20240323071008,0.77,1011.2,19.09,90.04,3467,2.55
20240323072008,1.46,1011.38,19.31,89.39,4003.92,3.41
20240323073008,2.01,1011.62,19.78,87.16,6158.58,8.82
20240323074008,2.03,1011.67,20.31,84.52,6123.5,8.75
20240323075008,2.46,1011.69,20.56,83.27,7274,12.77
20240323080008,2.3,1011.65,21.08,81.37,7728.25,14.24
20240323081008,1.94,1011.74,21.05,81.05,4821.17,4.91
20240323082008,1.74,1011.77,21.2,80.55,5710.25,7.04
20240323083008,1.63,1011.8,21.74,78.48,6771.92,9.99
20240323084008,1.8,1011.86,22.24,76.5,7386.25,11.95
20240323085008,2.08,1011.88,22.89,73.51,10600.42,26.66
20240323090008,2.12,1011.87,23.39,71.24,7573.67,12.91
20240323091008,1.2,1011.9,23.49,71.02,8578.17,15.94
20240323092008,1.6,1011.87,23.92,67.62,8601.92,15.71
20240323093008,1.57,1011.92,24.3,65.9,9375.5,17.98
20240323094008,0.95,1011.88,24.76,64.33,9833.33,19.52
20240323095008,1.68,1011.8,25.29,62.33,11758,28.68
20240323100008,1.32,1011.73,25.73,61.24,11473.42,26.17
20240323101008,1.48,1011.71,26.17,58.9,12198.17,28.71
20240323102008,0.21,1011.58,26.66,57.92,13915,38.58
20240323103008,1.09,1011.49,27.05,57.52,16049.5,51.77
20240323104008,0.52,1011.36,28.68,54.41,49502.33,654.87
20240323105008,0.97,1011.28,34.81,39.34,66638.01,995.56
20240323110008,1.03,1011.07,37.31,34,78256.78,1292.44
20240323111008,0.98,1010.79,39.59,30.2,84418.98,1411.4
20240323112008,0.5,1010.58,40.32,29.6,82237.94,1339.9
20240323113008,0.35,1010.5,40.09,29.91,61376.99,838.11
20240323114008,0.36,1010.34,37.78,34.33,71650.39,1071.28
20240323115008,0.84,1010.1,37.2,36.1,85550.48,1399.34
20240323120008,1.08,1010.02,36.25,38.35,82302.08,1294.81
20240323121008,0.59,1009.96,35.42,40.93,89776.18,1450.89
20240323122008,0.72,1009.86,37.21,37.5,102540.46,1707.48
20240323123008,1,1009.75,37.02,38.13,98481.32,1609.6
20240323124008,0.93,1009.69,36.48,39.44,102658.7,1690.08
20240323125008,0.72,1009.61,38.05,36.44,105697.39,1736.3
20240323130008,0.41,1009.49,39.34,33.94,94369.53,1517.95
20240323131008,0.59,1009.27,36.29,39.29,53903.29,787.38
20240323132008,0.45,1008.99,34.35,44.44,54242.06,765.65
20240323133008,0.25,1008.88,32.48,48.89,21721.26,115.16
20240323134008,0.57,1008.81,30.15,56.76,21858.17,132.51
20240323135008,0.5,1008.75,30.85,55.56,33058.26,322.81
20240323140008,0.03,1008.63,30.56,56.32,25334.17,152.55
20240323141008,0.3,1008.5,30.01,58,17457.83,79.18
20240323142008,0.06,1008.55,28.74,62.01,12984.08,43.92
20240323143008,0,1008.54,29,62.01,17891.42,74.64
20240323144008,0.16,1008.41,28.53,63.83,12582.92,36.8
20240323145008,0.17,1008.34,28.28,65.13,11365.5,30.9
20240323150008,0.03,1008.28,28.14,65.22,9997.08,24.33
20240323151008,0,1008.31,27.61,67.46,9992.25,23.9
20240323152008,0,1008.34,27.64,67.58,4469.83,5.17
20240323153008,0,1008.31,26.37,72.51,5696.33,7.43
20240323154008,0,1008.49,26.12,74.03,5198.67,6.55
20240323155008,0.06,1008.41,26.22,74.4,3269.09,2.57
20240323160008,0,1008.53,26.6,73.77,3426.58,2.76
20240323161008,0.19,1008.58,26.7,73.39,3281.08,2.61
20240323162008,0.06,1008.67,26.49,74.59,2448.5,1.42
20240323163008,0.21,1008.65,26.4,74.96,2158.66,1.1
20240323164008,0.09,1008.62,26.26,75.87,1047,0.25
20240323165008,0,1008.64,25.53,78.05,1438.75,0.52
20240324070008,0.85,1013.21,22.49,90.62,2805.83,1.58
20240324071008,1.01,1013.39,22.85,87.94,3247.42,2.21
20240324072008,1.48,1013.5,23.1,85.69,3760,2.98
20240324073008,1.25,1013.63,23.24,86.43,3062.75,1.94
20240324074008,1.59,1013.79,23.27,85.64,2987.25,1.59
20240324075008,1.52,1014,23.33,85.62,4365.42,3.86
20240324080008,1.24,1014.04,23.76,84.79,5833.58,8.18
20240324081008,1.65,1014.02,24.1,83.08,5147.17,6.1
20240324082008,0.9,1014.03,24.2,80.68,4057.92,3.46
20240324083008,0.48,1013.99,24.49,77.95,5408.08,7.08
20240324084008,1.09,1014.01,25.06,75.64,5996.33,8.84
20240324085008,1.38,1014.07,25.53,74.14,6219.67,9.51
20240324090008,2,1014.1,25.94,72.52,6226.75,9.04
20240324091008,0.11,1014.13,25.93,74.23,5849.08,7.75
20240324092008,0.43,1014.1,26.34,73.33,7364.08,13.31
20240324093008,0.15,1014,26.77,71.92,7497.58,13.54
20240324094008,0.07,1013.92,26.93,71.72,7589.58,13.82
20240324095008,0.6,1013.87,27.49,69.54,8655.33,17.76
20240324100008,0.77,1013.84,27.97,66.72,10525.5,26.08
20240324101008,0.25,1013.67,28.67,64.87,12985.33,38.6
20240324102008,0.47,1013.61,28.64,64.39,15199.58,54.17
20240324103008,0.35,1013.51,29.27,62.29,14391.33,49.53
20240324104008,0.43,1013.43,31.05,58.46,58538.8,726.41
20240324105008,0.28,1013.21,37.62,41.9,82670.44,1344.03
20240324110008,0.16,1013.01,40.72,34.48,83855.66,1348.46
20240324111008,0.23,1012.82,40.4,34.65,70983.12,1030.29
20240324112008,0.58,1012.6,39.49,36.79,85310.41,1351.32
20240324113008,0.57,1012.34,35.89,44.37,53233.45,862.87
20240324114008,0.78,1012.17,37.25,41.65,68839.37,1094.75
20240324115008,0.9,1011.84,36.74,43.26,94031.07,1574.46
20240324120008,1.44,1011.64,35.19,47.02,63812.37,980.96
20240324121008,1.12,1011.51,36.82,43.46,91299.04,1452.42
20240324122008,1.29,1011.46,37.31,41.99,98548.67,1685.7
20240324123008,1.06,1011.17,37.72,40.55,96200.01,1515.39
20240324124008,1.12,1011.03,36.09,44.55,73038.12,1187.44
20240324125008,0.83,1010.98,37.67,41.33,83150.97,1267.84
20240324130008,1.09,1010.75,34.73,47.66,47508.96,536.1
20240324131008,0.71,1010.58,34.44,49.24,69361.67,1157.68
20240324132008,0.58,1010.46,37.06,43.26,101985.6,1770.11
20240324133008,0.93,1010.43,39.44,37.68,102100.23,1729.5
20240324134008,0.84,1010.29,39.64,37.04,88232.31,1491.08
20240324135008,0.59,1010.22,38.76,38.72,80698.02,1373.18
20240324140008,0.99,1010.18,38.77,38.56,79233.05,1358.01
20240324141008,0.72,1010.09,36.15,44.51,66014.82,1159.78
20240324142008,0.72,1009.94,38.56,39.52,83544.44,1527.36
20240324143008,0.64,1009.83,38.87,38.56,64475.22,966.85
20240324144008,0.53,1009.73,36.3,44.1,29199.37,89.18
20240324145008,0.28,1009.65,31.23,58.47,12879.08,34.86
20240324150008,0.36,1009.64,29.79,64.26,11245.42,28.54
20240324151008,0.39,1009.65,29.2,66.8,10673,25.33
20240324152008,0.23,1009.68,29.05,68.29,10925.25,26.72
20240324153008,0.35,1009.65,29.09,68.55,9846.08,21
20240324154008,0.28,1009.67,28.98,69.32,10793.33,26.48
20240324155008,0.38,1009.71,29.2,68.96,9827.83,21.99
20240324160008,0.28,1009.75,29.27,68.38,10094.08,24.96
20240324161008,0.24,1009.73,29.06,69.13,8058.83,16.08
20240324162008,0.16,1009.74,28.38,71.96,7237.25,11.66
20240324163008,0.07,1009.82,28.23,72.55,6674.42,9.74
20240324164008,0.08,1009.89,27.85,74.51,5185.42,5.82
20240324165008,0.17,1009.94,27.73,75.39,5185.58,6.26
20240325070008,0,1011.04,24.6,83.29,3250.17,2.64
20240325071008,0,1011.21,25.05,82.38,3569.08,3.07
