Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240214070015,0,1023.12,18.55,67.12,8898.67,30.29
20240214071015,0,1023.22,19.96,60.94,11233.75,36.97
20240214072015,0,1023.27,18.89,63.4,7788.75,15.49
20240214073015,0,1023.33,19.6,62.31,14818.5,53.18
20240214074015,0,1023.41,20.68,59.07,18769.33,79.31
20240214075015,0,1023.44,20.72,57.69,10559.75,23.61
20240214080015,0,1023.5,20.11,59.69,10815,18.34
20240214081015,0,1023.53,20.39,59.94,19036.17,55.33
20240214082015,0,1023.66,20.91,58.54,23167.53,39.58
20240214083015,0,1023.75,22.32,54.51,39469,301.21
20240214084015,0,1023.83,22.5,53.06,13963.17,33.12
20240214085015,0,1023.94,22.37,53.88,25675.35,92.92
20240214090015,0,1023.87,23.28,51.65,13802.5,38.58
20240214091015,0,1023.76,22.52,52.03,10908.08,22.62
20240214092015,0,1023.61,22.63,52.18,11502,22.28
20240214093015,0,1023.61,23.43,51.14,30619.86,58.04
20240214094015,0,1023.58,30.6,37.72,101916.23,1776.72
20240214095015,0,1023.44,36.7,26.4,104696.17,1914.59
20240214100015,0,1023.33,40.08,20.7,106901.12,1900.61
20240214101015,0,1023.16,40.72,19.88,108721.53,1901.62
20240214102015,0,1023.02,40.83,18.3,110054.99,1917.37
20240214103015,0,1022.79,41.9,18.07,109933.16,1913.54
20240214104015,0,1022.6,42.08,17.49,109508.2,1904.98
20240214105015,0,1022.44,43.14,16.54,109156.36,1895.17
20240214110015,0.02,1022.2,41.64,16.52,108564.84,1914.83
20240214111015,0.02,1021.99,39.02,18.69,107293.37,1944.05
20240214112015,0.03,1021.9,37.86,19.73,105974.83,1952.16
20240214113015,0.04,1021.66,37.68,19.8,104126.74,1935.53
20240214114015,0.02,1021.47,37.5,19.68,101667.72,1918.71
20240214115015,0.02,1021.24,34.69,23.45,35995.8,550.17
20240214120015,0.07,1021.04,28.35,34.6,8920.5,15.65
20240214121015,0.06,1020.82,26.21,39.92,8569.5,14.35
20240214122015,0.07,1020.64,25.38,41.44,8281.67,13.4
20240214123015,0.04,1020.45,25.41,43.5,7925.92,12.37
20240214124015,0.02,1020.23,25.11,45.39,7632.42,11.49
20240214125015,0.1,1020.06,24.97,45.79,7335.92,10.71
20240214130015,0.13,1019.81,24.89,46.06,6976.58,9.78
20240214131015,0.03,1019.68,24.84,47.17,6668.33,8.88
20240214132015,0.05,1019.54,24.65,47.76,6336.5,8
20240214133015,0.05,1019.39,24.62,47.69,6074.33,7.44
20240214134015,0.03,1019.3,24.45,48.41,5856.42,6.87
20240214135015,0.09,1019.19,24.42,48.41,5628.33,6.37
20240214140015,0.03,1019.16,24.28,49.58,5466.92,6.03
20240214141015,0,1019.14,24.27,50,5284.25,5.6
20240214142015,0.08,1019.12,24.13,51.65,5125,5.29
20240214143015,0.02,1019.14,24.09,52.94,4980.75,4.95
20240214144015,0.06,1019.11,24.05,53.61,4825.33,4.58
20240214145015,0.03,1019.06,23.96,54.86,4660.25,4.31
20240214150015,0.03,1019.02,23.8,56.38,4532.75,3.99
20240214151015,0.11,1019.02,23.71,57.45,4399.33,3.72
20240214152015,0.04,1019.04,23.59,58.79,4255.17,3.48
20240214153015,0.1,1019.09,23.56,58.96,4133.83,3.22
20240214154015,0.05,1019.03,23.44,59.96,4012.42,3.02
20240214155015,0.03,1019.08,23.25,60.46,3909.83,2.82
20240214160015,0.1,1019.13,23.3,60.51,3787.92,2.7
20240214161015,0.03,1019.12,23.24,60.71,3649.17,2.49
20240214162015,0,1019.16,23.16,61.31,3476.67,2.2
20240214163015,0.04,1019.21,23.06,61.92,3297.5,2.02
20240214164015,0.03,1019.24,22.9,62.62,3070.75,1.73
20240214165015,0,1019.28,22.58,63.96,2754.75,1.37
20240215070015,0,1020.23,20.16,63.69,10282.08,39.64
20240215071015,0,1020.34,22.16,57.7,14325.58,69.55
20240215072015,0,1020.45,21.73,57.05,10252.5,28.35
20240215073015,0,1020.48,22.47,53.57,17502.5,67.02
20240215074015,0,1020.52,22.93,53.47,19584.17,81.82
20240215075015,0,1020.55,23.95,51.62,13721.83,42.13
20240215080015,0,1020.66,22.62,55.58,10995.92,22.77
20240215081015,0,1020.7,21.75,59.02,14020,26.91
20240215082015,0,1020.72,22.18,57.53,18130,27.41
20240215083015,0,1020.65,23.2,55.04,23777.9,63.37
20240215084015,0,1020.72,24.3,51.45,15990.83,36.91
20240215085015,0,1020.77,23.92,51.9,21574.83,68.05
