Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240129070008,1.44,1022.84,15.07,88.25,493.17,0.04
20240129071008,1.7,1022.94,15.06,88.4,839.58,0.14
20240129072008,1.85,1023.01,15.09,88.7,1190.58,0.28
20240129073008,0.91,1023.08,15.18,89.47,1406.83,0.39
20240129074008,1.02,1023.13,15.32,88.88,2177.92,1.01
20240129075008,1.76,1023.18,15.25,88.8,2748,1.34
20240129080008,1.59,1023.3,15.19,89.23,2895.58,1.43
20240129081008,1.46,1023.42,15.36,87.71,2699.75,1.51
20240129082008,1.1,1023.46,15.56,86.67,3235,2.01
20240129083008,1.06,1023.45,15.77,85.91,3991.33,3.08
20240129084008,1.25,1023.49,16.02,85.09,5830.17,6.66
20240129085008,1.66,1023.55,16.29,83.95,8012.83,12.23
20240129090008,1.55,1023.59,16.67,81.84,9417.75,16.34
20240129091008,1.65,1023.54,17.01,80.1,11712.08,25.97
20240129092008,2.26,1023.46,17.3,77.25,12040,27.46
20240129093008,2.08,1023.38,17.35,77.52,10113.08,19.5
20240129094008,2.07,1023.24,17.46,77.12,11002.33,22.84
20240129095008,1.82,1023.08,17.82,76.04,13479.33,35.44
20240129100008,1.89,1022.9,18.54,72.77,20625.5,78.76
20240129101008,0.75,1022.77,19.5,69.65,20289.58,75.17
20240129102008,1.37,1022.66,19.56,67.44,19754.92,71.24
20240129103008,1.46,1022.65,20.21,65.68,24046.83,104.8
20240129104008,0.18,1022.52,21.36,62.3,26295.83,125.83
20240129105008,0.46,1022.33,22.01,59.51,27249.08,134.96
20240129110008,0.9,1022.23,21.73,58.84,16535.37,51.22
20240129111008,0.8,1022.11,21.06,60.96,14398.75,38.56
20240129112008,0.44,1021.9,20.91,62.49,12472.58,29.81
20240129113008,0.55,1021.83,20.61,62.94,12031.17,29.42
20240129114008,0.03,1021.58,21.29,61.34,17597.25,58.45
20240129115008,0.17,1021.42,21.77,60.15,20620.25,80.12
20240129120008,0.1,1021.12,23.08,56.73,30975.49,336.29
20240129121008,0.03,1020.92,23.98,53.76,25519.33,118.73
20240129122008,0,1020.58,23.16,55.39,26323.08,124.32
20240129123008,0,1020.31,27.17,49.18,74201.03,1122.1
20240129124008,0.14,1020.03,35.73,29.63,103714.72,1632.28
20240129125008,0.29,1019.71,37.06,26.41,109276.05,1829.78
20240129130008,0.31,1019.36,40.41,21.32,114334.07,1830.33
20240129131008,0.04,1019.1,38.5,23.15,109360.21,1722.99
20240129132008,0.1,1018.89,40.7,20.67,114899.73,1885.72
20240129133008,0.25,1018.62,39.05,21.84,86386.92,1228.42
20240129134008,0,1018.44,34.36,27.82,74467.35,1007.31
20240129135008,0,1018.3,35.92,26.09,75760.63,1051.43
20240129140008,0,1018.12,30.31,34.55,34438.44,216.31
20240129141008,0,1018.07,26.92,42.09,20440,83.93
20240129142008,0,1018.03,23.94,50.64,15059.33,44.02
20240129143008,0,1017.88,23.15,54.14,14279.83,38.71
20240129144008,0,1017.72,22.94,55.86,12046.83,28.2
20240129145008,0,1017.72,22.34,58.37,10368,21.34
20240129150008,0,1017.67,22.26,59.24,12170.75,28.35
20240129151008,0,1017.6,22.13,60.07,11321.76,25.29
20240129152008,0,1017.56,21.98,60.41,8103.42,13.04
20240129153008,0,1017.52,21.41,62.62,7112.75,10.05
20240129154008,0,1017.52,20.99,64.47,5656.5,6.38
20240129155008,0,1017.46,20.64,65.95,5136.17,5.19
20240129160008,0,1017.57,20.41,66.91,3266.92,2.08
20240129161008,0,1017.66,20.21,67.84,2392.42,1.09
20240129162008,0,1017.73,19.99,69.11,1721.08,0.58
20240129163008,0,1017.87,20.16,69.22,1675.67,0.56
20240129164008,0,1017.97,20.17,69.31,1675.42,0.55
20240129165008,0,1018.06,19.9,70.16,1214.25,0.3
20240130070008,1.78,1018.07,17.73,88.7,1666.5,0.62
20240130071008,1.46,1018.07,17.74,88.55,1829.42,0.52
20240130072008,1.13,1018.14,17.73,88.63,1759.33,0.39
20240130073008,1.34,1018.2,17.86,88.01,2278.83,0.77
20240130074008,1.73,1018.28,18.14,86.77,3452,2.13
20240130075008,1.21,1018.28,18.44,85.68,3505.75,2.21
20240130080008,0.36,1018.27,18.62,85.2,3525,2.16
20240130081008,1.5,1018.32,19,82.53,7428,11.64
20240130082008,1.78,1018.36,19.67,78.81,9204.92,17.06
20240130083008,1.1,1018.43,20.18,76.18,6797.17,9.92
20240130084008,1.16,1018.42,20.31,75.89,6640,8.79
20240130085008,0.74,1018.46,20.51,75.97,8283.25,14.21
