Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240217070015,0,1020.4,19.42,95.89,11651,67.14
20240217071015,0,1020.44,20.21,90.76,10814.58,46.85
20240217072015,0,1020.52,19.62,90.31,8382.83,20.43
20240217073015,0,1020.59,19.58,90.78,10763.83,26.7
20240217074015,0,1020.63,20.19,89.68,17696.08,91.9
20240217075015,0,1020.68,20.51,87.16,11346.58,29.41
20240217080015,0,1020.75,20.48,88.56,14644.42,49.81
20240217081015,0,1020.84,22.49,83.69,30208.7,135.65
20240217082015,0,1020.93,23.25,76.35,23545.5,80.5
20240217083015,0,1020.96,22.99,76.25,21075.58,88.73
20240217084015,0,1021,23.44,76.38,25208.17,136.55
20240217085015,0,1020.99,24.65,71.22,26635.09,153.28
20240217090015,0,1021.06,24.72,70.48,22056.92,104.6
20240217091015,0,1021.02,24.37,70.38,16111.08,57.04
20240217092015,0,1020.93,24.1,70.2,16617.25,49.78
20240217093015,0,1020.84,24.49,68.4,25319.17,92.65
20240217094015,0,1020.83,26.61,62.65,66036.82,303.95
20240217095015,0,1020.77,28.16,56.25,45555.22,504.13
20240217100015,0,1020.72,28.03,57.34,40592.49,485.06
20240217101015,0,1020.74,26.77,58.63,14578.08,51.4
20240217102015,0,1020.63,25.75,62.81,16199.33,62.94
20240217103015,0,1020.57,25.91,63.77,20214.75,101.45
20240217104015,0,1020.46,27.66,58.22,43073.54,515.09
20240217105015,0,1020.34,29.5,53.75,75810.65,1339.38
20240217110015,0,1019.98,39.15,33.52,117758.2,2162.29
20240217111015,0.02,1019.69,38.01,32.63,96637.91,1633.92
20240217112015,0,1019.44,33.45,41.47,70009.66,1019.43
20240217113015,0,1019.3,36.89,34.67,109707.3,2012.74
20240217114015,0,1019.14,36.19,35.13,64443.99,1035.74
20240217115015,0.03,1018.91,34.58,38.28,95221,1750.03
20240217120015,0,1018.74,31.71,42.46,20850.4,107.79
20240217121015,0,1018.6,27.04,54.42,18771.58,82.95
20240217122015,0,1018.44,25.98,58.85,19390,89.46
20240217123015,0,1018.4,26.14,58.73,18008.75,76.92
20240217124015,0,1018.26,27.13,56.5,23563.67,132.05
20240217125015,0,1018.11,26.89,56.06,18704.17,86.85
20240217130015,0.02,1018.07,25.65,59.91,15058.5,52.7
20240217131015,0.02,1017.95,25.73,59.72,18937.75,84.62
20240217132015,0,1017.84,25.76,60.1,17865.92,75.83
20240217133015,0,1017.68,26.06,60.16,15139.5,52.64
20240217134015,0.02,1017.55,25.74,60.81,16690.25,64.34
20240217135015,0.02,1017.38,25.89,60.04,16165.67,61.38
20240217140015,0,1017.23,26.02,60.66,15989.08,61.24
20240217141015,0,1017.22,26.31,59.72,16288.83,63.13
20240217142015,0,1017.21,25.84,61.91,15820,59.34
20240217143015,0,1017.1,25.75,63.63,15876.75,58.96
20240217144015,0,1017.05,25.61,64.38,17487,70.54
20240217145015,0,1017.05,25.5,63.67,10852.41,27.55
20240217150015,0,1017.05,24.96,64.88,9898.75,22.87
20240217151015,0,1017.05,24.41,68.02,6869.5,11.4
20240217152015,0,1017.08,23.98,69.26,6669.5,10.54
20240217153015,0,1017.07,23.96,69.74,7153.5,12.36
20240217154015,0,1017.11,23.98,69.6,6184.67,9.36
20240217155015,0,1017.18,23.83,69.98,6180.75,9.33
20240217160015,0,1017.19,23.88,69.89,6714.08,11.07
20240217161015,0,1017.26,23.79,70.63,5185.5,6.8
20240217162015,0,1017.3,23.79,70.87,6108.83,9.31
20240217163015,0,1017.38,23.8,70.73,4462.25,5.18
20240217164015,0,1017.49,23.59,73.02,4517.42,5.33
20240217165015,0,1017.54,23.63,72.54,3873.17,4.19
20240218070015,0,1018.5,20.78,79.71,2469,1.61
20240218071015,0,1018.66,21,80.01,3752.33,3.51
20240218072015,0,1018.75,21.66,78.29,7453.33,14.5
20240218073015,0,1018.7,23.13,71.37,12141.17,36.17
20240218074015,0,1018.74,23.97,65.72,15836.25,60.03
20240218075015,0,1018.85,23.91,65.95,14216.92,65.53
20240218080015,0,1019.06,23.52,68.16,12938.89,38.19
20240218081015,0,1019.03,23.85,66.91,13930.08,43.84
20240218082015,0,1019.23,24.65,65.28,15836.67,56.42
20240218083015,0,1019.29,25.62,63.14,18331.92,75.31
20240218084015,0,1019.39,26.52,59.52,20104.42,89.48
20240218085015,0,1019.43,26.58,57.65,20902.92,97.5
