Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240410070013,0,1014.6,19.44,100,1984.5,1.48
20240410071013,0,1014.71,19.61,100,3043.83,3.41
20240410072013,0,1014.76,19.69,100,2483,2.22
20240410073013,0,1014.76,19.8,100,3061.67,3.34
20240410074013,0,1014.89,19.77,100,2352.84,1.94
20240410075013,0,1014.94,19.57,100,1314.5,0.64
20240410080013,0,1014.89,19.36,100,1369,0.79
20240410081013,0,1014.98,19.6,100,2593.83,2.33
20240410082013,0,1015.09,19.68,100,2732.75,2.7
20240410083013,0,1015.18,19.76,100,2668,2.61
20240410084013,0,1015.34,19.95,100,3207.84,3.61
20240410085013,0,1015.28,20.07,100,4478.92,6.49
20240410090013,0,1015.24,20.52,100,6395.92,12.62
20240410091013,0,1015.22,20.94,100,8271.08,21.21
20240410092013,0,1015.3,21.21,100,8804.58,24.2
20240410093013,0,1015.31,21.52,100,5998.08,11.97
20240410094013,0,1015.38,21.98,99.72,7363.83,17.55
20240410095013,0,1015.43,22.57,97.49,11655.75,44.48
20240410100013,0,1015.22,23.68,90.15,14893.33,69.47
20240410101013,0,1015.05,24.11,87.71,18529.17,109.83
20240410102013,0,1014.95,24.37,85.98,17050.67,89.62
20240410103013,0,1014.94,23.99,88.15,15336.75,73.66
20240410104013,0,1014.82,24.19,87.55,14357.42,65.16
20240410105013,0,1014.72,24.28,85.23,14312,65.42
20240410110013,0,1014.66,25.03,82.06,15770.33,74.17
20240410111013,0,1014.59,24.95,82.14,14759.5,63.08
20240410112013,0,1014.5,24.95,82.77,9430.83,26.43
20240410113013,0,1014.42,25.18,81.97,11123.58,34.53
20240410114013,0,1014.43,25.09,82.33,8848.5,21.79
20240410115013,0,1014.42,24.76,83.57,8334.83,19.44
20240410120013,0,1014.25,25.69,81.14,11546.5,36.85
20240410121013,0,1014.18,26.64,75.42,14105.33,51.3
20240410122013,0,1014.03,26.16,76.44,9536.08,23.29
20240410123013,0,1013.8,25.33,80.57,8096.75,17.81
20240410124013,0,1013.73,25.77,80.45,10629.34,30.33
20240410125013,0,1013.57,26.04,78.84,10601.08,31.33
20240410130013,0,1013.35,26.47,76.32,13214.5,51.29
20240410131013,0,1013.23,27.71,71.23,15099.5,67.34
20240410132013,0,1013.11,28.69,66.83,14394.5,63.36
20240410133013,0,1012.97,28.92,64.55,9872.42,29.54
20240410134013,0,1012.94,28.73,63.58,13814.67,59.96
20240410135013,0,1012.81,30.07,59.42,15512.5,70.23
20240410140013,0,1012.57,26.92,66.6,13315.75,51.25
20240410141013,0,1012.5,25.11,75.4,13168.83,48.4
20240410142013,0,1012.4,24.95,77.73,13661.83,52.61
20240410143013,0,1012.36,24.72,80.14,8900.17,25.17
20240410144013,0,1012.26,24.57,82.95,13876,57.45
20240410145013,0,1012.24,24.88,81.45,8841.33,23
20240410150013,0,1012.18,24.33,83.92,7223.5,16.44
20240410151013,0,1012.13,24.28,85.36,7761,18.91
20240410152013,0,1012.04,25.01,82.5,8858.58,24.83
20240410153013,0,1012.05,24.6,84.71,5351.08,8.94
20240410154013,0,1012.08,23.84,88.05,4201,5.43
20240410155013,0,1012.15,23.54,89.43,3141.17,3.29
20240410160013,0,1012.19,23.37,89.93,2715.17,2.42
20240410161013,0,1012.29,23.26,90.42,2891.66,2.65
20240410162013,0,1012.35,23.29,89.92,3168,3.11
20240410163013,0,1012.44,23.23,89.79,2026.5,1.39
20240410164013,0,1012.49,22.98,90.73,1757.92,1.08
20240410165013,0,1012.43,23.02,89.96,2463.75,2.08
20240411070013,0,1012.4,30.71,56.11,6736.08,14.07
20240411071013,0,1012.46,31.19,53.88,7553.08,17.36
20240411072013,0,1012.57,33,48.72,8368.25,21.2
20240411073013,0,1012.74,33.57,46.42,9289.08,27.8
20240411074013,0,1012.87,35.16,41.52,10156.08,36.91
20240411075013,0,1012.82,33.84,43.84,11014.58,50.5
20240411080013,0,1012.82,35.47,41.28,11977.58,70.33
20240411081013,0,1012.76,37.19,37.11,13010,95.17
20240411082013,0,1012.74,36.58,38.04,19606.17,125.78
20240411083013,0,1012.78,37.76,35.61,23978.75,170.86
20240411084013,0,1012.78,38.47,33.47,27524.67,236.14
