Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240707070005,1.04,1006.85,43.18,35.83,5938.5,5.12
20240707071005,1.29,1006.79,43.8,34.36,6073.67,8.07
20240707072005,1.94,1006.78,43.79,33.4,6204.25,13.12
20240707073005,1.15,1006.84,44.17,32.64,6326.5,21.91
20240707074005,1.23,1006.75,45.07,30.71,6459.17,37.71
20240707075005,1.8,1006.72,45.07,30.43,6585.92,60.27
20240707080005,1.96,1006.76,45.34,29.59,6722.08,88.92
20240707081005,0.85,1006.84,46.03,28.64,6905.25,129.93
20240707082005,0.74,1006.8,47.52,26.7,7037.92,189.05
20240707083005,1.2,1006.79,48.07,24.98,7256.67,268.7
20240707084005,1.3,1006.77,48.1,24.69,8118.5,353.44
20240707085005,0.82,1006.72,49.06,23.78,10474.75,433.42
20240707090005,0.75,1006.71,49.07,23.65,39216.8,514.73
20240707091005,0.78,1006.61,50.17,22.66,49717.01,606.72
20240707092005,0.93,1006.56,51.09,21.23,53351.73,700.59
20240707093005,0.7,1006.5,51.5,21.05,58129.08,797.38
20240707094005,0.86,1006.43,51.44,20.89,62520.64,892.17
20240707095005,1.09,1006.41,51.55,20.76,65636.25,985.5
20240707100005,1.49,1006.44,51.94,20.26,69490.19,1081.25
20240707101005,1.16,1006.36,51.46,20.59,73178.27,1180.99
20240707102005,0.87,1006.26,52.77,18.89,74242.2,1201.54
20240707103005,0.45,1006.14,53.14,18.94,75915.64,1268.83
20240707104005,0.67,1006.04,53.09,19.44,87029.66,1467.11
20240707105005,0.84,1006.05,55.26,17.14,84729.66,1373.86
20240707110005,0.6,1005.86,51.88,20.92,65243.79,948.39
20240707111005,1.27,1005.75,51.57,22.04,90916.12,1359.06
20240707112005,2.06,1005.73,49.93,23.44,100255.02,1548.54
20240707113005,1.75,1005.76,49.59,23.56,99995.37,1569.78
20240707114005,1.39,1005.6,49.59,23.71,101987.92,1582.01
20240707115005,1.24,1005.49,50.16,22.85,104649.1,1588.68
20240707120005,1.36,1005.35,50.34,22.75,106540.67,1596.54
20240707121005,1.45,1005.17,50.38,22.65,108511.48,1615.1
20240707122005,1,1005.02,51.76,20.78,109704.06,1611.07
20240707123005,1.46,1004.9,52.51,19.7,111137.79,1605.92
20240707124005,1.56,1004.89,50.64,21.79,113019.84,1628.32
20240707125005,2.46,1004.82,49.26,23.17,114689.31,1655.2
20240707130005,1.64,1004.71,49.04,23.54,114723.99,1644.78
20240707131005,1.7,1004.66,49.79,22.66,115102.24,1631.44
20240707132005,0.99,1004.52,50.73,21.84,115835.72,1612.83
20240707133005,2.05,1004.31,50.13,22.49,114310.53,1600.64
20240707134005,1.33,1004.09,49.96,23.19,113013.91,1595.09
20240707135005,2.02,1003.96,49.72,22.69,113812.44,1550.66
20240707140005,1.18,1003.92,50.42,22.25,113428.98,1550.01
20240707141005,1.67,1003.92,50.2,22.57,112363.8,1548.26
20240707142005,1.85,1003.95,49.15,24.02,101939.59,1332.63
20240707143005,1.32,1003.91,49.41,24.01,113764.28,1511.3
20240707144005,1.42,1003.96,50.26,22.89,114121.5,1491.57
20240707145005,1.1,1004.11,50.89,22.12,117392.71,1514.45
20240707150005,1.57,1004.15,50.73,22.15,106926.45,1312.69
20240707151005,1.62,1004.07,48.17,25.62,100512.69,1236.48
20240707152005,1.15,1003.95,45.78,29.42,47559,391.9
20240707153005,1.33,1004.04,42.48,35.91,34184.41,211.38
20240707154005,0.43,1004.16,41.48,38.37,22230.42,89.56
20240707155005,0.72,1004.16,42.66,36.65,47040.87,401.66
20240707160005,1.26,1004.14,40.42,40.6,25232.92,113.32
20240707161005,0.6,1004.24,41,40.04,36917.4,298.11
20240707162005,0.57,1004.3,40.07,42.1,18766.58,67.96
20240707163005,0.45,1004.42,39.51,44.49,23150.66,168.84
20240707164005,0.16,1004.4,38.7,45.92,8146.25,9.45
20240707165005,0.16,1004.42,37.03,51.59,6949.25,17.17
20240708070005,0.81,1005.19,34,58.93,15213.17,54.42
20240708071005,1.12,1005.02,39.67,42.29,19698.67,101.73
20240708072005,1.76,1004.91,45.16,30.05,19251.34,104.19
20240708073005,1.12,1005.01,46.95,26.8,14291,74
20240708074005,1.64,1005.01,46.31,27,10418.83,65.88
20240708075005,1.53,1005.13,45.67,27.37,9012.33,80.24
20240708080005,0.81,1005.21,47,24.78,8428.67,105.38
20240708081005,1.25,1005.17,47.58,23.14,8073,142.59
20240708082005,0.89,1005.08,48.12,22.53,8489.83,207.92
20240708083005,1.27,1005,48.87,20.96,8125.5,282.09
20240708084005,1.28,1004.92,48.33,22.17,8562.42,359.79
20240708085005,0.6,1004.84,48.92,22.29,10647.75,437.08
