Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240316070015,0,1020.95,23.4,68.64,20495.33,133.71
20240316071015,0,1021.08,25.7,60.63,22217.42,171.56
20240316072015,0,1021.22,25.12,61.58,23593.92,138.6
20240316073015,0,1021.28,26.75,57.99,24504.5,159.44
20240316074015,0,1021.35,26.25,58.42,21096.67,116.48
20240316075015,0,1021.36,24.77,62.53,15836.75,65.11
20240316080015,0,1021.37,27.38,56.19,33066.33,238.67
20240316081015,0,1021.4,30.64,48.07,30745.99,244.03
20240316082015,0,1021.41,28.93,50.69,22362.33,118.54
20240316083015,0,1021.49,27.55,54.09,23286.67,124.12
20240316084015,0,1021.53,27.89,53.31,25632.42,151.48
20240316085015,0,1021.6,28.06,52.71,25690.67,143.36
20240316090015,0,1021.55,28.84,49.89,39022,182.6
20240316091015,0,1021.52,31.27,45.51,34993.47,194.89
20240316092015,0,1021.51,31.76,42.43,40054.57,200.84
20240316093015,0,1021.42,35.03,35.97,58910.91,683.49
20240316094015,0,1021.37,36.05,35.58,59673.31,825.68
20240316095015,0.09,1021.25,33.46,39.03,45979.82,477.56
20240316100015,0.08,1021.15,34.61,37.62,59098.14,795.6
20240316101015,0.21,1021.03,32.35,40.9,60089.58,813.38
20240316102015,0.23,1020.95,35.12,35.78,98782.12,1835.68
20240316103015,0.14,1020.82,36.73,33.59,99307.17,1826.82
20240316104015,0.35,1020.74,37.25,32.6,98909.52,1812.95
20240316105015,0.19,1020.61,36.7,34.27,96629.47,1793.57
20240316110015,0.27,1020.46,37.68,32.51,96404.86,1787.3
20240316111015,0.3,1020.3,36.71,34.2,99356.58,1865.98
20240316112015,0.3,1020.19,36.01,35.16,95402.02,1787.47
20240316113015,0.36,1020.1,34.81,38.26,79719.07,1375.82
20240316114015,0.34,1019.92,33.25,41.92,52222.12,746.3
20240316115015,0.45,1019.79,32.99,42.53,45637.63,593.53
20240316120015,0.25,1019.64,32.92,42.76,50833.79,639.74
20240316121015,0.29,1019.45,36.01,36.73,77445.31,1438.18
20240316122015,0.19,1019.3,38.71,31.85,76030.81,1452
20240316123015,0.11,1019.13,39,31.24,70251.16,1292.49
20240316124015,0.31,1018.89,36.74,34.21,65748.55,1166.28
20240316125015,0.3,1018.75,35.05,38.57,36203.8,444.25
20240316130015,0.29,1018.59,30.03,50.94,18005.83,54.63
20240316131015,0.2,1018.52,28.64,57.13,17366.33,51.66
20240316132015,0.43,1018.32,28.19,61.18,17424.92,54.68
20240316133015,0.29,1018.18,27.77,62.19,15886.42,44.76
20240316134015,0.3,1018.04,27.57,62.57,14496.42,37.55
20240316135015,0.37,1017.9,27.66,61.79,15317.17,46.03
20240316140015,0.49,1017.72,27.55,62.71,15359.33,47.6
20240316141015,0.3,1017.61,27.99,61.8,15619.25,51.84
20240316142015,0.39,1017.56,27.55,63.44,14200,42.6
20240316143015,0.33,1017.5,27.5,63.57,13607.25,39.11
20240316144015,0.14,1017.43,27.3,64.23,11235.33,24.33
20240316145015,0.26,1017.35,27.15,64.65,10921.48,23.57
20240316150015,0.2,1017.3,26.7,67.21,9676,17.92
20240316151015,0.2,1017.24,26.42,68.52,9584,19.05
20240316152015,0.3,1017.25,26.41,67.94,8266.25,14.04
20240316153015,0.3,1017.3,25.97,68.31,7562.5,11.24
20240316154015,0.15,1017.3,25.92,69.55,7904.75,13.64
20240316155015,0.07,1017.28,26.3,68.02,8404.33,16.84
20240316160015,0.11,1017.28,26.49,68.37,6762.83,10.99
20240316161015,0.02,1017.27,26.29,68.81,6278.17,9.83
20240316162015,0.06,1017.23,26.29,68.94,4262.58,4.59
20240316163015,0.08,1017.23,25.72,71.03,3337.08,2.8
20240316164015,0.1,1017.32,25.31,71.73,2736.08,2.02
20240316165015,0.06,1017.34,25.11,72.34,2702.08,1.88
20240317070015,0,1018.9,21.27,85.34,4134.34,4.36
20240317071015,0,1019.06,21.67,84.01,5240.33,6.99
20240317072015,0,1019.17,22.4,80.95,6710,11.32
20240317073015,0,1019.25,22.72,79.83,7431.75,13.46
20240317074015,0,1019.33,23.19,78.53,8047.75,16.24
20240317075015,0,1019.29,23.65,76.21,10202.17,25
20240317080015,0,1019.21,24.18,74.36,10574.75,26.68
20240317081015,0,1019.24,24.7,72.26,12080.92,35.21
20240317082015,0,1019.32,25.82,69.03,15847.58,58.59
20240317083015,0,1019.28,26.7,65.82,18325.25,74.04
20240317084015,0,1019.23,27.52,62.25,24000.5,115.42
20240317085015,0,1019.16,29.23,56.45,23411.83,103.36
