Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240424070002,0.05,1003.81,24.18,100,2945.83,1.93
20240424071002,0,1003.94,24.24,100,3863.92,3.3
20240424072002,0,1003.97,24.07,100,3520.75,2.74
20240424073002,0,1004,23.97,100,3235,2.26
20240424074002,0.03,1004.12,23.95,100,2839.33,1.75
20240424075002,0,1004.36,23.96,100,2757,1.67
20240424080002,0,1004.46,24.23,100,3995.75,4.54
20240424081002,0.04,1004.42,24.92,100,6739.42,11.8
20240424082002,0.05,1004.55,24.83,100,4716,5.75
20240424083002,0,1004.71,24.82,100,5886.67,8.16
20240424084002,0,1004.79,24.72,100,4669.25,5.18
20240424085002,0,1004.91,24.21,100,2594.92,1.49
20240424090002,0.42,1004.83,23.96,100,4187,3.74
20240424091002,0.36,1004.96,23.71,100,3858.75,3.19
20240424092002,0.66,1004.93,23.57,100,4302.25,4
20240424093002,0.23,1005.06,23.58,100,5106.25,4.96
20240424094002,0.36,1004.96,23.91,100,9983,22.7
20240424095002,0.24,1004.96,24.47,100,12365.33,37.49
20240424100002,0.71,1004.96,24.16,100,12619.75,37.66
20240424101002,0.3,1005.07,24.32,100,11732.83,32.47
20240424102002,1.22,1005.02,24,100,10936,29.23
20240424103002,0.86,1005.04,23.9,100,9895.92,23.51
20240424104002,0.7,1004.88,24.43,100,17138.66,74.44
20240424105002,0.51,1004.88,24.49,100,11376.58,35.07
20240424110002,0.04,1005.02,24.53,100,7165.73,13.01
20240424111002,0,1004.98,24.35,100,3772.08,3.32
20240424112002,0,1004.92,24.22,100,3797.08,2.94
20240424113002,0.12,1005.01,24.05,100,2541.25,1.31
20240424114002,1.09,1004.92,23.61,100,4113.58,3.41
20240424115002,1.22,1004.89,23.45,100,3551.33,2.65
20240424120002,1.94,1005.01,23.06,100,2906.58,1.74
20240424121002,3.56,1005.08,22.64,100,5203.67,5.62
20240424122002,3.82,1005.08,22.35,100,4642.75,4.63
20240424123002,3,1004.99,22.22,100,4011.08,3.48
20240424124002,3.22,1004.94,22.2,100,3971.17,3.37
20240424125002,3.01,1004.89,22.21,100,5913.92,7.56
20240424130002,3.21,1004.8,22.1,100,5391.08,6.54
20240424131002,2.79,1004.7,21.93,100,4738.75,4.89
20240424132002,2.85,1004.76,21.76,100,3541.25,2.59
20240424133002,2.07,1004.73,21.56,100,3163.75,2.11
20240424134002,1.12,1004.83,21.54,100,3293.75,2.2
20240424135002,0.75,1004.86,21.6,100,3518.92,2.38
20240424140002,0.78,1004.91,21.66,100,3910.75,2.98
20240424141002,0,1004.93,21.95,100,4043.58,3.68
20240424142002,0.39,1004.76,22.7,100,10267.92,24.82
20240424143002,0.13,1004.64,23.24,100,10493.25,27.98
20240424144002,0,1004.45,24.24,100,14536,57.62
20240424145002,0.04,1004.41,23.69,100,8292.67,18.99
20240424150002,0.19,1004.52,22.96,100,2662.58,2.19
20240424151002,1.09,1004.38,22.06,100,2488.25,1.63
20240424152002,0.46,1004.37,22.01,100,4688.92,5.17
20240424153002,1.7,1004.21,22.29,100,9581.33,22.03
20240424154002,1.5,1004.21,22.3,100,9652.25,21.81
20240424155002,1.14,1004.08,22.32,100,6228.08,10.61
20240424160002,1.9,1004.22,21.78,100,2404.25,1.3
20240424161002,1.09,1004.21,21.64,100,2639.33,1.58
20240424162002,1.06,1004.46,21.54,100,1909.92,0.79
20240424163002,1.36,1004.69,21.26,100,1582.17,0.54
20240424164002,1.17,1004.85,21.09,100,1546.33,0.55
20240424165002,1.7,1004.83,21.01,100,1973.58,0.97
20240425070002,0.16,1004.42,21.99,100,1884.25,0.93
20240425071002,0.52,1004.49,21.97,100,2039.75,1.05
20240425072002,0.19,1004.54,21.98,100,2353.25,1.43
20240425073002,0.19,1004.65,22.16,100,3239.92,2.59
20240425074002,0.19,1004.85,22.58,100,3952.42,3.91
20240425075002,0.09,1005.08,23.06,100,5361.33,7.39
20240425080002,0.1,1005.23,23.36,100,4645.25,5.29
20240425081002,0.32,1005.56,23.04,100,4207.33,4.12
20240425082002,0.34,1005.91,22.88,100,4490.25,4.59
20240425083002,0.36,1005.86,23.13,100,6086.17,8.25
20240425084002,0,1005.41,23.3,100,6146.25,8.24
20240425085002,0.17,1005.26,22.84,100,6841.17,10.87
20240425090002,0.87,1005.2,22.9,100,12541.08,39.52
20240425091002,1.5,1005.08,23.38,100,17064.58,72.33
20240425092002,2.08,1005.19,23.57,100,15919.75,63.03
20240425093002,2.33,1005.22,23.16,100,12819.17,39.16
20240425094002,1.92,1005.26,22.85,100,12202.08,35.72
20240425095002,2.71,1005.23,23.15,100,15220.58,57.07
20240425100002,3.15,1005.12,23.75,100,20973.17,108.67
20240425101002,2.77,1004.84,25.48,100,31062.17,257.36
20240425102002,2.68,1004.61,26.6,100,46957.76,565.31
20240425103002,3.15,1004.28,28,100,46292.63,537.38
20240425104002,2.56,1003.91,27.13,100,33477.75,274.33
20240425105002,3.4,1003.61,26.02,100,23201.83,136.33
20240425110002,2.13,1003.3,25.9,100,21136.25,110.65
20240425111002,1.86,1003.1,27.71,100,27807.75,189.62
20240425112002,1.98,1002.88,28.35,99.2,25616.5,160.33
20240425113002,2.36,1002.71,27.37,100,17158,75.37
20240425114002,2.19,1002.78,26.71,100,16723.5,75.98
20240425115002,1.86,1002.76,28.91,95.52,38945.77,412.99
20240425120002,3.08,1002.63,32.66,74.54,83821.34,1511.27
20240425121002,2.92,1002.71,32.19,73.49,42142.46,431.92
20240425122002,1.77,1002.54,33.29,71.5,43627.93,489.28
20240425123002,1.78,1002.54,35.08,62.97,67769.14,1062.08
20240425124002,1.37,1002.33,38.53,51.03,76404.92,1216.44
20240425125002,1.3,1002.16,40.49,44.45,103917.95,1776.98
20240425130002,1.2,1001.88,42.7,36.93,84502.18,1392.14
20240425131002,1.56,1001.7,40.25,41.33,86244.78,1414.52
20240425132002,1.35,1001.49,42.93,34.62,93781.24,1593.61
20240425133002,1.03,1001.29,43.33,34.88,80842.3,1395.89
20240425134002,0.2,1001.11,45.72,31.37,66560.38,1059.4
20240425135002,0.1,1001.07,41.72,37.15,35625.38,339.23
20240425140002,1.08,1001.04,38.9,43.72,44354.38,580.4
20240425141002,1.01,1001.08,35.82,53.41,38442.9,531.96
20240425142002,1.47,1001.03,36.8,50.45,44107.51,833.68
20240425143002,1.73,1001.08,33.95,60.34,29451.03,271.3
20240425144002,1.58,1001.19,31.67,71.75,21613.5,112.31
20240425145002,1.07,1001.3,30.39,78.88,8224.17,17.71
20240425150002,1.18,1001.5,28.88,87.94,3860.33,4.03
20240425151002,0.17,1001.8,28.38,91.97,2847.58,1.91
20240425152002,0.18,1002.18,27.97,96.15,3069.92,1.78
20240425153002,0.05,1002.48,27.27,99.45,3604.5,2.24
20240425154002,0,1002.46,26.33,100,2772.33,1.33
20240425155002,0.1,1002.43,25.08,100,2137.92,0.82
20240425160002,0.08,1002.32,24.43,100,3660.42,2.7
20240425161002,0,1002.59,24.68,100,3214.42,2.17
20240425162002,0,1002.43,24.76,100,2479,1.22
20240425163002,0,1002.32,24.78,100,2611.92,1.45
20240425164002,0.04,1002.57,24.77,100,2294.84,1.14
20240425165002,0.89,1002.4,24.16,100,3169,2.4
20240426070002,0.05,1000.51,31.4,100,24405.33,157.38
20240426071002,0.17,1000.42,33.19,97.86,23664.58,148.05
20240426072002,0.13,1000.44,36.17,76.23,32392.58,292.1
20240426073002,0.1,1000.36,37.4,58.48,36099.91,371.3
20240426074002,0.16,1000.43,39.45,49.91,38968.87,445.75
20240426075002,0.02,1000.24,38.48,50.25,42970.47,535.24
20240426080002,0,1000.34,37.14,52.07,30357.07,246.71
20240426081002,0.06,1000.41,33.66,62.63,29843.5,223.23
20240426082002,0.05,1000.57,31.26,74.22,24867.5,156.66
20240426083002,0,1000.55,33.86,69.18,34209.3,314.7
20240426084002,0.07,1000.62,37.24,51.96,43247.57,517.51
20240426085002,0.02,1000.57,35.87,56.29,32413,268.65
20240426090002,0,1000.58,34.7,59.39,28883.92,211.7
20240426091002,0.34,1000.58,32.19,68.49,24931.25,156.66
20240426092002,0.1,1000.55,31.66,72,24989.5,157.11
20240426093002,0,1000.54,32.33,69.33,28878.17,211.92
20240426094002,0.43,1000.47,33.72,61.12,34682.08,299.55
20240426095002,0.29,1000.3,36.17,53.03,50472.06,651.36
20240426100002,0.43,1000.27,37.85,44.96,47545.67,562.76
20240426101002,0.19,1000.17,36.08,48.31,34024.31,289.8
20240426102002,0.02,1000.19,34.99,53.23,31968.25,254.49
20240426103002,0.03,1000.24,35.44,54.1,35725.41,317.16
20240426104002,0.07,1000.13,36.69,51.82,27731.33,192.65
20240426105002,0.07,1000.22,34.5,55.13,25996.39,164.81
20240426110002,0,1000.27,33.6,59.1,20808.17,104.8
