Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240213070017,0,1026.39,13.95,70.99,2901.75,2.32
20240213071017,0,1026.57,14.58,71.82,7509.5,37.28
20240213072017,0,1026.61,18.37,67.73,11696,63.61
20240213073017,0,1026.6,21.05,61.61,18602.83,145.55
20240213074017,0,1026.57,21.39,55.22,11363.83,38.35
20240213075017,0,1026.71,20.81,57.87,18356.75,95.25
20240213080017,0,1026.71,21.9,56.25,22870.5,135.1
20240213081017,0,1026.64,24.73,54.21,46521.37,517.92
20240213082017,0,1026.52,28.71,46.79,42553.74,460.19
20240213083017,0,1026.62,30.51,43.71,45964.07,594.25
20240213084017,0,1026.67,29.86,41.36,31877.43,272.22
20240213085017,0,1026.7,28.36,42.48,24476.66,158.01
20240213090017,0,1026.69,27.57,43.73,35295.84,261.82
20240213091017,0,1026.7,29.73,43.59,68381.34,907.54
20240213092017,0,1026.59,34.12,40.15,79820.42,928.53
20240213093017,0,1026.58,35.75,37.06,89698.92,1162.34
20240213094017,0,1026.43,38.93,35.1,111238.78,1310.44
20240213095017,0,1026.18,41.22,32.3,109944.85,1320.42
20240213100017,0,1026.06,42.63,30.83,108070.88,1307.29
20240213101017,0,1025.94,43.63,29.47,105007.39,1350
20240213102017,0,1025.82,44.18,28.57,102963.99,1386.26
20240213103017,0,1025.66,44.54,28.35,97706.15,1424.31
20240213104017,0,1025.48,43.98,28.45,91885.18,1478.23
20240213105017,0,1025.25,44.2,28.44,84834.78,1460.07
20240213110017,0,1025.07,43.94,28.19,80728.38,1455.24
20240213111017,0,1024.86,43.16,28.42,76057.76,1463.34
20240213112017,0,1024.75,42.52,28.67,72002.94,1500.67
20240213113017,0,1024.48,41.86,29.31,69743.01,1489.5
20240213114017,0,1024.3,42.23,29.85,65528.61,806.84
20240213115017,0,1024.14,43.05,29.42,62126.77,794.63
20240213120017,0,1023.87,41.94,29.09,49693.48,1165.91
20240213121017,0,1023.95,40.63,30.66,63465.98,1560.57
20240213122017,0,1023.88,43.63,28.67,60484.79,1134.26
20240213123017,0,1023.31,40.9,27.86,30834.45,488.6
20240213124017,0,1023.06,35.9,30.91,22481.67,213.52
20240213125017,0,1022.86,31.76,34.53,19554.67,142.55
20240213130017,0,1022.74,29.54,37.03,17626.33,108.03
20240213131017,0,1022.68,28.44,38.8,18315.83,112.08
20240213132017,0,1022.57,28.51,39.53,18107.42,107.53
20240213133017,0,1022.52,28.41,40.58,16752.75,84.9
20240213134017,0,1022.42,28.25,41.4,17672.83,101.27
20240213135017,0,1022.24,28.49,41.65,17917,109.29
20240213140017,0,1022.14,28.52,41.43,17833.25,109.33
20240213141017,0,1022.04,28.49,41.84,17658,110.49
20240213142017,0,1021.97,28.35,41.87,16299.25,95.74
20240213143017,0,1021.85,28,42.46,14532.92,74.81
20240213144017,0,1021.75,27.72,42.92,13407,66.17
20240213145017,0,1021.7,27.02,43.01,11173.42,45.11
20240213150017,0,1021.68,26.06,44.11,9447.67,29.88
20240213151017,0,1021.65,25,45.47,7973.25,22.04
20240213152017,0,1021.69,24.44,47.29,9563.92,31.8
20240213153017,0,1021.61,24.65,47.29,8424.25,22.77
20240213154017,0,1021.6,24.19,47.18,5753.75,10.4
20240213155017,0,1021.59,23.02,47.95,3860.33,3.66
20240213160017,0,1021.66,21.9,49.51,3625,3.36
20240213161017,0,1021.66,21.33,51.18,3694.83,3.93
20240213162017,0,1021.68,21.26,52.65,3663.58,4.34
20240213163017,0,1021.7,21.21,53.48,3711.25,4.27
20240213164017,0,1021.73,21.2,54.05,3414.25,3.48
