Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240827070008,0,1001.16,28.34,100,3600.08,3.01
20240827071008,0,1001.16,28.49,100,3673.33,3.1
20240827072008,0,1001.14,28.72,100,3794.08,3.49
20240827073008,0,1001.17,28.87,100,4282,4.72
20240827074008,0,1001.23,29.28,100,4932.92,6.47
20240827075008,0,1001.2,29.73,100,5324.08,7.86
20240827080008,0,1001.22,30.22,100,5514.08,8.27
20240827081008,0,1001.27,30.3,100,5748.58,9.46
20240827082008,0,1001.45,30.56,100,5876.17,10.02
20240827083008,0,1001.56,30.82,100,5568.83,9.1
20240827084008,0,1001.66,31.29,99.71,5339.92,8.55
20240827085008,0,1001.62,31.4,98.42,5257,8.24
20240827090008,0,1001.48,31.67,97.29,5172.75,7.95
20240827091008,0,1001.34,31.88,91.97,5167.92,7.8
20240827092008,0,1001.33,31.5,81.16,5217.25,7.95
20240827093008,0,1001.2,31.48,86.44,5304.81,7.91
20240827094008,0,1000.97,31.91,88.83,5357,7.77
20240827095008,0,1000.87,32.45,87.35,5413.08,7.93
20240827100008,0,1000.69,32.34,84.6,5520.5,7.96
20240827101008,0,1000.51,32.62,86.06,5549.42,7.8
20240827102008,0,1000.49,32.94,85.94,5647.83,7.8
20240827103008,0,1000.33,32.96,80.43,5924.5,8.19
20240827104008,0,1000.23,33.06,82.14,13902.17,15.5
20240827105008,0,1000.15,37.8,65.07,83684.78,1319.64
20240827110008,0,1000.09,45.09,40.08,88576.59,1439.33
20240827111008,0,999.95,46.96,33.95,73478.04,1175.03
20240827112008,0,999.77,46.48,33.66,92760.98,1525.04
20240827113008,0,999.73,45.89,35.49,84009.48,1414.3
20240827114008,0,999.57,44.07,38.96,98109.55,1587.09
20240827115008,0,999.61,46.43,34.32,100177.21,1580.81
20240827120008,0,999.61,47.79,32.12,103428.12,1586.22
20240827121008,0,999.57,48.79,29.96,105438.28,1581.92
20240827122008,0,999.53,46.87,32.57,104064.57,1599.32
20240827123008,0,999.44,46.11,34.34,104282.53,1611.52
20240827124008,0,999.39,47.45,32.08,106057.67,1625.08
20240827125008,0,999.23,47.84,30.37,92995.01,1357.9
20240827130008,0,999.15,46.62,31.49,104737.86,1650.36
20240827131008,0,999.1,47.12,30.22,94717.77,1481.99
20240827132008,0,998.97,45.72,32.2,84975.15,1489.12
20240827133008,0,998.94,47.54,29.5,80336.13,1383.37
20240827134008,0,998.89,46.09,31.49,43345.96,558.73
20240827135008,0,998.65,41.21,40.09,24020.08,144.2
20240827140008,0,998.43,39.58,44.14,30368.37,425.51
20240827141008,0,998.26,45.2,35.36,81303.92,1513.06
20240827142008,0,998.19,49.39,27.2,78364.23,1412.99
20240827143008,0,998.06,49.04,26.76,73569.09,1322.99
20240827144008,0,997.92,48.22,28.51,70099.87,1282.97
20240827145008,0,997.84,46.36,30.79,10894.09,104.05
20240827150008,0,997.61,40.5,41.42,9662.13,21.57
20240827151008,0,997.43,37.73,48.93,8697.25,17.22
20240827152008,0,997.14,36.46,54.25,8189.58,15.51
20240827153008,0,996.98,36.45,55.19,7780.93,14.03
20240827154008,0,996.89,36.04,57.43,7566.08,13.21
20240827155008,0,996.87,35.52,60.61,6931.5,10.97
20240827160008,0,996.76,35.52,61.13,6436.58,9.36
20240827161008,0,996.8,34.95,64.43,5904.92,7.59
20240827162008,0,996.91,34.47,67.73,4911.5,4.53
20240827163008,0,996.95,34.4,71.34,4487,3.93
20240827164008,0,997.05,34.13,74.46,4827.08,5.02
20240827165008,0,997.12,34.08,75.93,4596,5.04
20240828070008,0,999.1,28.32,100,2787.25,1.83
20240828071008,0,999.12,28.73,100,3086.08,2.32
20240828072008,0,999.21,29.02,100,3344.33,2.89
20240828073008,0,999.28,29.38,100,3585.25,3.45
20240828074008,0,999.33,29.3,100,3811.75,4.04
20240828075008,0,999.3,29.4,100,4042.16,4.71
20240828080008,0,999.21,29.77,100,4272.5,5.47
20240828081008,0,999.26,30.15,100,4562.08,6.3
20240828082008,0,999.28,30.46,100,5161.08,7.98
20240828083008,0,999.34,30.98,100,5422.84,8.6
20240828084008,0,999.46,31.11,99.81,5169.33,7.16
20240828085008,0,999.48,31.44,97.87,5503.08,8.65
