Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240615070017,0,1004.83,45.48,42.9,21755.25,199.85
20240615071017,0,1005.18,46.75,43.4,28652.83,334.28
20240615072017,0,1004.87,48.04,40.43,26883.61,293.82
20240615073017,0,1004.81,46.06,41.52,25718.92,266.13
20240615074017,0,1005.37,47.63,41.61,38936.91,499.95
20240615075017,0,1005.45,50.7,38.54,46645.8,575.9
20240615080017,0,1005.37,53.04,35.85,52876.46,638.51
20240615081017,0,1005.27,53.48,35.06,55323.62,674.36
20240615082017,0,1005.29,53.76,34.71,58680.72,716.69
20240615083017,0,1005.22,54.58,34.08,61518.17,496.48
20240615084017,0,1005.02,55.85,32.89,65151.81,448.04
20240615085017,0,1005.06,55.11,32.78,64346.45,699.76
20240615090017,0,1004.96,54.97,33.17,62714.89,698.64
20240615091017,0,1005.22,52.79,34.56,66367.22,1067.89
20240615092017,0,1005.2,53.3,35.38,76124.25,695.49
20240615093017,0,1004.52,54.09,32.6,48768.84,515.94
20240615094017,0,1004.62,50.06,35.71,48579.94,641.33
20240615095017,0,1005.14,49.92,37.86,79111.91,991.03
20240615100017,0,1005.02,51.71,36.02,76801.31,898.13
20240615101017,0,1005.02,48.3,37.57,64377.27,897.37
20240615102017,0,1004.84,45.73,40.82,53581.46,673.04
20240615103017,0,1005.18,45.24,42.16,68739.81,945.28
20240615104017,0,1005.33,48.33,40.15,85811.74,1081.64
20240615105017,0,1005.04,50.79,37.07,83199.98,842.93
20240615110017,0,1004.84,52.39,34.65,78823.52,948.81
20240615111017,0,1004.67,52.3,34.25,76871.93,986.56
20240615112017,0,1004.51,52.42,34.22,78216.71,1012.43
20240615113017,0,1004.5,52.27,34.56,80524.62,1069.49
20240615114017,0,1004.42,52.82,34.52,80108.64,1019.63
20240615115017,0,1004.46,52.55,34.26,77991.2,1111.97
20240615120017,0,1004.26,49.86,35.28,50607,549.12
20240615121017,0,1004.48,46.65,39.23,58772.54,799.98
20240615122017,0,1004.47,45.37,40.97,53107.82,685.77
20240615123017,0,1004.63,47.3,41.36,72328.89,1172.47
20240615124017,0,1004.55,49.59,38.45,69976.96,1121.34
20240615125017,0,1004.38,50.99,37.47,66302.17,1030.54
20240615130017,0,1004.37,51.34,36.75,62861.87,978.49
20240615131017,0,1004.52,50.91,36.62,57714.37,859.39
20240615132017,0,1004.46,50.23,38.23,56925.89,811.37
20240615133017,0,1004.34,51.05,37.62,50215.82,649.6
20240615134017,0,1004.26,49.05,37.55,37815.34,397
20240615135017,0,1004.5,45.61,41.29,35397.74,361.91
20240615140017,0,1004.46,44.77,43.49,32831.66,324.13
20240615141017,0,1004.04,42.35,43.61,12077.08,62.42
20240615142017,0,1004.09,37.95,53.62,14924.92,56.46
20240615143017,0,1004.02,36.73,59.66,12699,37.46
20240615144017,0,1004.04,36.08,62.37,10380.58,23.42
20240615145017,0,1004.12,35.02,67.21,9220.5,18.38
20240615150017,0,1004.11,34.41,69.88,10086.25,23.41
20240615151017,0,1004.08,34.19,71.41,8705.83,16.64
20240615152017,0,1004.09,33.55,76.38,7326.83,11.47
20240615153017,0,1004.01,33.09,78.8,6723.25,9.6
20240615154017,0,1004,32.98,78.64,6382.33,8.61
20240615155017,0,1004.1,32.75,79.68,6286.92,8.56
20240615160017,0,1004.27,32.7,79.16,6143.42,8.05
20240615161017,0,1004.4,32.64,79.68,5907.25,7.41
20240615162017,0,1004.34,32.39,80.39,5968.42,7.38
20240615163017,0,1004.39,32.2,81.61,6674.33,9.23
20240615164017,0,1004.48,31.93,81.41,5579.67,6.11
20240615165017,0,1004.58,31.68,81.72,4574.83,4.28
20240616070017,0,1008.42,31.62,81.32,11585.92,36.08
20240616071017,0,1008.8,33.81,75.59,18262.58,105.54
20240616072017,0,1009.94,40.39,59.83,38005.67,525.72
20240616073017,0,1009.05,47.25,42.34,31240.78,310.46
20240616074017,0,1008.6,46,40.21,26796.33,193.38
20240616075017,0,1008.28,42.78,42.13,19318.75,88.74
20240616080017,0,1008.32,39.39,47.36,15771,57.58
20240616081017,0,1008.35,37.05,52.52,13561.5,42.27
20240616082017,0,1008.48,35.41,58.47,13072.75,39.03
20240616083017,0,1008.59,34.88,61.1,13475.75,40.54
20240616084017,0,1008.67,34.8,61.76,14592,47.54
20240616085017,0,1008.75,35.13,61.57,19379.17,92.07
20240616090017,0,1009.13,37.9,58.07,36712.34,357.43
20240616091017,0,1009.2,42.74,48.04,47226.34,574.91
20240616092017,0,1009.3,47.74,42.64,61806.39,784.36
20240616093017,0,1008.81,49.76,37.98,45407.25,492.06
20240616094017,0,1009.33,50.66,39.28,79174.26,893.14
20240616095017,0,1008.81,53.43,34.86,65353.6,825.26
20240616100017,0,1008.99,52.61,35.36,74967.24,946.95
20240616101017,0,1009.02,52.59,36.07,83156.14,1095.61
20240616102017,0,1009.01,53.31,35.56,86394.65,1152.2
20240616103017,0,1008.83,52.61,35.36,77196.62,1077.8
20240616104017,0,1009.26,50.88,37.49,85222.19,1288.14
