Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240508070017,0,1014.87,27.44,85.65,12995.5,36.5
20240508071017,0,1014.89,29.01,79.87,12999.83,36.99
20240508072017,0,1014.94,29.2,76.79,10510.58,23.59
20240508073017,0,1014.99,29.11,76.8,9989,21.43
20240508074017,0,1015.06,29.35,76.13,10875,28.92
20240508075017,0,1015.19,29.12,76.2,7366.92,13.19
20240508080017,0,1015.29,27.84,80.56,7633.83,15.12
20240508081017,0,1015.26,27.27,82.21,5111.42,7.1
20240508082017,0,1015.38,26.42,84.33,3014.75,2.3
20240508083017,0,1015.39,25.64,86.46,1033.92,0.32
20240508084017,0,1015.42,24.67,91.59,817.25,0.19
20240508085017,0,1015.64,23.42,98.98,1002.08,0.22
20240508090017,0,1015.75,22.72,99.9,2414.42,1.01
20240508091017,0,1015.7,22.72,99.9,3590.83,2.24
20240508092017,0,1015.92,23.07,99.9,4346.92,3.78
20240508093017,0,1015.98,23.34,99.9,4237.5,3.43
20240508094017,0,1016.05,23.36,99.9,3272.33,2.01
20240508095017,0,1016.1,23.24,99.9,4540.25,3.83
20240508100017,0,1016.09,23.42,99.9,6790.75,9.68
20240508101017,0,1016.05,23.91,99.9,10609.07,22.7
20240508102017,0,1016.04,24.42,99.9,11925,26.93
20240508103017,0,1016.04,24.43,99.9,9698.33,18.24
20240508104017,0,1016.04,24.6,99.9,9097.33,15.72
20240508105017,0,1016.03,24.47,99.9,9059.25,17.34
20240508110017,0,1016.03,24.79,99.9,12342.25,30.44
20240508111017,0,1015.97,25.12,99.9,11839.08,28.7
20240508112017,0,1015.89,25.22,99.9,9728.42,19.48
20240508113017,0,1015.87,25.01,99.9,8811.16,16.42
20240508114017,0,1015.82,24.91,99.9,10015.75,20.05
20240508115017,0,1015.71,25.09,99.9,10889,23.53
20240508120017,0,1015.56,25.49,99.9,8873,17.34
20240508121017,0,1015.52,24.96,99.9,8318.5,13.48
20240508122017,0,1015.54,23.99,99.9,4295,3.3
20240508123017,0,1015.51,23,99.9,2956.08,1.64
20240508124017,0,1015.59,22.41,99.9,2940.42,1.52
20240508125017,0,1015.66,22.23,99.9,3353.25,1.82
20240508130017,0,1015.67,22.13,99.9,2666.25,1.16
20240508131017,0,1015.7,22.02,99.9,3518.42,2.01
20240508132017,0,1015.73,21.8,99.9,4981.67,4.03
20240508133017,0,1015.75,21.7,99.9,3772.17,2.69
20240508134017,0,1015.66,21.77,99.9,5057.17,4.81
20240508135017,0,1015.57,22.34,99.9,4741.58,4.24
20240508140017,0,1015.49,22.69,99.9,3476.75,2.2
20240508141017,0,1015.51,22.72,99.9,3573.58,2.71
20240508142017,0,1015.5,22.93,99.9,5632.33,6.12
20240508143017,0,1015.52,22.75,99.9,5026.17,5.06
20240508144017,0,1015.59,22.9,99.9,6905,9.86
20240508145017,0,1015.67,22.39,99.9,4500,4.15
20240508150017,0,1015.74,22.05,99.9,2485.58,1.36
20240508151017,0,1015.62,22.31,99.9,5772.92,7.69
20240508152017,0,1015.56,22.96,99.9,4925.25,6.06
20240508153017,0,1015.6,22.62,99.9,1373.83,0.49
20240508154017,0,1015.74,22.06,99.9,1101.83,0.24
20240508155017,0,1015.75,21.92,99.9,1270.58,0.34
20240508160017,0,1015.79,21.88,99.9,1731,0.61
20240508161017,0,1015.87,21.69,99.9,1785.25,0.63
20240508162017,0,1015.85,21.6,99.9,2146.16,1.03
20240508163017,0,1015.9,21.6,99.9,1875.58,0.89
20240508164017,0,1015.86,21.56,99.9,1816.67,0.85
20240508165017,0,1015.96,21.32,99.9,711.75,0.13
20240509070017,0,1018.99,22.75,99.34,4010.83,3.8
20240509071017,0,1019.08,23,97.11,4698.67,5.01
20240509072017,0,1019.15,23.21,96.69,5050.33,5.97
20240509073017,0,1019.2,23.32,95.32,5140.08,6.21
20240509074017,0,1019.28,23.45,95.87,5319.75,6.56
20240509075017,0,1019.32,23.72,95.64,7827.08,14.02
20240509080017,0,1019.29,24.44,94.18,10067.92,22.56
20240509081017,0,1019.37,25.06,91.65,9054.09,18.46
20240509082017,0,1019.41,25.32,90.65,9647.58,21.74
20240509083017,0,1019.5,25.76,88.04,11333.67,29.34
20240509084017,0,1019.54,26.11,85.27,9065.75,20.04
20240509085017,0,1019.58,26.41,83.92,13788.5,45.01
