Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240919070010,1.64,1000.6,26.27,100,1728.33,0.49
20240919071010,1.61,1000.73,28.3,90.85,3464.75,6.33
20240919072010,1.77,1000.91,32.1,69.08,4267.33,15.96
20240919073010,1.8,1001.05,33.9,58.18,3927.83,21.77
20240919074010,2.11,1001.04,34.76,53.91,4063.08,38.52
20240919075010,2.44,1001.07,36.39,48.98,5303.42,87.93
20240919080010,1.39,1001.18,38.84,44.29,6713,149.54
20240919081010,2.22,1001.2,40.72,38.52,11406.75,203.96
20240919082010,2.2,1001.33,41.46,36.56,16102.92,271.82
20240919083010,2.16,1001.47,42.71,33.75,17937.34,347.54
20240919084010,1.98,1001.44,43.73,31.36,20428.92,432.71
20240919085010,2.24,1001.39,43.82,30.43,27252.5,527.16
20240919090010,2.48,1001.37,44.9,28.82,37109.63,627.49
20240919091010,2.4,1001.3,44.68,29.09,48277,731.65
20240919092010,2.22,1001.25,45.63,28.38,60435.19,839.74
20240919093010,2.62,1001.12,46.07,27.38,70727.87,954.78
20240919094010,2.12,1000.99,47.2,25.82,79788.98,1075.09
20240919095010,2.9,1000.88,46.81,25.91,87581.3,1187.06
20240919100010,2.5,1000.82,46.81,27.5,94859.73,1291.71
20240919101010,1.87,1000.69,48.4,26.27,102716.2,1383.94
20240919102010,2.91,1000.59,48.51,26.01,111987.89,1463.44
20240919103010,2.93,1000.48,47.84,25.91,117550.84,1541.46
20240919104010,2.77,1000.4,45.72,29.85,117758.2,1606.94
20240919105010,2.55,1000.38,46.67,28.99,117758.2,1670.24
20240919110010,2.32,1000.36,47.17,28.19,88312.82,1253.66
20240919111010,1.96,1000.33,45.23,31.91,95508.94,1415.11
20240919112010,1.94,1000.29,46.68,29.66,117758.2,1763.06
20240919113010,1.79,1000.25,47.59,28.26,117758.2,1763.61
20240919114010,2.76,1000.16,47.58,28.14,117758.2,1800.02
20240919115010,2.27,1000.03,46.82,29.65,117758.2,1824.16
20240919120010,2.08,999.94,47.37,28.85,117758.2,1822.57
20240919121010,2.92,999.97,46.39,29.53,117758.2,1883.85
20240919122010,2.71,999.99,46.14,30.25,117758.2,1851.51
20240919123010,3.72,999.96,44.48,32.75,117758.2,1883.71
20240919124010,3.18,999.81,44.43,32.86,117758.2,1886.47
20240919125010,3.42,999.63,43.7,33.99,117758.2,1894.89
20240919130010,2.48,999.56,44.48,33.15,108654.51,1705.07
20240919131010,2.66,999.48,41.37,39.04,38490.43,457.74
20240919132010,3.27,999.41,39.02,45.31,50396.27,843.22
20240919133010,3.1,999.4,38.07,48.25,33866.54,344.79
20240919134010,2.58,999.34,36.3,55.27,35576.49,273.69
20240919135010,2.32,999.24,37.49,52.39,36297.25,374.02
20240919140010,2.45,999.27,36.88,53.4,28377,149.68
20240919141010,3.11,999.21,35.28,57.52,19738.83,70.62
20240919142010,2.41,999.2,34.76,59.62,19988.75,74.16
20240919143010,3.08,999.1,35.84,55.4,36470.68,321.07
20240919144010,2.86,999.13,35.39,56.77,21554.58,102.53
20240919145010,1.9,999.24,34.97,58.87,17590.42,62.26
20240919150010,1.75,999.45,35.14,58.74,17258.08,55.86
20240919151010,1.87,999.45,35.08,59.85,13777.83,36
20240919152010,2.31,999.44,34.47,61.14,8287.58,13.71
20240919153010,1.96,999.45,33.37,65.44,4782.17,4.07
20240919154010,2.27,999.51,32.95,68.46,4541.42,3.52
20240919155010,1.7,999.64,32.77,70.38,4416.58,3.21
20240919160010,0.87,999.68,32.7,72.04,4107.75,2.72
20240919161010,0.42,999.74,32.76,73.13,3828.58,2.27
20240919162010,0.36,999.73,33.05,73.75,3871.25,2.24
20240919163010,0.05,999.72,33.04,76.39,3770.67,2.21
20240919164010,0.16,999.69,32.95,77.66,3603.33,1.96
20240919165010,0.14,999.75,32.73,78.65,2266.58,0.71
20240920070010,2.38,1002.96,31.51,81.06,4676,7.69
20240920071010,1.43,1003.05,33.24,73.17,5450.67,13.57
20240920072010,1.95,1003.16,35.06,62.53,6027.83,21.82
20240920073010,1.65,1003.23,36.15,58.48,6409.58,39.24
20240920074010,1.09,1003.47,38.32,51.95,6516.5,66.34
20240920075010,2.3,1003.54,38.58,49.11,7022.75,97.16
20240920080010,1.19,1003.51,40.42,44.23,8117.58,132.33
20240920081010,2.23,1003.47,40.82,41.99,12470.42,174.39
20240920082010,0.84,1003.54,42.44,39.32,16676.92,230.85
20240920083010,1.63,1003.61,44.62,34.42,18466.67,297.58
20240920084010,1.12,1003.66,45.13,32.25,21410.75,380.23
20240920085010,0.93,1003.73,47.48,28.51,28362.25,476.52
