Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240530070017,0,1009.8,26.22,99.9,7111.48,12.05
20240530071017,0,1009.73,26.59,99.9,7601.33,13.8
20240530072017,0,1009.76,26.96,99.9,10043.92,23.71
20240530073017,0,1009.74,27.83,99.9,13625.92,42.02
20240530074017,0,1009.6,29.1,99.9,15084.33,50.36
20240530075017,0,1009.58,30.58,99.9,18595.42,73.23
20240530080017,0,1009.91,34.14,94.76,37605.54,314.17
20240530081017,0,1010.06,37.55,81.67,51148.24,548.15
20240530082017,0,1009.76,42,66.18,53908.07,612.5
20240530083017,0,1009.68,43.54,56.3,59380.58,702.3
20240530084017,0,1009.52,46.47,47.57,76829.34,977.18
20240530085017,0,1009.32,48.45,42.53,80345.11,997.5
20240530090017,0,1009.21,49.84,39.87,84430.66,1018.88
20240530091017,0,1008.62,48.41,38.93,46080.24,426.24
20240530092017,0,1008.57,44.52,42.78,26452.96,152.21
20240530093017,0,1008.78,40.26,50.45,20396.5,98.25
20240530094017,0,1009,37.43,61,20778.83,102.77
20240530095017,0,1009.04,36.14,67.05,17192.42,73.29
20240530100017,0,1009.18,34.38,72.27,15171.08,57.54
20240530101017,0,1009.16,33.18,76.95,14343,49.78
20240530102017,0,1009.07,32.45,80.25,16664.17,63.3
20240530103017,0,1009.08,33.24,79.71,22148.08,108.4
20240530104017,0,1009.11,35.47,75.07,33259.5,249.69
20240530105017,0,1009.24,39.56,60.59,51739.16,597.47
20240530110017,0,1009.05,43.57,47.8,55222.28,625.84
20240530111017,0,1008.92,44.79,43.78,53771.88,623.37
20240530112017,0,1008.57,41.56,45.88,25545.92,148.24
20240530113017,0,1008.55,38.84,53.06,24326.5,133.04
20240530114017,0,1008.58,39.23,54.96,35318.91,280.52
20240530115017,0,1008.78,42.11,50.25,56605.1,681.26
20240530120017,0,1008.5,43.99,44.63,45436.05,458.04
20240530121017,0,1008.68,46.19,44.73,81063.14,981.24
20240530122017,0,1008.03,50.94,38.2,71577.62,850.99
20240530123017,0,1007.87,50.77,37.34,70454.03,933.65
20240530124017,0,1007.48,52.12,35.81,56874.6,636.78
20240530125017,0,1007.6,50.38,36.29,61041.26,777.55
20240530130017,0,1007.5,51.15,37.24,67964.1,898.19
20240530131017,0,1007.11,50.07,36.01,45260.15,517.86
20240530132017,0,1007.07,43.97,41.15,27404.5,188.63
20240530133017,0,1007.48,42.14,45.82,40037.11,399.86
20240530134017,0,1007.6,42.42,45.89,44984.82,537.2
20240530135017,0,1007.31,41.56,46.6,28063.42,180.37
20240530140017,0,1007.45,39.37,51.5,28048.67,184.74
20240530141017,0,1007.57,39.21,53.13,26951.08,170.92
20240530142017,0,1007.52,38.17,55.39,21891.42,104.88
20240530143017,0,1007.5,36.6,60.71,14515.33,43.25
20240530144017,0,1007.6,34.83,69.14,15019.34,46.22
20240530145017,0,1007.53,34.11,72.69,10647.5,25.64
20240530150017,0,1007.54,32.7,77.28,9224.25,18.9
20240530151017,0,1007.57,32.15,81.19,11185.58,27.51
20240530152017,0,1007.44,32.2,81.14,7297.33,11.91
20240530153017,0,1007.43,31.32,82.1,3950,3.41
20240530154017,0,1007.48,30.08,85.39,3112.33,2.06
20240530155017,0,1007.68,29.36,88.62,2595.5,1.41
20240530160017,0,1007.77,28.99,92.36,5153,6.23
20240530161017,0,1007.78,29.18,94.99,6832.17,10.26
20240530162017,0,1007.76,30.19,97.11,5516,6.88
20240530163017,0,1007.78,30.92,91.8,4552.5,4.97
20240530164017,0,1007.86,31.01,90.2,6535.17,9.87
20240530165017,0,1007.84,30.97,86.91,4731.75,5.2
20240531070017,0,1011.4,44.84,58.38,35972.75,287.73
20240531071017,0,1011.38,45.31,55.63,38524.58,342.78
20240531072017,0,1011.29,45.73,53.32,40678.34,406.2
20240531073017,0,1011.13,46.47,50.32,43506.84,478.07
20240531074017,0,1011.14,46.77,47.5,46759.36,548.34
20240531075017,0,1011.28,47.14,46.85,52166.69,627.03
20240531080017,0,1011.31,48.23,44.31,56680.26,710.92
20240531081017,0,1011.17,48.68,44.15,60792.23,718.46
20240531082017,0,1011.11,49.94,41.17,63385.84,622.5
20240531083017,0,1011.02,49.62,40.93,64977.34,792.47
20240531084017,0,1011.09,49.87,40.48,74523.23,925.23
20240531085017,0,1011.11,49.91,40.12,76528.55,932.29
20240531090017,0,1011.01,49.41,40.18,78946.6,888.02
20240531091017,0,1010.95,49.85,39.41,80436.39,856.95
20240531092017,0,1010.91,49.6,39.69,77553.12,930.63
20240531093017,0,1010.94,49,40.85,75424.37,1052.08
20240531094017,0,1010.95,48.95,41.1,73490.93,1007.88
20240531095017,0,1010.51,48.68,40.67,56471.47,728.62
20240531100017,0,1010.72,46.97,43.11,66941.86,979.36
20240531101017,0,1010.64,49.77,40.75,74311.56,1080.75
20240531102017,0,1010.61,50.35,39.4,75100.39,1007.97
20240531103017,0,1010.65,50.67,38.71,79445.77,1112.5
20240531104017,0,1010.5,50.58,39.45,82470.81,1048.36
20240531105017,0,1010.3,50.84,38.72,82515.19,1023.96
20240531110017,0,1010.18,50.42,39.03,86886.63,1154
20240531111017,0,1010.27,49.05,40.34,85305.02,1298.93
20240531112017,0,1010.21,48.51,41.23,85537.9,1276.39
20240531113017,0,1009.91,49.38,41.29,89093.37,1131.84
20240531114017,0,1009.88,51.26,39.39,91848.52,1095.86
20240531115017,0,1009.83,51.9,38.2,81011.21,1016.81
20240531120017,0,1009.59,48.5,40.04,40171.53,529.09
20240531121017,0,1010.18,48.28,44.13,88367.98,1208.5
20240531122017,0,1009.85,50.26,40.28,67320.65,1048.67
20240531123017,0,1009.7,50.11,40.47,71785.52,1107.67
20240531124017,0,1009.56,50.19,40.34,70273.98,1078.16
20240531125017,0,1009.58,50.47,40.22,70013.08,1073.18
20240531130017,0,1009.59,51.43,39.04,71504.84,1154.17
20240531131017,0,1009.27,50.05,39.27,50655.19,638.46
20240531132017,0,1009.27,48.17,41.23,52097.82,691.7
20240531133017,0,1009.35,47.92,42.83,56407.21,824.27
20240531134017,0,1009.11,49.78,39.71,52326.08,636.08
20240531135017,0,1009.29,49.62,40.88,61892.28,887
20240531140017,0,1008.81,50.99,38.02,40061.4,467.31
20240531141017,0,1008.64,43.94,44,12240.58,41.09
20240531142017,0,1008.72,38.09,62.24,13465.5,41.26
20240531143017,0,1008.82,36.22,70.42,11503.92,28.74
20240531144017,0,1008.81,34.77,75.26,10684.08,24.38
20240531145017,0,1008.88,33.76,81.33,16320.25,55.07
20240531150017,0,1008.92,32.16,90.31,15873.08,57.69
20240531151017,0,1008.92,32.13,91.46,14845,49.83
20240531152017,0,1008.88,33,87.8,15107.42,51.68
20240531153017,0,1008.91,33.54,83.52,13221.08,38.76
20240531154017,0,1008.76,33.34,82.44,10852.83,25.97
20240531155017,0,1008.92,33.29,83.25,12786.92,37.24
20240531160017,0,1008.96,33.29,81.48,6758.67,11.24
20240531161017,0,1009.02,32.32,83.1,5093.7,6.05
20240531162017,0,1009.1,31.16,86.59,4571.08,4.77
20240531163017,0,1009.19,30.63,91.97,5882,8.49
20240531164017,0,1009.33,28.82,99.9,5391.5,7.03
20240531165017,0,1009.41,27.59,99.9,3936.17,3.94
20240601070017,0,1012.48,30.33,98.14,7314.58,12.53
20240601071017,0,1012.53,31.03,97.07,10123.92,23.82
20240601072017,0,1012.66,32.47,93.72,14267.83,46.65
20240601073017,0,1012.56,33.93,88.09,12988.92,38.4
20240601074017,0,1012.38,34.5,84.59,13087.67,37.59
20240601075017,0,1012.58,34.9,83.28,21564.58,107.37
20240601080017,0,1012.42,36.7,77.34,19783.67,82.73
20240601081017,0,1012.53,37.51,73.85,21546.08,101.56
20240601082017,0,1012.94,39.43,68.23,37823.45,325.86
20240601083017,0,1012.84,45.84,50.92,50300.05,561.87
20240601084017,0,1012.29,45.99,44.44,34575.46,258.92
20240601085017,0,1011.95,42.39,48.11,18348.5,74.17
20240601090017,0,1011.87,38.86,56.73,10553,24.54
20240601091017,0,1011.97,36.12,67.57,8033.83,15.25
20240601092017,0,1012.04,34.74,74.75,7669.08,13.96
20240601093017,0,1012.26,33.87,79.92,12176.75,33.28
20240601094017,0,1012.2,34.1,80.9,13565.5,38.36
20240601095017,0,1012.24,35.07,80.14,17261.25,65.13
20240601100017,0,1012.1,35.42,75.95,10008,21.99
20240601101017,0,1012.13,34.3,78.83,13358.08,40.23
20240601102017,0,1012.15,35.5,79.74,21987.5,100.56
20240601103017,0,1011.94,36.76,72.53,16596.08,59.34
20240601104017,0,1011.99,37.28,70.44,24038.67,130.41
20240601105017,0,1011.86,39.7,62.05,30491.13,228.02
20240601110017,0,1011.33,38.92,57.2,10839.83,28.51
20240601111017,0,1011.31,36.29,68.04,12714.25,35.83
20240601112017,0,1011.2,35.29,73.14,9544,20.66
