Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240305070009,0.15,1007.21,21.6,75.32,4320.92,3.84
20240305071009,0.18,1007.33,21.84,74.41,5286.42,5.06
20240305072009,0.3,1007.23,22.04,73.91,8580.83,12.12
20240305073009,0.3,1007.04,22.38,72.89,11254.75,20.8
20240305074009,0.08,1006.89,23.04,70.33,11917.17,24.37
20240305075009,0.13,1006.87,23.59,68.71,32090.45,165.22
20240305080009,0,1006.98,29.64,51.15,52434.61,601.12
20240305081009,0.03,1006.89,34.41,38.94,58111.65,711.1
20240305082009,0.11,1006.8,36.23,33.27,64155.26,824.37
20240305083009,0.41,1006.78,36.67,31.52,69908.32,936.72
20240305084009,0.24,1006.61,37.04,30.91,74349.66,1019.01
20240305085009,0.22,1006.47,38.28,29,79273.1,1099.76
20240305090009,0.37,1006.25,38.55,28.04,83481.19,1179.8
20240305091009,0.15,1006.08,39.87,26.1,88341.2,1251.22
20240305092009,0.16,1005.97,41.06,23.64,91975.2,1300.17
20240305093009,0.32,1005.85,41.06,23.77,95991.21,1370.76
20240305094009,0.32,1005.73,40.76,24.19,95040.31,1331.42
20240305095009,0.23,1005.5,42.08,22.29,104261.51,1459.54
20240305100009,0.05,1005.35,43.17,21.49,97945.85,1298.43
20240305101009,0.15,1005.15,41.08,24.08,72574.84,1011.73
20240305102009,0.13,1004.92,40.1,25.78,63838.32,1041.59
20240305103009,0,1004.83,37.12,30.27,26753.69,236.4
20240305104009,0.08,1004.57,35.11,33.92,33997.75,554.17
20240305105009,0,1004.5,35.12,34.34,28789.96,393.62
20240305110009,0,1004.29,33.77,36.64,29500.44,301.53
20240305111009,0,1004.11,32.59,39.02,30526.28,408.82
20240305112009,0.06,1003.91,34.45,35.11,56911.62,912.18
20240305113009,0,1003.66,35.88,32.44,53654.04,742.11
20240305114009,0.21,1003.52,37.83,29.9,63996.42,779.57
20240305115009,0.32,1003.33,37.23,30.86,43469.43,457.27
20240305120009,0.79,1003.09,35.23,35.34,35587.06,396.92
20240305121009,1.15,1002.89,34.71,36.15,22268.42,130.91
20240305122009,0.15,1002.78,32.82,40.39,19849.98,219.23
20240305123009,0.03,1002.68,35.56,36.47,36793.51,418.32
20240305124009,0.3,1002.26,37.12,34.14,48797.35,755.66
20240305125009,0.08,1002.2,34.18,39.15,13496.08,34.53
20240305130009,0.08,1002.03,32.89,41.58,19064.58,65.27
20240305131009,0.24,1001.8,31.97,43.26,17016.58,50.49
20240305132009,0.36,1001.58,31.22,44.7,16704.42,46.57
20240305133009,0.54,1001.5,30.77,45.48,14682.25,37.28
20240305134009,0.16,1001.26,30.45,46.27,14636.5,36.82
20240305135009,0.3,1001.13,30.18,46.97,14404.33,35.65
20240305140009,0.05,1000.95,30.3,47.58,13891.08,32.16
20240305141009,0.29,1000.79,30.28,47.85,13074.49,29.11
20240305142009,0.08,1000.63,29.9,48.53,11683,22.72
20240305143009,0.06,1000.51,29.75,50.58,12148.5,26.62
20240305144009,0,1000.4,29.73,52.04,10497.67,18.74
20240305145009,0.25,1000.3,29.68,51.67,10576.17,20.13
20240305150009,0.25,1000.18,29.64,51.13,10059.67,18.13
20240305151009,0.06,1000.12,29.63,51.07,9626.25,15.89
20240305152009,0.28,1000.17,29.24,51.85,8931,13.78
20240305153009,0,1000.14,29.27,51.99,8137.67,11.4
20240305154009,0.07,1000.2,29.17,52.32,7368.33,9.16
20240305155009,0.18,1000.2,28.98,52.82,6294.33,6.43
20240305160009,0.02,1000.23,28.7,53.57,5754.58,5.49
20240305161009,0,1000.26,28.56,53.86,5506.75,5.12
20240305162009,0.02,1000.32,28.41,54.05,5513.42,5.35
20240305163009,0.14,1000.38,28.43,54.34,5072.75,4.64
20240305164009,0.34,1000.42,28.43,54.8,4430.83,3.58
20240305165009,0.36,1000.46,28.11,56.86,3530.58,2.45
20240306070009,0.05,1005.8,22.48,78.28,1172.5,0.38
20240306071009,0,1006,22.73,77.6,1192.83,0.38
20240306072009,0.12,1006.13,22.72,77.51,1232.75,0.42
20240306073009,0.03,1006.43,22.65,77.75,1095.08,0.35
20240306074009,1.93,1006.8,22.35,79.78,1640.08,0.67
20240306075009,0.37,1006.96,22.39,81.43,3489.5,2.54
20240306080009,0,1007.16,23.1,79.16,4189.5,3.89
20240306081009,0,1007.29,23.33,78.54,3021,1.98
20240306082009,0.52,1007.38,23.26,81.21,1785,0.72
20240306083009,0.78,1007.58,23.13,82.4,1567.67,0.55
20240306084009,0.79,1007.83,22.97,81.1,2208.58,1
20240306085009,0.54,1007.94,22.86,80.19,3122.25,2.05
20240306090009,0.45,1007.94,23.04,78.96,3239.42,2.13
20240306091009,0.24,1008.12,23.05,78.76,1952.42,0.78
20240306092009,0.79,1008.26,22.81,78.16,2031.08,0.82
20240306093009,0.48,1008.36,22.67,78.08,1960.17,0.77
20240306094009,0.85,1008.38,22.66,77.57,2248.83,0.93
20240306095009,0.47,1008.5,22.58,77.51,2262.5,0.96
20240306100009,0.54,1008.65,22.62,76.61,2364.17,1.04
20240306101009,0.52,1008.64,22.58,76.33,2644.58,1.31
20240306102009,0.63,1008.69,22.42,77.24,2787.5,1.49
20240306103009,0.19,1008.66,22.1,78.9,3089.33,1.87
20240306104009,0.34,1008.69,21.86,79.75,3160.58,1.88
20240306105009,0.1,1008.68,21.95,79.32,3523.42,2.34
20240306110009,0.53,1008.69,21.79,79.49,3296,1.99
20240306111009,0.34,1008.61,21.79,79.1,3865.58,2.78
20240306112009,0.28,1008.55,21.54,80.07,3682.08,2.56
20240306113009,0.32,1008.55,21.12,82.13,4483.25,3.66
20240306114009,0.13,1008.56,21.07,81.94,4820.92,4.41
20240306115009,0.23,1008.49,21.16,81.75,5158.83,5.15
20240306120009,0.22,1008.42,21.17,80.85,4721.33,4.61
20240306121009,0.08,1008.26,21.05,81.32,6065.5,7.45
20240306122009,0.47,1008.18,21.03,81.3,5659.17,5.95
20240306123009,0.41,1008.09,21.1,79.86,5841.5,6.19
20240306124009,0.14,1008.07,21.1,80.11,5925.5,6.35
20240306125009,0.03,1007.99,21.14,80.18,5667.42,6
20240306130009,0.21,1007.8,21.04,81.26,6096.75,6.83
20240306131009,0.52,1007.61,21.07,79.59,5176.92,4.87
20240306132009,0.18,1007.51,20.98,79.97,4967.5,4.53
20240306133009,0.24,1007.5,20.97,79.71,4822.75,4.18
20240306134009,0.08,1007.47,20.6,81.4,4559,4.09
20240306135009,0.1,1007.31,20.49,83.27,4118.58,3.23
20240306140009,0,1007.27,20.31,84.33,3373.75,2.83
20240306141009,0.02,1007.27,20.32,85.08,3232.17,2.67
20240306142009,0,1007.26,20.16,84.94,3161.17,2.81
20240306143009,0,1007.26,20.12,85.65,2656.5,2.27
20240306144009,0,1007.23,20.23,85.45,4059.84,4.27
20240306145009,0,1007.17,20.45,85.59,5025.25,5.75
20240306150009,0,1007.2,20.58,85.62,4566.17,4.9
20240306151009,0,1007.2,20.78,86.61,4203.75,4.01
20240306152009,0,1007.39,20.86,85.76,3081.42,2.16
20240306153009,0.02,1007.5,20.69,84.89,2710.75,1.56
20240306154009,0,1007.59,20.57,85.14,1991.92,0.92
20240306155009,0,1007.8,20.32,85.58,1960.58,0.88
20240306160009,0,1007.93,20.24,86.29,2129.42,1.02
20240306161009,0.13,1007.97,20.19,85.55,2152.25,1.05
20240306162009,0,1008.06,20.27,85.02,1575,0.6
20240306163009,0,1008.2,20.1,85.3,1764.17,0.73
20240306164009,0,1008.33,20.26,85.64,1466.33,0.54
20240306165009,0,1008.45,20.18,84.51,1137.75,0.37
20240307070009,0,1014.02,19.01,78.44,833.08,0.22
20240307071009,0,1014,19.19,78.17,1094.42,0.33
20240307072009,0,1014.01,19.31,77.26,1324.33,0.44
20240307073009,0,1014.14,19.31,77.04,2082.33,0.98
20240307074009,0,1014.22,19.48,76.34,2160.42,1.04
20240307075009,0,1014.36,19.46,76.03,1361.83,0.43
20240307080009,0,1014.35,19.46,75.63,1679.42,0.65
20240307081009,0,1014.34,19.56,75.18,2393.75,1.2
20240307082009,0,1014.52,19.62,75.7,2423.67,1.18
20240307083009,0,1014.54,19.56,75.4,2518.33,1.23
20240307084009,0,1014.56,19.58,75.51,2881.75,1.58
20240307085009,0,1014.62,19.59,75.17,3651.25,2.65
20240307090009,0,1014.65,19.92,74.92,4227.58,3.41
20240307091009,0,1014.67,20.1,73.68,4449.92,3.85
20240307092009,0,1014.67,20.09,72.79,3993.33,3.09
20240307093009,0,1014.38,20.26,72.7,6293.58,7.27
20240307094009,0,1014.55,20.26,72.43,4235.33,3.3
20240307095009,0.08,1014.6,20.14,73.52,4030.67,3.01
20240307100009,0,1014.56,20.18,73.61,4796.42,4.4
20240307101009,0,1014.53,20.29,72.69,5062,4.83
20240307102009,0.02,1014.41,20.35,72.76,5192.33,5.07
20240307103009,0.03,1014.44,20.31,72.59,4999.42,4.59
20240307104009,0.03,1014.34,20.38,72.17,6028.58,6.4
20240307105009,0,1014.33,20.51,72.59,4652.5,3.91
20240307110009,0,1014.28,20.6,72.49,5445.92,5.45
20240307111009,0,1014.25,20.63,72.6,6604.25,7.94
20240307112009,0.08,1014.08,20.99,70.74,8342.75,12.66
20240307113009,0,1013.81,21.21,68.79,8454.92,12.8
20240307114009,0,1013.66,21.37,68.34,9155.41,15.04
20240307115009,0.29,1013.56,21.48,67.51,9744,17.01
20240307120009,0,1013.55,21.16,69,6089.08,7.35
20240307121009,0.11,1013.6,20.92,69.1,4794.42,4.29
20240307122009,0,1013.33,21.13,69.55,7367.25,10.16
20240307123009,0.11,1013.07,21.13,68.24,8399.33,13.54
20240307124009,0.04,1012.87,20.89,68.43,5503.17,6.08
20240307125009,0.03,1012.78,20.87,69.72,4196.17,3.55
20240307130009,0,1012.54,20.94,69.37,6206.83,7.62
20240307131009,0.06,1012.43,21.41,68.18,8861.08,14.46
20240307132009,0.09,1012.33,21.35,69.03,5666.08,5.93
20240307133009,0,1012.33,21.19,69.63,5278.25,5.31
20240307134009,0.07,1012.25,21.16,68.83,7492.17,10.45
20240307135009,0,1011.99,21.24,68.17,6396.75,8.14
20240307140009,0.1,1011.95,20.91,68.6,4186.83,3.3
20240307141009,0.04,1012.03,20.9,69.8,3487.33,2.31
20240307142009,0.03,1011.77,20.75,70.5,2986.83,1.72
20240307143009,0,1011.81,20.5,71.43,1418.08,0.41
20240307144009,0,1011.77,20.12,72.51,907.42,0.21
20240307145009,0,1011.76,19.86,75.12,1107.5,0.26
20240307150009,0,1011.82,19.77,76.88,1287.25,0.36
20240307151009,0,1011.84,19.57,78.12,1436.58,0.43
20240307152009,0,1011.87,19.51,78.3,1825.08,0.66
20240307153009,0,1011.86,19.69,78.21,2796.58,1.49
20240307154009,0,1011.95,19.69,77.97,1655.83,0.55
20240307155009,0,1012.05,19.66,77.65,1334,0.36
20240307160009,0,1012.13,19.68,77.43,1572.67,0.5
20240307161009,0,1012.25,19.76,76.78,2591.92,1.37
20240307162009,0,1012.3,19.94,76.68,2957.58,1.91
20240307163009,0,1012.35,19.94,76.28,1575.17,0.59
20240307164009,0,1012.43,19.74,76.34,1031.08,0.27
20240307165009,0,1012.57,19.59,76.96,979.08,0.25
20240308070009,0.15,1016.5,17.56,76.29,672.33,0.15
20240308071009,0.17,1016.65,17.64,75.64,676.75,0.14
20240308072009,0,1016.78,17.86,76.36,802.25,0.19
20240308073009,0,1016.96,17.98,75.75,918.33,0.25
20240308074009,0.3,1017.02,17.97,74.48,1242.75,0.39
20240308075009,0.42,1017.1,17.63,74.07,1518,0.53
20240308080009,0.03,1017.19,17.74,74.27,1704.17,0.65
20240308081009,0.1,1017.32,17.85,74.13,1767.83,0.69
20240308082009,0.34,1017.43,17.8,70.67,2087.17,0.92
20240308083009,0.38,1017.52,17.97,68.17,2503.66,1.29
20240308084009,0.1,1017.65,18.12,66.32,2887.83,1.72
20240308085009,0,1017.75,18.27,65.35,2980.75,1.86
20240308090009,0.5,1017.78,18.25,62.6,4137.83,3.5
20240308091009,0.34,1017.85,18.64,61.3,5334.5,5.54
20240308092009,0,1017.94,18.81,60.53,5403.25,5.67
20240308093009,0,1017.98,19.07,61.3,5470.17,5.67
20240308094009,0,1018.02,19.02,60.9,3908.42,3.02
20240308095009,0,1018.06,18.97,60.76,4122.83,3.3
20240308100009,0,1018.12,18.98,59.91,3715.67,2.68
20240308101009,0.16,1018.1,18.87,57.71,4704.42,4.16
20240308102009,0.11,1018,18.76,57.92,4439,3.8
20240308103009,0.27,1017.89,19.01,56.76,4744.92,4.37
20240308104009,0.33,1017.86,18.81,55.34,4757.42,4.32
20240308105009,0.5,1017.7,18.74,55.29,4301.92,3.77
20240308110009,0.75,1017.55,18.37,55.56,4752.16,4.47
20240308111009,0.19,1017.54,18.9,57.91,6490,8.09
20240308112009,0.03,1017.37,19.19,53.93,6832.92,8.66
20240308113009,0.22,1017.22,19.26,54.2,6380.25,7.68
20240308114009,0.02,1017.1,19.17,54.91,5132.17,5.13
20240308115009,0.11,1016.95,19.34,56.19,6184.58,7.14
20240308120009,0,1016.83,19.3,56.54,5143.83,5.06
20240308121009,0,1016.73,19.11,59.18,3867.67,2.95
20240308122009,0,1016.66,18.99,61.02,3967.25,3.01
20240308123009,0,1016.52,19.04,60.92,3016.58,1.78
20240308124009,0,1016.43,18.85,60.2,2386.42,1.11
20240308125009,0,1016.32,18.71,59.65,2276.08,1.01
20240308130009,0,1016.21,18.72,60.68,2591.75,1.28
20240308131009,0,1016.1,18.8,61.38,2834.58,1.54
20240308132009,0,1016,18.86,61.07,2860.83,1.56
20240308133009,0,1015.91,18.81,61.25,2919.25,1.66
20240308134009,0,1015.88,18.94,60.94,2988.75,1.69
20240308135009,0,1015.82,18.97,60.43,3034.25,1.79
20240308140009,0,1015.79,18.88,60.02,2275.08,1.04
20240308141009,0.04,1015.8,18.7,59.63,2011.92,0.81
20240308142009,0.07,1015.8,18.37,62.28,1963.92,0.77
20240308143009,0.62,1015.77,18.07,62.94,1708.75,0.58
20240308144009,1.65,1015.75,17.53,60.78,1696.25,0.6
20240308145009,0.16,1015.86,17.55,62.03,1929.08,0.76
20240308150009,0.06,1015.86,17.99,61.22,2098.83,0.9
20240308151009,0.03,1015.89,18.14,60.82,2449.58,1.24
20240308152009,0.02,1015.91,18.22,60.85,2257.33,1.06
20240308153009,0,1015.96,18.24,60.8,1790.58,0.7
20240308154009,0.02,1016.01,18.21,61.66,1465.75,0.5
20240308155009,0,1016.07,18.16,62.96,1270.05,0.38
20240308160009,0.03,1016.08,18.14,62.73,1037.42,0.27
20240308161009,0.09,1016.18,18.07,62.38,990.75,0.25
20240308162009,0.14,1016.25,17.98,61.1,866.75,0.2
20240308163009,0.1,1016.24,17.88,60.25,760,0.17
20240308164009,0.02,1016.3,17.83,60.15,608.25,0.11
20240308165009,0.04,1016.36,17.78,60.95,502.33,0.09
20240309070009,0.03,1018.92,16.59,65.92,1643.75,0.7
20240309071009,0.05,1019.2,16.72,66.11,1743.42,0.75
20240309072009,0,1019.78,16.86,65.97,1818.75,0.83
20240309073009,0,1020.07,16.94,64.71,2521.42,1.46
20240309074009,0.03,1020.2,17.11,63.3,3457.34,2.61
20240309075009,0.1,1020.23,17.24,63.14,5236.08,5.97
20240309080009,0.07,1020.22,17.53,62.82,5666.5,6.79
