Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240921070008,0,999.17,28.04,100,4416.67,4.53
20240921071008,0,999.35,27.93,100,5346.42,6.69
20240921072008,0,999.58,28.38,100,6036.17,8.57
20240921073008,0,999.69,28.32,100,6529.08,10.03
20240921074008,0,999.88,28.6,100,6867.08,11.06
20240921075008,0,1000.1,28.9,100,7022.67,11.73
20240921080008,0,1000.17,29.08,100,7847.5,14.59
20240921081008,0,1000.15,29.32,100,8946.33,18.77
20240921082008,0,1000.36,30.02,100,10018.75,23.84
20240921083008,0,1000.6,30.16,100,11384.08,30.09
20240921084008,0,1000.95,30.47,100,11459.44,30.11
20240921085008,0,1000.96,31.22,100,12236.94,34.8
20240921090008,0,1000.49,31.96,100,11913.42,32.94
20240921091008,0,1000.23,31.83,99.89,11759.75,32.58
20240921092008,0,1000.17,32.35,96.97,13714.07,43.19
20240921093008,0,1000.13,33.21,92.24,17501.17,72.48
20240921094008,0,1000.05,34,86.72,19562.58,89.13
20240921095008,0,999.83,34.19,83.87,21188.33,103.94
20240921100008,0,999.74,34.33,83.39,20970.5,101.78
20240921101008,0,999.71,33.66,86.22,20797.75,99.74
20240921102008,0,999.71,33.95,83.78,27949.18,147.39
20240921103008,0,999.76,35.78,73.8,40720.5,354.78
20240921104008,0,999.73,38.67,59.38,57869.08,668.65
20240921105008,0,999.64,39.27,55.85,40822.29,350.27
20240921110008,0,999.44,39.59,56.14,46010.56,467.81
20240921111008,0,999.15,41.62,50.46,70114.26,967.92
20240921112008,0,998.88,44.82,43.47,61380.89,748.88
20240921113008,0,998.57,45.37,39.43,75740.44,1088.46
20240921114008,0,998.42,44.76,39.68,62207.63,772.28
20240921115008,0,998.31,43.74,41.7,63833.44,792.22
20240921120008,0,998.21,45.56,38.39,60536.43,728.71
20240921121008,0,998.14,44.3,40.31,61027.8,730.31
20240921122008,0,998.14,41.72,48.81,63446.5,781.24
20240921123008,0,998.19,43.64,45.82,86678.91,1269.58
20240921124008,0,998.15,42.32,46.88,78820.82,1113.25
20240921125008,0,998.09,42.32,45.61,78523.44,1106.91
20240921130008,0,998.07,45.1,40.31,93601.37,1434.93
20240921131008,0,998.02,43.1,43.15,54645.83,742.51
20240921132008,0,997.93,42.57,44.99,57643.66,744.66
20240921133008,0,997.81,42.62,44.72,74106.28,1219.3
20240921134008,0,997.69,42.69,44.61,52968.69,665.15
20240921135008,0,997.61,39.8,51.58,27646.67,168.31
20240921140008,0,997.62,38.63,56.8,31812,227.96
20240921141008,0,997.6,39.34,55.05,28038.8,177.35
20240921142008,0,997.53,38.21,57.85,22908,115.16
20240921143008,0,997.63,37.88,60.19,23564.72,123.58
20240921144008,0,997.65,37.8,61.28,17207.25,65.68
20240921145008,0,997.7,36.73,67.39,18082.83,72.46
20240921150008,0,997.77,35.82,73.85,15281.83,51.75
20240921151008,0,997.83,35.27,78.02,12263.43,32.43
20240921152008,0,997.83,34.35,84.92,8396.87,15.01
20240921153008,0,997.89,34.03,87.02,7699.17,12.89
20240921154008,0,997.98,34.01,87.71,6970.5,10.63
20240921155008,0,998.08,33.87,88.76,5158.92,5.41
20240921160008,0,998.2,33.73,90.03,5131.75,5.59
20240921161008,0,998.21,33.73,92.48,4134.17,3.52
20240921162008,0,998.24,33.5,94.82,4457.67,4.24
20240921163008,0,998.22,33.36,95.75,5168.5,5.97
20240921164008,0,998.3,33.26,96.97,4365,4.55
20240921165008,0,998.36,33.12,97.67,3272.92,2.61
20240922070008,0,1001.8,30.3,100,3700.83,3.46
20240922071008,0,1001.95,30.39,100,4005.08,4.03
20240922072008,0,1002.06,30.75,100,4674.92,5.4
20240922073008,0,1002.16,31.24,100,5678,7.87
20240922074008,0,1002.18,31.64,100,6739.92,11.16
20240922075008,0,1002.31,32.17,100,8382.83,17.13
20240922080008,0,1002.35,32.45,100,9507.33,21.47
20240922081008,0,1002.46,32.51,100,10434.58,25.87
20240922082008,0,1002.67,32.98,99.46,11187.08,29.4
20240922083008,0,1002.86,33.72,95.26,11618.33,31.68
20240922084008,0,1002.86,34.03,91.19,11895.42,33.22
20240922085008,0,1002.8,34.02,89.65,12184.44,34.9
