Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240714070001,0,1004.2,40.87,50.52,26748,139.34
20240714071001,0,1004.21,41.92,47.44,30349.42,185.46
20240714072001,0,1004.29,42.84,44.48,32663.33,224.15
20240714073001,0,1004.4,42.3,43.85,34234.16,254.03
20240714074001,0,1004.41,43.12,43.28,37043.16,318.64
20240714075001,0,1004.54,44.84,40.58,40346.58,393.43
20240714080001,0,1004.6,46.22,37.59,42908.66,449.67
20240714081001,0,1004.6,47.06,35.46,45752.93,516.79
20240714082001,0,1004.66,47.84,33.18,47666.96,581.32
20240714083001,0,1004.71,48.86,31.96,50737.1,658.74
20240714084001,0,1004.72,49.71,30.76,52759.04,691.43
20240714085001,0,1004.67,50.38,29.6,58085.42,827.59
20240714090001,0,1004.62,51.16,28.33,61210.72,905.3
20240714091001,0,1004.63,51.87,27.02,62004.76,931.53
20240714092001,0,1004.66,52.24,25.96,66474.49,1040.63
20240714093001,0,1004.61,52.81,25.2,69787.21,1096.19
20240714094001,0,1004.58,53.82,22.44,73288.78,1164.73
20240714095001,0,1004.61,54.05,19.32,75785,1208.79
20240714100001,0,1004.62,54.42,19.23,78727.92,1226.57
20240714101001,0,1004.64,54.65,19.15,81926.9,1240.96
20240714102001,0,1004.65,53.74,23.81,83820.62,1253.84
20240714103001,0,1004.63,52.23,26.33,83546.78,1288.09
20240714104001,0,1004.57,50.68,28.66,82395.34,1236.89
20240714105001,0,1004.54,50.6,28.46,89399.38,1370.42
20240714110001,0,1004.53,50.62,27.94,86035.09,1320.05
20240714111001,0,1004.5,50.84,27.74,88215.96,1347.54
20240714112001,0,1004.37,49.65,29.05,89772.23,1366.98
20240714113001,0,1004.21,50.35,28.31,91014.77,1352.57
20240714114001,0,1004.13,50.66,27.78,89540.44,1347.68
20240714115001,0,1004.03,50.17,28.58,86596.26,1326.49
20240714120001,0,1003.92,49.28,29.4,87715.53,1361.41
20240714121001,0,1003.86,48.91,30.17,86948.62,1361.07
20240714122001,0,1003.72,48.53,30.47,84937.92,1375.81
20240714123001,0,1003.73,47.26,31.23,82743.58,1378.44
20240714124001,0,1003.73,46.39,32.04,80260.82,1368.58
20240714125001,0,1003.69,46.73,31.68,74059.64,1282.95
20240714130001,0,1003.63,46.91,31.25,71119.59,1277.22
20240714131001,0,1003.66,47.34,30.92,65758.61,1200.9
20240714132001,0,1003.73,47.58,30.4,60324.14,1060.93
20240714133001,0,1003.61,47.98,30.05,61018.1,1073.53
20240714134001,0,1003.54,47.74,29.86,59873.31,1001.7
20240714135001,0,1003.53,47.73,30.05,58447.13,936.95
20240714140001,0,1003.61,47.97,29.87,54069.02,834.52
20240714141001,0,1003.62,48.02,30,39827.24,463.05
20240714142001,0,1003.37,46.94,32.26,53619.28,830.98
20240714143001,0,1003.3,47.28,31.89,46370.88,641.09
20240714144001,0,1003.28,46.9,32.56,38424.29,442.48
20240714145001,0,1003.28,45.15,34.98,31594.56,284.68
20240714150001,0,1003.17,43.48,38.25,26548.59,209.37
20240714151001,0,1003.04,42.81,40.6,31399.98,301.47
20240714152001,0,1003.05,43.29,40.08,18740.42,101.1
20240714153001,0,1002.94,40.93,44.14,18062.32,95.9
20240714154001,0,1002.89,41.19,44.96,25468.98,190.15
20240714155001,0,1003,43.07,42.03,31374.75,284.91
20240714160001,0,1002.96,43.16,41.19,16630.42,71.14
20240714161001,0,1002.81,40.32,46.36,16351.42,68.12
20240714162001,0,1002.73,40.12,46.98,14507.5,54.9
20240714163001,0,1002.78,39.52,48.39,12719.67,40.72
20240714164001,0,1002.9,39.17,49.43,12203.58,35.73
20240714165001,0,1002.91,39.33,49.35,12463.67,39.79
20240715070001,0,1006.38,36.74,62.91,18581.2,78.35
20240715071001,0,1006.41,37.68,60.64,24817,137.31
20240715072001,0,1006.44,40.24,55.08,30694.17,208.36
20240715073001,0,1006.36,42.19,49.7,36488.5,295.31
20240715074001,0,1006.37,44.99,43.8,39856.57,366.81
20240715075001,0,1006.36,46.08,39.12,36380.16,313.77
20240715080001,0,1006.28,46.42,38.04,40580.04,396.24
20240715081001,0,1006.14,47.49,35.86,43080.98,450.82
20240715082001,0,1006,47.65,35.18,47251.34,558.91
20240715083001,0,1005.9,47.52,35.2,47699.45,570.91
20240715084001,0,1005.84,47.49,35.61,51864.28,661.1
20240715085001,0,1005.86,47.72,35.11,52403.16,677.43
