Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240312070012,0.03,1015.18,17.58,93.96,845.17,0.19
20240312071012,0,1015.32,17.72,94.92,1198.42,0.39
20240312072012,0,1015.6,17.72,92.76,1407.08,0.5
20240312073012,0.02,1015.81,17.69,90.9,1951,0.93
20240312074012,0.17,1015.98,17.62,89.33,2187.33,1.2
20240312075012,0.24,1016.24,17.73,87.44,2444,1.46
20240312080012,0,1016.45,17.97,86.8,2758.25,1.78
20240312081012,0.04,1016.69,18.19,87.51,3023.17,2.17
20240312082012,0.09,1016.84,18.28,86.19,3337.75,2.64
20240312083012,0.19,1016.9,18.39,85.52,3881.67,3.45
20240312084012,0.03,1016.98,18.49,85.84,4193.42,3.98
20240312085012,0.36,1016.97,18.65,86.33,5031.67,5.86
20240312090012,0.54,1017.04,18.75,84.15,5818.25,7.94
20240312091012,0.25,1017.1,18.99,82.26,7403.75,12.94
20240312092012,0.28,1017.13,19.38,80.9,8184.75,16.28
20240312093012,0.23,1017.22,19.63,79.08,8213.08,16.03
20240312094012,0.09,1017.41,19.78,77.85,8449.08,16.49
20240312095012,0.15,1017.49,19.97,75.55,9279.58,21.07
20240312100012,0.68,1017.59,20.35,73.09,11307.08,32.05
20240312101012,0.77,1017.51,20.47,73.47,10351.5,28.97
20240312102012,0.85,1017.57,21.05,71.11,14589.17,55.34
20240312103012,0.34,1017.54,21.85,68.29,14979.25,60.24
20240312104012,0.75,1017.66,22.19,64.1,16363.75,64.58
20240312105012,0.89,1017.72,22.18,62.73,15856.33,60.53
20240312110012,0.41,1017.69,22.39,62.46,16841.17,69.61
20240312111012,0.74,1017.6,22.74,61.24,16628,66.39
20240312112012,0.81,1017.56,22.88,60.72,17020.33,69.99
20240312113012,0.84,1017.48,22.54,60.93,15935.67,62.52
20240312114012,0.92,1017.35,22.44,60.76,14500.58,51.65
20240312115012,1.16,1017.34,21.91,61.52,11051.17,29.8
20240312120012,0.56,1017.27,21.7,62.86,9990.83,24.34
20240312121012,0.64,1017.15,22.02,61.46,10829,28.39
20240312122012,0.51,1017.11,21.8,60.66,9206,20.17
20240312123012,0.29,1017.01,21.88,59.83,9604.5,22.66
20240312124012,0.16,1016.86,21.87,60.89,8778.25,18.85
20240312125012,0.05,1016.8,21.87,61.63,7464.83,13.55
20240312130012,0,1016.73,21.89,62.04,7432.5,13.59
20240312131012,0.05,1016.61,21.99,61.47,7029.5,12.11
20240312132012,0.03,1016.56,21.78,61.08,6556.5,10.72
20240312133012,0,1016.51,21.76,62.36,5970.75,8.72
20240312134012,0,1016.5,21.68,62.94,5454,7.44
20240312135012,0.03,1016.5,21.73,63.74,5392.5,7.16
