Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240413070009,0,1008.5,26.41,79.69,3658,2.79
20240413071009,0.1,1008.61,26.54,79.08,5135.83,4.81
20240413072009,0.58,1008.67,26.41,79.65,7173.08,8.64
20240413073009,0.07,1008.71,26.75,79.24,10151.17,17.45
20240413074009,0,1008.73,27.8,75.68,14545.58,38.53
20240413075009,0.02,1008.8,28.87,71.05,16554.75,50.92
20240413080009,0,1008.89,29.42,68.77,18597.42,61.02
20240413081009,0.13,1008.93,29.75,67.39,18881.83,57.12
20240413082009,0,1008.96,30.39,65.15,19514.17,60.8
20240413083009,0.11,1008.98,30.49,63.15,21584.58,70.1
20240413084009,0,1009.05,30.96,61.63,23596.58,78.48
20240413085009,0.09,1009.13,31.65,59.97,24912.42,97.57
20240413090009,0.07,1009.22,31.92,59.57,26321.33,105.34
20240413091009,0.38,1009.2,31.74,59.93,23213.75,98.52
20240413092009,0.68,1009.31,32.36,58.49,27332.42,146.29
20240413093009,0.4,1009.25,33.1,56.46,28044.33,152.01
20240413094009,1.47,1009.17,32.44,57.65,22365.83,98.51
20240413095009,0.6,1009.15,32.6,57.05,31448.88,212.09
20240413100009,0.49,1009.18,37.07,47.48,68661.65,890.95
20240413101009,0.3,1009.1,39.26,41.34,60525.42,762.12
20240413102009,0.81,1008.91,37.19,45.04,28130.5,136.06
20240413103009,2.67,1008.89,34.41,52.45,34383.96,237.17
20240413104009,3.15,1008.84,31.39,61.06,19511.92,70.89
20240413105009,3.88,1008.82,33.69,54.43,68267.6,877.83
20240413110009,2.75,1008.77,34.76,52.15,57669.62,578.31
20240413111009,2.64,1008.75,36.56,47.2,81003.3,1125.98
20240413112009,2.77,1008.7,37.83,42.33,71694.74,943.83
20240413113009,2.18,1008.57,35.16,49.62,33026.87,176.41
20240413114009,3.14,1008.55,32.61,56.5,26602.78,120.26
20240413115009,1.46,1008.41,33.06,56.01,33770.71,235.15
20240413120009,2.02,1008.31,32.76,57.02,28764.75,141.23
20240413121009,2.07,1008.2,32.4,58.34,22204.67,84.22
20240413122009,2.53,1008.03,31.41,61.46,18768.67,57.4
20240413123009,2.83,1007.82,31.92,60.11,32512.88,235.45
20240413124009,2.57,1007.68,32.47,58.48,36075.45,283.17
20240413125009,2.75,1007.48,31.9,60.48,22972.5,99.68
20240413130009,3.34,1007.36,31.25,62.66,16553.33,70.85
20240413131009,2.59,1007.16,30.33,66.03,10812.58,21.59
20240413132009,1.28,1007.04,30.12,66.63,9030.25,16.16
20240413133009,1.41,1007.07,30.11,66.99,7491.75,11.63
20240413134009,2.42,1007.03,29.48,69.98,7477.92,11.38
20240413135009,3.2,1007.02,29.1,71.89,6363.42,8.43
20240413140009,2.59,1006.95,28.91,73.37,6818.17,9.32
20240413141009,2,1006.95,28.91,74.05,6746.17,9.1
20240413142009,1.55,1006.91,28.77,74.45,4086.83,3.51
20240413143009,1.93,1006.81,28.56,75.44,5207.33,5.28
20240413144009,1.66,1006.88,28.45,75.68,4456.25,3.95
20240413145009,1.06,1006.97,28.41,75.57,4326.92,3.68
20240413150009,0.26,1006.95,28.67,74.19,3392.67,2.51
20240413151009,0.17,1006.98,28.6,74.15,1318.92,0.49
20240413152009,0.12,1006.94,28.42,74.59,1370,0.5
20240413153009,0.11,1007.03,28.39,75.04,1458.92,0.52
20240413154009,0.02,1007.14,28.33,75.48,1548.52,0.54
20240413155009,0,1007.13,28.29,75.92,1215.5,0.39
20240413160009,0,1007.17,28.19,76.96,1424.67,0.48
20240413161009,0,1007.25,28.05,78.11,777.34,0.18
20240413162009,0,1007.32,27.68,80.5,594.41,0.11
20240413163009,0,1007.41,27.37,84.23,779.5,0.16
20240413164009,0,1007.54,26.97,88.34,694,0.14
20240413165009,0,1007.6,26.72,90.41,746.42,0.19
20240414070009,0.02,1008.57,26.7,83.34,8491.75,12.88
20240414071009,0.02,1008.59,27.15,81.77,9569.83,15.65
20240414072009,0,1008.68,27.44,80.63,10552.42,18.49
20240414073009,0.08,1008.73,27.7,78.56,11695.58,21.9
20240414074009,0.02,1008.84,28.01,76.76,12868.5,25.72
20240414075009,0,1008.81,28.44,75.17,14055.33,29.77
20240414080009,0.08,1008.82,28.79,72.87,15283.83,34.72
20240414081009,0,1008.8,29.05,71.23,16047.42,37.34
20240414082009,0,1008.8,29.63,69.4,18589.67,55.63
20240414083009,0.13,1008.87,29.98,67.82,19761,58.45
20240414084009,0.05,1009.04,30.26,67.62,20289.67,57.02
20240414085009,0,1009.14,30.78,65.68,21128.25,60.92
