Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240316070012,0.1,1018.16,17.02,86.82,2286.42,0.9
20240316071012,0.57,1018.21,17.36,85.78,3000.08,1.65
20240316072012,0.65,1018.35,17.72,84.87,3426.42,2.24
20240316073012,0.37,1018.4,18.21,83.6,3696.33,2.8
20240316074012,0.34,1018.49,18.6,82.66,4471.08,3.99
20240316075012,0.82,1018.51,18.96,81.3,4832,5
20240316080012,0.63,1018.48,19.18,80.46,5159,5.84
20240316081012,0.4,1018.51,19.55,79.73,4466.5,4.92
20240316082012,0.44,1018.56,19.58,79.22,3689.25,2.71
20240316083012,0.43,1018.62,19.62,78.65,3693.67,2.6
20240316084012,0.19,1018.67,19.92,77.65,4295.66,3.7
20240316085012,0.55,1018.75,20.12,75.99,4304.33,3.59
20240316090012,0.84,1018.7,20.39,74.73,4612.5,4.26
20240316091012,0.43,1018.71,20.78,73.79,4967.42,5.1
20240316092012,0.33,1018.64,21.24,72.24,6381.08,8.8
20240316093012,0.28,1018.58,22.04,68.21,8250.42,17.71
20240316094012,0.02,1018.55,22.54,68.4,5899.67,10.01
20240316095012,0.13,1018.49,22.33,68.42,5471.67,6.16
20240316100012,0.26,1018.39,22.43,67.25,6372.83,9.59
20240316101012,0.06,1018.27,22.82,63.49,6571.17,10.93
20240316102012,0.02,1018.1,23.21,62.88,6720.08,10.55
20240316103012,0.1,1017.91,23.48,63.52,7075.33,11.58
20240316104012,0.12,1017.8,23.84,62.33,7862.41,15.03
20240316105012,0.02,1017.73,24.27,63.03,8715.83,19.59
20240316110012,0.1,1017.61,24.75,62.32,9407.25,22.85
20240316111012,0.26,1017.49,25.25,60.57,11588.5,32.61
20240316112012,0.06,1017.36,26.08,58.99,13795.83,51.23
20240316113012,0.12,1017.23,26.65,57.94,13453.75,47.44
20240316114012,0.03,1017.04,26.95,57.3,14329.17,47.59
20240316115012,0.05,1016.88,29.39,52.08,24777.25,531.74
20240316120012,0.18,1016.74,38,34.26,34966.83,1047.67
20240316121012,0.2,1016.48,41.17,28.42,35699.63,1012.9
20240316122012,0.17,1016.28,43.61,24.65,39289.17,1209.16
20240316123012,0.04,1016.07,44.43,23.56,39547.73,1132.94
20240316124012,0.23,1015.86,44,23.24,43826.62,1242.42
20240316125012,0.02,1015.69,43.82,23.2,37222.79,791.07
20240316130012,0,1015.47,40.32,27.34,36307.33,690.11
20240316131012,0.03,1015.34,40.76,26.49,37935.28,653.91
20240316132012,0.14,1015.15,37.34,30.75,34626.96,494.56
20240316133012,0.18,1015,40.29,27.76,54382.31,1069.06
20240316134012,0.1,1014.9,42.65,23.84,48164.12,901.41
20240316135012,0.16,1014.67,36.91,31.52,23733.66,132.69
20240316140012,0,1014.45,34.81,36.15,31211.3,379.37
20240316141012,0.04,1014.34,35.65,35.18,31966.59,285.67
20240316142012,0,1014.22,34.28,37.23,22503.67,102.74
20240316143012,0,1014.13,32.11,40.58,14906.42,51
20240316144012,0,1014.12,30.32,45.14,15416.08,55.4
20240316145012,0,1014.06,30.92,44.73,25200,121.95
20240316150012,0.02,1013.95,31.2,43.06,23401.33,108.53
20240316151012,0,1013.89,31.31,43.73,17363,66.97
20240316152012,0,1013.95,30.33,46.06,11590.17,33.24
20240316153012,0,1014,29.06,49.72,9438.42,21.46
20240316154012,0,1014.02,28.81,50.62,11700.42,31
20240316155012,0,1013.94,28.31,51.76,9248,19.14
20240316160012,0,1013.89,27.85,53.82,7407,13.12
20240316161012,0,1013.9,27.42,55.38,7038.42,11.96
20240316162012,0,1013.91,26.96,57.45,5603.67,7.24
20240316163012,0,1013.93,26.51,58.45,4385.67,4.68
20240316164012,0.02,1014,26.05,59.92,3114.58,2.39
20240316165012,0,1014.09,25.47,61.79,1968.92,1.08
20240317070012,0.03,1015.9,19.4,87.17,1935.5,0.66
20240317071012,0.15,1015.97,19.63,86.48,2344.75,1.02
20240317072012,0.24,1016.04,19.83,85.67,2584.25,1.2
20240317073012,0.33,1016.12,20.13,85.1,2817.08,1.54
20240317074012,0.5,1016.17,20.54,83.94,3320.17,2.48
20240317075012,0.1,1016.21,20.99,82.16,3670.42,2.82
20240317080012,0.32,1016.22,21.14,81.6,3547.08,2.29
20240317081012,0.58,1016.23,21.11,81.9,3154.92,1.81
20240317082012,0.61,1016.31,21.2,81.51,3755.17,2.78
20240317083012,0.58,1016.31,21.52,80.92,4093.5,3.37
20240317084012,0.36,1016.24,21.97,79.22,4175.92,3.58
20240317085012,0.47,1016.15,22.31,76.25,4337.33,3.78
