Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240626070016,0,1014.23,42.57,57.78,55005.93,875.28
20240626071016,0,1014.18,44.37,53.2,64798.72,1035.09
20240626072016,0,1014.13,42.24,54.9,21020.48,137.58
20240626073016,0,1014.18,38.48,68.49,38102.33,289.99
20240626074016,0,1014.16,38.82,69.13,41384.86,313.29
20240626075016,0,1014.12,39.91,66.17,41214.83,379.37
20240626080016,0,1014.12,40.65,63.61,72185.24,866.68
20240626081016,0,1014.08,47.11,44.73,111835.52,1468.98
20240626082016,0,1014.09,48.81,35.65,116231.03,1461
20240626083016,0,1014.03,46.03,38.82,100034.18,1322.32
20240626084016,0,1013.92,46.1,39.47,104575.78,1415.52
20240626085016,0,1013.98,47.44,37.74,114892.18,1518.1
20240626090016,0,1014.04,49.3,33.82,117742.21,1494.28
20240626091016,0,1014.1,47.44,36.1,117747.24,1587.86
20240626092016,0,1014.1,47.5,35.77,117445,1590.85
20240626093016,0,1014.15,46.23,38.06,117758.2,1631.96
20240626094016,0,1014.16,43.92,43.3,117758.2,1662.44
20240626095016,0,1014.05,43.54,44.03,117758.2,1675.96
20240626100016,0,1013.94,43.64,44.02,116130.23,1626.06
20240626101016,0,1013.91,43.19,45.95,115805.35,1637.03
20240626102016,0,1013.9,43.75,44.05,116384.66,1651.64
20240626103016,0,1013.78,43.74,43.1,116214.68,1664.15
20240626104016,0,1013.64,43.72,42.9,111693.38,1653.93
20240626105016,0,1013.64,43.29,44.2,107384.84,1666.6
20240626110016,0,1013.67,43.85,43.93,105123.65,1641.09
20240626111016,0,1013.7,43.74,43.3,103690.28,1645.74
20240626112016,0,1013.66,43.65,44.19,100869.01,1622.13
20240626113016,0,1013.67,42.81,47.08,98083.14,1590.84
20240626114016,0,1013.64,42.82,48.2,94858.29,1530.13
20240626115016,0,1013.7,41.17,54.06,91267.23,1487.94
20240626120016,0,1013.62,41.32,55.17,88370.49,1432.32
20240626121016,0,1013.59,41.25,57.04,85209.97,1383.84
20240626122016,0,1013.5,39.66,64.45,51299.63,633.48
20240626123016,0,1013.51,36.3,86.43,13701.33,52.62
20240626124016,0,1013.39,36.35,89.44,18118,77.27
20240626125016,0,1013.38,35.9,92.14,13751.75,46.28
20240626130016,0,1013.23,35.02,95.66,7767.92,16.24
20240626131016,0,1013.19,34.17,99.92,4614.83,4.79
20240626132016,0,1013.14,33.92,100,4193.08,3.95
20240626133016,0,1013.11,33.68,100,4023.42,3.54
20240626134016,0,1012.97,33.87,100,3966.83,3.39
20240626135016,0,1012.86,33.88,100,3941.75,3.34
20240626140016,0,1012.88,33.64,100,4639.83,4.52
20240626141016,0,1012.79,33.48,100,4761.84,5.27
20240626142016,0,1012.82,33.52,100,4352.33,4.12
20240626143016,0,1012.79,33.36,100,3741.16,2.56
20240626144016,0,1012.78,33.12,100,3856.5,2.66
20240626145016,0,1012.92,32.7,100,2858.58,1.22
20240626150016,0,1012.87,32.6,100,2627.5,1.11
20240626151016,0,1012.73,32.58,100,2676.75,1.18
20240626152016,0,1012.7,32.6,100,2633,1.19
20240626153016,0,1012.68,32.58,100,2654.75,1.21
20240626154016,0,1012.61,32.58,100,2738.33,1.33
20240626155016,0,1012.58,32.65,100,2828.83,1.46
20240626160016,0,1012.6,32.78,100,2853.25,1.54
20240626161016,0,1012.68,32.76,100,3002.17,1.72
20240626162016,0,1012.68,32.66,100,2972.58,1.57
20240626163016,0,1012.48,32.55,100,3172.83,1.85
20240626164016,0,1012.43,32.34,100,2551.83,1.08
20240626165016,0,1012.49,32.34,100,2317.67,0.88
20240627070016,0,1014.14,43.63,42,59493.63,1012.02
20240627071016,0,1014.06,43.86,42.38,67719.01,1110.45
20240627072016,0,1013.89,46.54,38.24,76576.88,1185.49
20240627073016,0,1013.95,47.06,37.51,81519.73,1172.72
20240627074016,0,1013.92,47.06,37.31,94924.23,1334.07
20240627075016,0,1013.81,47.86,36.25,100689.86,1376.66
20240627080016,0,1013.84,48.16,34.86,105153.66,1423.11
20240627081016,0,1013.88,47.52,34.62,109518.09,1470.78
20240627082016,0,1013.92,45.68,36.78,108996.1,1481.8
20240627083016,0,1013.92,46.21,37.31,112722.63,1532.29
20240627084016,0,1013.94,45.9,38.69,112962.16,1551.17
20240627085016,0,1013.85,45.65,38.68,103253.46,1389.49
20240627090016,0,1013.74,45.62,39.08,112510.6,1550.71
20240627091016,0,1013.78,46.63,36.03,116728.23,1605.52
20240627092016,0,1013.82,46.02,36.85,113801.3,1574.65
20240627093016,0,1013.8,44.4,40.88,111847.56,1576.12
20240627094016,0,1013.7,44.67,41.28,114645.65,1612.48
20240627095016,0,1013.64,44.57,41.46,115805.53,1642.89
20240627100016,0,1013.59,44.51,42.04,117096.95,1654.8
20240627101016,0,1013.52,43.82,44.05,114818.15,1632.68
20240627102016,0,1013.41,43.81,43.46,110659.82,1596.74
20240627103016,0,1013.25,43.92,41.9,105920.03,1541.98
20240627104016,0,1013.19,43.75,42.24,106680.82,1603.3
20240627105016,0,1013.15,42.8,44.04,104591.59,1645.5
20240627110016,0,1013.03,42.11,45.93,102065.19,1631.31
20240627111016,0,1012.88,42.04,48.67,102418.45,1660.25
20240627112016,0,1012.74,42.33,50.11,101039.53,1649.27
20240627113016,0,1012.61,42.64,48.97,97807.68,1594.11
20240627114016,0,1012.56,42.84,48.99,94765.39,1536.78
20240627115016,0,1012.42,42.18,51.62,91031.66,1483.49
20240627120016,0,1012.26,42.36,51.46,88111.38,1427.11
20240627121016,0,1012.24,41.99,53.62,83679.93,1356.15
20240627122016,0,1012.27,39.88,64.18,51318.51,657.87
20240627123016,0,1012.25,35.81,90.86,6880.42,11.36
20240627124016,0,1012.28,34.89,99.31,6932.08,11.02
20240627125016,0,1012.26,34.69,99.94,7009.33,11.34
20240627130016,0,1012.15,34.66,100,7101.92,11.67
20240627131016,0,1012.17,34.24,100,7524.92,13.04
20240627132016,0,1012.16,34.08,100,8481.33,16.36
20240627133016,0,1012.07,34.26,100,9560.67,20.27
20240627134016,0,1011.95,34.18,100,11101,26.24
20240627135016,0,1011.96,34.34,100,12211.58,32.15
20240627140016,0,1011.83,34.36,100,12646.5,35.21
20240627141016,0,1011.9,34.5,100,13235.5,39.81
20240627142016,0,1011.87,34.3,100,12880.5,37.2
20240627143016,0,1011.83,34.36,100,13270.5,39.46
20240627144016,0,1011.78,34.5,100,13784.08,43.25
20240627145016,0,1011.73,34.38,100,12212.67,34.49
20240627150016,0,1011.69,34.17,100,12521.33,34.68
20240627151016,0,1011.63,34.18,100,13389,39.82
20240627152016,0,1011.6,34.07,100,12825.58,36.65
20240627153016,0,1011.5,34.17,100,12506.58,35.18
20240627154016,0,1011.49,34.25,100,11866.67,32.15
20240627155016,0,1011.4,34.37,100,10960.33,27.78
20240627160016,0,1011.33,33.99,100,10113,23.96
20240627161016,0,1011.33,33.79,100,9203.33,19.68
20240627162016,0,1011.2,33.7,100,8075.33,15.27
20240627163016,0,1011.18,33.77,100,7353,12.89
20240627164016,0,1011.2,33.54,100,6668.33,10.47
20240627165016,0,1011.31,33.4,100,6283.67,9.12
20240628070016,0,1011.86,41.97,61.15,52485.1,792.41
20240628071016,0,1011.88,44.62,49.29,59123.65,879.77
20240628072016,0,1011.89,45.66,42.47,70467.15,1075.22
20240628073016,0,1011.85,45.76,41.13,77577.2,1144.71
20240628074016,0,1011.86,45.48,41.43,73215.11,964.76
20240628075016,0,1011.9,44.18,42.96,74189.55,947.87
20240628080016,0,1011.93,43.14,45.01,75739.54,961.2
20240628081016,0,1011.9,43.41,45.1,83704.91,1107.55
20240628082016,0,1011.89,45.05,43.67,76162.16,941.9
20240628083016,0,1011.94,44.21,44.81,52981.93,495.98
20240628084016,0,1011.95,41.14,50.42,49285.23,437.54
20240628085016,0,1011.97,40.76,53,56973.15,575.86
20240628090016,0,1011.92,41.75,51.29,65709.2,757.89
