Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240421070004,1.68,1004.39,30.51,56.74,28040.58,143.8
20240421071004,2.09,1004.63,29.84,58.81,25742.67,117.68
20240421072004,1.42,1004.71,29.71,58.67,21876.33,86.23
20240421073004,2.39,1004.69,29.2,59.35,23235.42,98.25
20240421074004,1.77,1004.76,30.03,57.86,33633.52,211.88
20240421075004,1.57,1004.8,32.94,50.14,53381.2,508.94
20240421080004,1.78,1004.84,35.73,41.63,60611.11,631.32
20240421081004,1.98,1004.89,38.3,35.53,79554.3,978.06
20240421082004,1.81,1004.97,38.16,35.36,59465.96,608.94
20240421083004,1.44,1004.92,38.84,33.42,62640.5,686.51
20240421084004,0.8,1004.82,39,33.01,52460.12,483.78
20240421085004,1.21,1004.87,39.9,31.73,61548.18,650.96
20240421090004,1.98,1004.91,38.57,33.53,46145.01,381.45
20240421091004,0.87,1004.93,38.15,35.44,48240.88,404.16
20240421092004,1.46,1004.96,37.69,36.21,39924.51,296.95
20240421093004,1.32,1004.92,38.09,34.86,48436.74,423.24
20240421094004,1.56,1004.88,39.14,32.25,56734.53,542.33
20240421095004,1.52,1004.84,39.85,30.44,63699.4,637.92
20240421100004,1.15,1004.82,40.82,28.63,67269.25,673.43
20240421101004,1.64,1004.78,42.53,25.4,101359.92,921
20240421102004,1.91,1004.66,45.27,21.96,116625.81,813.67
20240421103004,1.71,1004.58,46.56,20.13,112031.92,699.56
20240421104004,1.64,1004.57,47.15,18.98,78759.36,463.6
20240421105004,1.41,1004.58,46.38,20.22,88857.62,547.88
20240421110004,1.66,1004.46,47.04,19.29,110316.44,911.04
20240421111004,1.24,1004.18,48.52,17.79,76199.18,539.58
20240421112004,1.47,1004.2,46.37,20.24,75501.09,814.54
20240421113004,1.44,1004.18,48.57,18.16,117407.81,1166.18
20240421114004,1.33,1004.05,50.52,16.12,111488.54,966.67
20240421115004,2.05,1003.85,48.93,17.83,117267.83,1023
20240421120004,1.58,1003.7,49.49,17.24,110472.59,967
20240421121004,1.41,1003.61,50.59,15.76,102102.92,950.28
20240421122004,1.7,1003.45,51.34,15.66,92838.06,915.53
20240421123004,1.85,1003.3,50.75,16.82,85611.21,873.33
20240421124004,2.26,1003.19,50.12,18.9,64866.81,841.05
20240421125004,2.32,1003,49.16,19.66,67252.54,947.3
20240421130004,2.58,1002.98,49.1,18.76,57926.03,920.28
20240421131004,2.38,1002.76,48.77,19.1,51394.75,869.02
20240421132004,2.72,1002.8,48.29,19.69,46971.03,1165.03
20240421133004,2.5,1002.82,47.56,20.78,43181.24,1436.52
20240421134004,2.4,1002.87,47.38,20.96,40696.87,1373.54
20240421135004,2.74,1002.82,46.6,21.79,39104.16,1318.84
20240421140004,1.99,1002.85,47.31,20.91,38850.16,1222.78
20240421141004,2.66,1002.85,46.61,21.77,36365.08,1092.69
20240421142004,2.11,1002.85,46.37,22.03,34198.83,962.28
20240421143004,2.16,1002.85,46.54,21.57,31507.33,804.65
20240421144004,2.25,1002.87,45.73,22.99,30249.75,731.42
20240421145004,2.86,1002.91,44.75,24.48,28466.33,627.32
20240421150004,2.49,1002.97,43.68,25.56,26948.58,552.54
20240421151004,2.47,1003,43.74,25.94,24387.83,438.17
20240421152004,2.52,1002.93,42.73,29.23,20631.67,284.85
20240421153004,3.09,1002.98,40.92,34.32,18503.08,233.24
20240421154004,2.66,1003.02,40.96,34.22,14919.5,227.75
20240421155004,2.17,1003.11,40.78,34.37,13763.5,166.18
20240421160004,2.33,1003.26,39.57,37,12046.17,84.78
20240421161004,2.2,1003.32,36,45.99,8861.58,20.24
20240421162004,1.86,1003.41,34.37,50.52,8311.92,23.21
20240421163004,2.39,1003.48,34.99,49.27,11443.83,43.13
20240421164004,1.8,1003.56,34.34,50.97,12753.29,39.82
20240421165004,1.55,1003.62,33.54,53.52,10946.25,24.71
20240422070004,1.63,1004.29,35.34,45.76,43664.18,389.5
20240422071004,1.94,1004.45,36.69,41.57,50119.33,486.77
20240422072004,0.7,1004.33,37.67,38.53,39916.05,313.04
20240422073004,1.2,1004.27,36.76,39.31,42604.08,336.58
20240422074004,1.18,1004.34,37.84,37.44,49140.13,451.74
20240422075004,1.49,1004.39,38.91,35.23,52867.11,511.52
20240422080004,0.98,1004.45,38.98,35.42,52078.98,532.6
20240422081004,1.43,1004.44,42.17,30.11,72537.51,940.68
20240422082004,1.75,1004.48,44.16,26.62,83511.74,1082.37
20240422083004,1.52,1004.47,46.2,23.41,91467.58,674.89
20240422084004,1.37,1004.48,47.53,21.34,84623.47,536.11
20240422085004,0.91,1004.44,47.3,21.45,86669.75,587.91
