Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20241027070008,0,1007.15,26.37,100,1836.5,0.74
20241027071008,0,1007.16,26.39,100,2208.75,1.06
20241027072008,0,1007.2,26.44,100,2448.5,1.36
20241027073008,0,1007.2,26.6,100,3695.08,3.17
20241027074008,0,1007.2,27.12,100,4729.33,5.02
20241027075008,0,1007.14,27.17,100,6574.75,9.93
20241027080008,0,1007.09,27.19,100,7913.42,13.91
20241027081008,0,1007.04,26.27,100,6027,8.16
20241027082008,0,1007.02,26.28,100,6490.83,9.66
20241027083008,0,1007.04,26.38,100,8253.67,15.58
20241027084008,0,1007.06,26.51,100,9933.17,22.47
20241027085008,0,1006.95,26.57,100,12549.58,35.3
20241027090008,0,1006.89,26.78,100,11542.42,29.19
20241027091008,0,1006.82,27.11,100,9731.17,21.55
20241027092008,0,1006.7,27.75,100,10806.08,26.7
20241027093008,0,1006.57,28.62,100,17743.33,69.25
20241027094008,0,1006.53,29.29,100,19230.33,80.77
20241027095008,0,1006.46,29.31,100,17784.92,69.05
20241027100008,0,1006.35,29.61,100,19146.5,80.94
20241027101008,0,1006.13,30.28,100,23814.25,121.51
20241027102008,0,1005.96,30.73,100,28096.16,135.72
20241027103008,0,1005.79,32.42,100,64273.23,259.18
20241027104008,0,1005.58,36.83,86.36,87886.41,1553.95
20241027105008,0,1005.34,38.9,71.89,89079.18,1567.19
20241027110008,0,1005.06,43.36,52.88,99297.1,1682.39
20241027111008,0,1004.71,47.08,39.85,103244.3,1666.51
20241027112008,0,1004.45,48.15,34.92,107426.7,1673.84
20241027113008,0,1004.15,49.2,29.98,111115.69,1679.86
20241027114008,0,1003.93,50.96,29.71,114514.48,1654.35
20241027115008,0,1003.67,53,25.55,117696.75,1647.18
20241027120008,0,1003.43,52.04,25.32,117758.2,1654
20241027121008,0,1003.16,51.15,26.23,84155.85,1093.66
20241027122008,0,1002.82,46.07,33.16,84227.02,1192.08
20241027123008,0,1002.7,50.43,27.52,112250.77,1672.58
20241027124008,0,1002.49,52.37,24.5,110377.35,1638.26
20241027125008,0,1002.31,53.29,22.89,111837.31,1618.07
20241027130008,0,1002.08,52.44,23.18,112399.92,1603.64
20241027131008,0,1001.87,51.91,23.46,110860.35,1600.46
20241027132008,0,1001.7,52.24,23.18,108654.23,1612.36
20241027133008,0,1001.5,52.1,22.76,96522.19,1464.42
20241027134008,0,1001.31,51.53,23.28,100155.83,1567.51
20241027135008,0,1001.23,51.76,22.94,95998.41,1534.94
20241027140008,0,1001.15,49.52,25.13,68708.74,1057.08
20241027141008,0,1001.1,46.09,29.27,31896.38,340.03
20241027142008,0,1001.06,40.87,39.68,16044.33,62.68
20241027143008,0,1001.15,37.17,54.79,13455.58,41
20241027144008,0,1001.31,36.03,67.72,11708.67,34.59
20241027145008,0,1001.48,34.84,78.8,10211.25,26.51
20241027150008,0,1001.56,34.37,86.22,10281.33,25.96
20241027151008,0,1001.61,33.87,90.5,7089.67,11.06
20241027152008,0,1001.72,33,98.86,5029.42,5.23
20241027153008,0,1001.81,32.4,100,3902.75,3.08
20241027154008,0,1001.89,32.12,100,3430.75,2.62
20241027155008,0,1001.94,32.13,100,4696.5,5.02
20241027160008,0,1002.07,32.14,100,3917.33,3.77
20241027161008,0,1002.24,31.83,100,2094.58,0.96
20241027162008,0,1002.38,31.51,100,1073.17,0.2
20241027163008,0,1002.54,31.16,100,547.25,0.04
20241027164008,0,1002.65,30.91,100,362.58,0.01
20241027165008,0,1002.71,30.72,100,271.42,0.01
20241028070008,0,1004.48,25.96,100,2624.75,1.47
20241028071008,0,1004.65,25.86,100,3180.83,2.24
20241028072008,0,1004.68,26.04,100,3550,2.75
20241028073008,0,1004.7,26.22,100,3126.08,1.99
20241028074008,0,1004.89,26.31,100,4030.5,3.98
20241028075008,0,1004.98,26.57,100,3825.67,3.36
20241028080008,0,1005.1,26.98,100,6253,8.83
20241028081008,0,1005.39,27.48,100,7866.92,14.76
20241028082008,0,1005.55,28.05,100,9828.08,23
20241028083008,0,1005.5,28.38,100,10361.46,24.66
20241028084008,0,1005.56,28.4,100,11140.17,29.14
20241028085008,0,1005.63,28.55,100,11384.42,31.48
