Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240618070009,0,1003.82,29.43,74.22,4717.33,4.63
20240618071009,0,1003.76,29.59,73.65,5711.58,6.55
20240618072009,0,1003.7,29.72,72.86,6029.84,6.94
20240618073009,0,1003.79,29.91,72.43,5664.92,6.79
20240618074009,0,1003.97,30.21,71.52,7338.33,10.85
20240618075009,0,1004.04,30.47,70.62,10103.08,19.95
20240618080009,0,1004.06,30.97,68.82,10035.75,20.11
20240618081009,0,1004.08,31.19,67.63,11120.5,23.84
20240618082009,0,1004.21,31.79,66.78,13213.58,33.39
20240618083009,0,1004.25,32.43,64.07,17623.92,58.26
20240618084009,0,1004.16,32.92,60.42,19317.42,68.57
20240618085009,0,1004.16,33.28,58.12,19495.08,69.87
20240618090009,0,1004.13,33.61,57.71,21316.08,83.36
20240618091009,0,1004.15,34.17,56.57,22876.33,96.05
20240618092009,0,1004.23,34.15,56.41,23696.5,106.62
20240618093009,0,1004.26,33.73,57.98,21082.75,83.32
20240618094009,0,1004.34,33.21,59.89,20492.92,79.4
20240618095009,0,1004.48,32.08,64.16,17369.83,57.7
20240618100009,0,1004.59,32.32,64.14,15755.33,48.39
20240618101009,0,1004.64,32.69,63.14,15502,47.77
20240618102009,0,1004.69,32.81,63.18,14433.58,44.29
20240618103009,0,1004.75,32.53,63.89,11469.66,29.63
20240618104009,0,1004.7,32.69,64.57,12204.58,32.69
20240618105009,0,1004.67,32.69,64.15,12353.33,35.05
20240618110009,0,1004.63,32.46,65.06,8541.25,17.63
20240618111009,0,1004.54,32.34,65.38,9543.17,21.39
20240618112009,0,1004.37,32.3,64.82,11181.25,30.07
20240618113009,0,1004.17,33.25,62.34,16006.92,59.04
20240618114009,0,1004.11,33.42,61.43,17803.67,68.21
20240618115009,0,1004.06,34.33,58.85,24209.83,121.75
20240618120009,0,1003.98,35.09,55.99,23940.92,120.13
20240618121009,0,1003.9,34.75,56.46,17955.34,69.88
20240618122009,0,1003.8,33.63,60.04,15606.25,50.1
20240618123009,0,1003.68,33.28,61.6,20113,76.88
20240618124009,0,1003.5,33,62.69,19828.5,74.86
20240618125009,0,1003.4,33.42,61.31,16808.67,59.19
20240618130009,0,1003.32,32.93,63.08,10849.75,25.62
20240618131009,0,1003.26,32.86,63.29,15644.67,50.3
20240618132009,0,1003.13,33.52,61.35,15645.33,50.91
20240618133009,0,1003.05,33.44,61.18,12560.25,30.8
20240618134009,0,1002.97,33.41,61.43,14074.67,41.04
20240618135009,0,1002.86,33.44,61.08,11986.33,29
20240618140009,0,1002.75,32.73,63.99,8575.25,14.02
20240618141009,0,1002.67,32.27,66.01,9319.17,16.41
20240618142009,0,1002.59,31.45,68.95,12717.92,32.12
20240618143009,0,1002.56,31.87,68.1,14280.5,39.38
20240618144009,0,1002.58,32.15,66.57,12385.75,28.76
20240618145009,0,1002.55,32.47,65.05,12913.25,35.72
20240618150009,0,1002.53,33.03,62.99,11904.42,29.75
20240618151009,0,1002.52,32.81,62.94,8576.08,13.95
20240618152009,0,1002.44,32.45,64,7183.08,10.11
20240618153009,0,1002.53,31.47,67.27,5612.83,6.1
20240618154009,0,1002.48,30.81,70.3,4862.5,4.77
20240618155009,0,1002.45,30.44,72.51,4949.67,5.05
20240618160009,0,1002.53,30.88,69.95,5951.75,7.1
20240618161009,0,1002.64,31.03,68.77,6153.08,7.54
20240618162009,0,1002.65,31.12,67.27,5942.75,6.94
20240618163009,0,1002.56,31.14,66.89,4939.67,4.96
20240618164009,0,1002.47,31.03,66.85,4312.25,3.88
20240618165009,0,1002.55,30.9,66.98,3334.58,2.45
20240619070009,0,1004.11,29.42,72.3,7101.5,9.71
20240619071009,0,1004.09,29.82,70.6,7801.08,11.73
20240619072009,0,1004.11,30.1,69.26,8129.33,12.79
20240619073009,0,1004.11,30.43,68.24,8602.92,14.33
20240619074009,0,1004.12,30.67,67.16,9148.25,15.93
20240619075009,0,1004.13,30.96,66.85,10554.25,21.21
20240619080009,0,1004.09,31.42,65.69,12055.08,27.82
20240619081009,0,1004.11,31.67,64.68,13832.33,36.87
20240619082009,0,1004.18,31.72,64.52,12223.25,27.75
20240619083009,0,1004.23,31.67,64.72,10170.83,17.71
20240619084009,0,1004.27,32.15,62.71,14496,37.03
20240619085009,0,1004.25,32.55,60.9,14991.92,41.35
20240619090009,0,1004.22,32.51,60.61,13472.67,33.74
20240619091009,0,1004.22,32.83,59.39,14947.67,40.05
20240619092009,0,1004.24,33.26,58.95,16293.92,49.43
20240619093009,0,1004.33,34.33,56.96,18463.25,66.09
20240619094009,0,1004.22,34.82,56.41,18598.34,85.28
20240619095009,0,1004.17,34.64,57.46,52006.21,215.08
20240619100009,0,1004.07,35.22,56.13,77683.76,510.2
20240619101009,0,1003.97,35.25,55.49,80606.55,887.48
20240619102009,0,1003.82,35.7,53.82,87060.39,1098.22
20240619103009,0,1003.72,36.46,51.18,63209.14,801.36
20240619104009,0,1003.65,36.28,51.15,31894.61,585.61
20240619105009,0,1003.56,35.94,51.98,12241.83,908.48
20240619110009,0,1003.52,35.5,52.85,12278.42,208.37
20240619111009,0,1003.41,35.47,53.51,10166.58,16.68
20240619112009,0,1003.29,35.15,54.75,11095.17,20.89
20240619113009,0,1003.13,34.43,57.15,9656.25,14.99
20240619114009,0,1003.03,33.92,58.65,10295.92,16.5
20240619115009,0,1002.88,33.51,61.52,8359.42,10.44
20240619120009,0,1002.73,32.54,63.9,8683.58,11.14
20240619121009,0,1002.52,33.24,61.32,8865.92,12.5
20240619122009,0,1002.42,33.33,61.03,7783.5,9.26
20240619123009,0,1002.24,33.47,60.95,8012.58,10.52
20240619124009,0,1002.09,33.57,60.5,9454.5,16.77
20240619125009,0,1001.96,33.39,61.26,6918,8
20240619130009,0,1001.91,33.49,60.57,6931.33,8.28
20240619131009,0,1001.94,33.5,60.39,7905.75,10.98
20240619132009,0,1001.86,33.3,60.74,8228.92,12.57
20240619133009,0,1001.77,33.24,60.13,6918.83,8.86
20240619134009,0,1001.8,33.28,60.2,7360.5,10.05
20240619135009,0,1001.84,33.34,59.63,10110.92,20.67
20240619140009,0,1001.8,33.43,60.15,9379.25,17.03
20240619141009,0,1001.75,33.22,61.32,10471.67,20.99
20240619142009,0,1001.6,32.97,62.24,11235.67,24.65
20240619143009,0,1001.43,32.86,62.62,10862.67,22.79
20240619144009,0,1001.28,32.28,64.28,5185.17,6.37
20240619145009,0,1001.21,31.73,66.25,2844.58,1.35
20240619150009,0,1001.34,31.59,66.82,3268.25,1.99
20240619151009,0,1001.43,31.31,67.53,2266.5,0.88
20240619152009,0,1001.54,31.26,67.72,2577.17,1.11
20240619153009,0,1001.62,31.33,67.92,2144.58,0.82
20240619154009,0,1001.78,31.28,67.53,2198.42,0.83
20240619155009,0,1001.87,31.3,67.93,1541,0.45
20240619160009,0,1001.8,31.3,67.44,1034.42,0.23
20240619161009,0,1001.88,31.2,67.09,723.25,0.13
20240619162009,0,1001.85,31.14,67.07,624.25,0.1
20240619163009,0,1001.82,31.17,67.45,759.25,0.14
20240619164009,0,1001.84,31.13,68.91,694.33,0.12
20240619165009,0,1001.73,31.09,70.52,684.67,0.14
20240620070009,0,1003.05,29.38,71.85,7902.42,14.04
20240620071009,0,1003,29.85,69.92,7828.58,13.89
20240620072009,0,1003.06,30.19,68.49,8819.33,17.43
20240620073009,0,1003.03,30.6,66.71,9389.33,19.39
20240620074009,0,1002.97,30.83,66.12,9791.17,21.61
20240620075009,0,1003.01,31.03,65.24,8947.33,17.99
20240620080009,0,1003.06,31.09,64.2,7892.5,14.01
20240620081009,0,1003.13,31.29,64.39,8895.08,16.15
20240620082009,0,1003.09,31.47,63.11,12143.08,28.34
20240620083009,0,1003.11,32,60.92,13887.58,37.45
20240620084009,0,1003.17,32.23,60.62,13935.17,38.7
20240620085009,0,1003.22,32.29,60.64,11120.83,26.04
20240620090009,0,1003.27,32.15,61.35,9601.33,19.34
20240620091009,0,1003.22,32.06,61.78,10779.75,24.61
20240620092009,0,1003.32,32.49,61.18,14626.08,39.67
20240620093009,0,1003.32,33.26,59.15,13987.75,42.36
20240620094009,0,1003.19,33.41,58.23,15447.33,61.92
20240620095009,0,1003.17,34.16,56.88,35097.61,168.14
20240620100009,0,1003.15,34.9,54.67,45709.2,323.06
20240620101009,0,1003.18,35.7,52.05,56055,526.7
20240620102009,0,1003.11,36.1,52.27,51482.19,621.56
20240620103009,0,1002.96,36.06,51.96,24961.55,287.83
20240620104009,0,1002.84,35.48,52.92,11036.42,23.72
20240620105009,0,1002.78,34.56,55.07,12003.84,188.02
20240620110009,0,1002.63,34.07,57.47,8753.42,48.83
20240620111009,0,1002.49,34.14,58.97,5769.92,6.2
20240620112009,0,1002.42,34.2,59.1,5076.25,4.84
20240620113009,0,1002.29,33.56,59.97,4614.83,3.68
20240620114009,0,1002.22,33.23,61.22,4588.25,3.5
20240620115009,0,1002.12,32.76,61.63,4472.92,3.22
20240620120009,0,1002.06,33.11,61.31,4211.08,2.95
