Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240315070016,0,1021.49,19.08,71.59,2427.58,1.2
20240315071016,0.16,1021.62,19.35,71.13,3252.42,2.13
20240315072016,0.16,1021.65,19.52,68.74,3592.17,2.52
20240315073016,0.82,1021.71,19.61,68.52,3945.58,3.02
20240315074016,0.2,1021.8,19.81,69.16,4460.08,3.9
20240315075016,0.56,1021.85,20.1,67.43,5480.5,5.85
20240315080016,0.5,1021.89,20.56,66.09,8792.5,14.6
20240315081016,0.4,1021.9,21.26,65.11,10421.67,20.39
20240315082016,0.22,1021.9,21.92,63.67,11568.25,24.8
20240315083016,0.2,1021.96,22.3,61.92,10461.67,19.81
20240315084016,0.42,1022.02,22.19,62.75,9466.75,16.26
20240315085016,0.2,1022.05,22.66,62.88,14469.58,39.79
20240315090016,0.03,1022.03,23.9,59.83,18043.08,59.15
20240315091016,0.33,1021.99,24.84,57.24,21830.08,86.46
20240315092016,0.14,1021.88,25.62,55.72,22039.17,88.58
20240315093016,0.23,1021.85,26.23,53.9,22511.75,92.52
20240315094016,0.47,1021.84,26.52,53.23,26235.5,124.15
20240315095016,0.5,1021.82,28.28,49.54,56845.05,714.49
20240315100016,0.78,1021.66,36.96,31.9,115069.53,1883.9
20240315101016,1.79,1021.63,37.3,28.92,116467.32,1840.74
20240315102016,1.76,1021.56,36.42,30.1,97834.45,1454.13
20240315103016,2.22,1021.5,36.05,30.36,109622.31,1752.67
20240315104016,1.98,1021.36,37.05,29.44,111596.71,1802.39
20240315105016,2.61,1021.27,36.86,28.46,101005.93,1581.07
20240315110016,2.3,1021.2,33.41,34.24,62011.23,700.17
20240315111016,2.28,1021.08,31.55,37.05,50331,451.38
20240315112016,2.77,1021.03,28.45,43.64,33992.97,204.38
20240315113016,2.29,1020.88,27.25,46.75,27415.5,131.71
20240315114016,1.91,1020.75,26.66,48.98,23034.83,93
20240315115016,2.42,1020.72,25.84,51.74,19127.58,66.08
20240315120016,1.73,1020.62,26.03,51.36,19504,68.61
20240315121016,1.97,1020.49,25.93,51.31,19143.33,66.55
20240315122016,1.9,1020.37,25.75,52.08,17677.92,55.96
20240315123016,1.38,1020.36,25.76,52.68,14461.75,38.97
20240315124016,1.59,1020.32,25.45,53.92,12595.17,29.51
20240315125016,1.18,1020.19,25.23,54.52,11979.83,26.55
20240315130016,0.94,1020.07,25.05,54.54,11570.33,25.02
20240315131016,1.36,1019.98,25.03,54.92,11575.58,24.55
20240315132016,1.24,1019.9,24.65,55.81,9264.17,15.6
20240315133016,0.87,1019.8,24.71,55.82,8324.08,12.39
20240315134016,0.57,1019.75,24.77,57.4,8151.33,11.67
20240315135016,0.58,1019.67,24.94,56.9,8111,11.73
20240315140016,0.32,1019.61,24.99,57.51,8481.08,12.88
20240315141016,0.13,1019.6,25.16,58.02,7309.75,10.04
20240315142016,0.36,1019.59,24.79,60.03,6422.5,7.61
20240315143016,0.24,1019.57,24.45,61.31,7063.75,9.51
20240315144016,0.08,1019.51,24.76,60.6,9101.58,15.51
20240315145016,0.21,1019.43,25.17,59.82,12050.25,27.2
20240315150016,0.49,1019.42,25.53,58.65,12913.17,31.14
20240315151016,0.38,1019.41,25.52,58.45,11581.83,25.52
20240315152016,0.46,1019.38,25.68,57.5,12079.33,27.93
20240315153016,0.64,1019.39,25.62,56.96,12516.58,29.63
20240315154016,0.58,1019.37,25.74,56.98,12528.5,29.72
20240315155016,0.64,1019.38,25.76,56.7,10641.25,21.38
20240315160016,0.38,1019.39,25.56,56.86,9849.08,18.32
20240315161016,0.5,1019.45,25.48,57.24,9713.17,18.12
20240315162016,0.28,1019.43,25.41,57.23,9030.42,15.97
20240315163016,0,1019.47,25.47,56.65,7294.25,10.64
20240315164016,0.12,1019.51,25.12,57.41,5604.33,6.34
20240315165016,0.08,1019.52,24.74,57.96,4468.83,4.09
20240316070016,0.78,1021.07,25.8,56.19,29627.42,345.6
20240316071016,0.06,1021.19,29.39,47.91,39131.03,507.49
20240316072016,0.41,1021.3,30.9,42.86,37257.15,312.9
20240316073016,0.29,1021.32,30.58,43.5,42345.03,424.1
20240316074016,0.06,1021.4,32.15,40.07,42767.75,437.7
20240316075016,0.52,1021.43,30.25,42.62,31052.04,225.66
20240316080016,0.42,1021.42,33.22,37.53,75260.32,1248.22
20240316081016,0.23,1021.42,36.81,30.86,68195.72,949.84
20240316082016,0.6,1021.46,34.78,33.33,36162.78,259.72
20240316083016,0.68,1021.56,31.58,39,43249.57,378.27
20240316084016,0.24,1021.6,32.15,38.48,39625.61,274.58
20240316085016,0.25,1021.67,32.64,36.97,51485.54,527.09
