Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240514070001,0,1009.45,22.71,100,8713.5,17.71
20240514071001,0,1009.52,23.2,100,11772.42,32.08
20240514072001,0,1009.72,24.06,100,11577.67,30.06
20240514073001,0,1009.86,24.36,100,11808.12,31.18
20240514074001,0,1009.95,23.93,100,8425.25,15.93
20240514075001,0,1010.05,23.63,100,9454.54,19.64
20240514080001,0,1010.04,23.9,100,14159.92,44.42
20240514081001,0,1009.99,25.12,100,18650.62,73.43
20240514082001,0,1009.9,26.78,100,20601.42,90.21
20240514083001,0,1010.05,27.49,94.12,12689,35.8
20240514084001,0,1010.09,26.4,90.23,14999.17,49.48
20240514085001,0,1009.99,26.72,89.69,15989.25,55.96
20240514090001,0,1009.94,27.09,87.45,14954.5,49.01
20240514091001,0,1009.9,27.77,85.65,20602.67,91.79
20240514092001,0,1009.91,29.11,79.76,25160.08,138.15
20240514093001,0,1009.89,30.03,73.24,21276.67,96.63
20240514094001,0,1009.86,29.8,69.5,19114.42,79.09
20240514095001,0,1009.71,29.82,68.54,25312.75,138.81
20240514100001,0,1009.56,32.73,63.35,38387.54,310.23
20240514101001,0,1009.58,34.68,56.86,46828.26,466.25
20240514102001,0,1009.46,36.91,50.37,32877.02,224.32
20240514103001,0,1009.31,36.67,47.23,35162.4,257.93
20240514104001,0,1009.19,36.47,46.52,33430.08,235.07
20240514105001,0,1009.12,36.7,45.09,43132.28,392.18
20240514110001,0,1009.07,36.9,44.13,38018.15,308.08
20240514111001,0,1008.89,37.58,43.45,38161.33,311.24
20240514112001,0,1008.87,39,41.29,42865.85,400.35
20240514113001,0,1008.64,40.54,39.17,48137.2,498.28
20240514114001,0,1008.51,42.09,35.97,37390.37,304.97
20240514115001,0,1008.37,41.33,36.19,49512.54,507.98
20240514120001,0,1008.27,41.91,35.34,68030.76,866.69
20240514121001,0,1008.1,42.47,34.39,63340.24,781.72
20240514122001,0,1007.89,43.03,33.38,50121.72,514.54
20240514123001,0,1007.75,40.58,34.58,26774.92,162.25
20240514124001,0,1007.67,36.99,40.07,33632.81,309.21
20240514125001,0,1007.51,37.4,40.79,34231.24,259.81
20240514130001,0,1007.38,37.02,41.32,28267.13,179.82
20240514131001,0,1007.41,36.42,42.54,22444.08,103.47
20240514132001,0,1007.32,35.37,44.42,29831.65,208.58
20240514133001,0,1007.4,35.92,46.32,36199.94,306.62
20240514134001,0,1007.39,35.52,44.42,30511.83,206.19
20240514135001,0,1007.33,34.16,45.97,25476.67,145.89
20240514140001,0,1007.38,31.28,50.98,15518.89,52.39
20240514141001,0,1007.39,29.24,56.62,14529.92,46.87
20240514142001,0,1007.37,28.9,60.4,23538.84,126.56
20240514143001,0,1007.28,29.38,60.28,19742.22,88.65
20240514144001,0,1007.4,29.06,61.85,14098.23,46.43
20240514145001,0,1007.46,29.09,62.34,11996.88,33.99
20240514150001,0,1007.62,28.55,63.55,11456.56,30.11
20240514151001,0,1007.68,27.49,67,13572.6,42.77
20240514152001,0,1007.66,28.02,67.32,11375.33,29.33
20240514153001,0,1007.57,28.16,66.03,11169.72,30.17
20240514154001,0,1007.55,27.69,68.49,8936.11,19.67
20240514155001,0,1007.59,27.49,71.12,9323.58,21.05
20240514160001,0,1007.58,27.54,72.02,11663,32.07
20240514161001,0,1007.68,27.36,72.84,11470,30.19
20240514162001,0,1007.77,26.93,74.15,7887.17,15.29
20240514163001,0,1007.81,26.21,76.44,5072.17,6.59
20240514164001,0,1007.9,26.05,78.06,4782.58,5.84
20240514165001,0,1007.94,25.94,78.67,4566.83,5.36
20240515070001,0,1009.47,37.86,55.42,18699.67,148.78
20240515071001,0,1009.63,37.5,51.79,18401.42,113.83
20240515072001,0,1009.73,36.76,52.33,26799.67,222.88
20240515073001,0,1009.77,37.41,50.38,34912.92,336.25
20240515074001,0,1009.84,39.41,46.72,44071.95,477.91
20240515075001,0,1009.84,40.97,42.83,41310.23,372.27
20240515080001,0,1009.87,41.54,40.71,48741.49,457.29
20240515081001,0,1009.81,43.24,37.82,56245.6,553.13
20240515082001,0,1009.79,44.63,35.17,62603.72,666.41
20240515083001,0,1009.94,45.87,32.92,66693.53,751.27
20240515084001,0,1009.87,46.76,31.23,70637.85,842.97
20240515085001,0,1009.8,47.14,29.98,69738.16,854.26
