Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240410070012,0,1016.74,19.9,100,1327.58,0.51
20240410071012,0,1016.85,19.96,100,1821.08,0.97
20240410072012,0,1016.88,19.99,100,1387.17,0.57
20240410073012,0,1016.89,20.02,100,2129.42,1.18
20240410074012,0,1017,19.99,100,1537.33,0.66
20240410075012,0,1017.03,19.93,100,771.5,0.15
20240410080012,0,1017.01,19.85,100,965.08,0.24
20240410081012,0,1017.12,19.94,100,1455.42,0.55
20240410082012,0,1017.2,19.96,100,1863.58,0.82
20240410083012,0,1017.29,20.04,100,1780.42,0.79
20240410084012,0,1017.41,20.14,100,2486,1.51
20240410085012,0,1017.38,20.24,100,3419.75,2.9
20240410090012,0,1017.32,20.42,100,4326.17,4.64
20240410091012,0,1017.28,20.58,100,5015.75,6.55
20240410092012,0,1017.38,20.83,100,4712,5.96
20240410093012,0,1017.36,20.82,100,3543.17,3.13
20240410094012,0,1017.43,20.89,100,4983.42,6.63
20240410095012,0,1017.45,21.17,100,7763.17,15.81
20240410100012,0,1017.26,21.64,100,9952.75,24.3
20240410101012,0,1017.09,22.09,100,11360.92,32.61
20240410102012,0,1017.01,22.3,99.88,10225.58,24.04
20240410103012,0,1016.97,22.37,99.47,8430.92,17.68
20240410104012,0,1016.86,22.39,98.64,7516.08,15.6
20240410105012,0,1016.76,22.54,97.26,6972.58,14.12
20240410110012,0,1016.64,22.88,96.06,7462.58,14.72
20240410111012,0,1016.58,22.78,93.91,7221.67,13.63
20240410112012,0,1016.52,22.8,94.74,4923.67,6.55
20240410113012,0,1016.44,22.91,94.37,5619.83,8.31
20240410114012,0,1016.46,22.95,94.63,4553.42,5.19
20240410115012,0,1016.45,22.98,94.56,5121.67,6.59
20240410120012,0,1016.27,23.46,93.95,8451.17,17.47
20240410121012,0,1016.17,24.08,90.61,9195.58,21.44
20240410122012,0,1016.04,23.93,89.59,4900.67,6.14
20240410123012,0,1015.86,23.54,90.51,4290.58,4.66
20240410124012,0,1015.73,23.86,92.85,6951.08,11.24
20240410125012,0,1015.55,24.05,90.24,6380.75,9.3
20240410130012,0,1015.37,24.22,89.52,7972.58,15.15
20240410131012,0,1015.28,24.76,85.16,9726.25,23.92
20240410132012,0,1015.15,25.02,84.37,9765.42,25.44
20240410133012,0,1015.05,25.07,83.69,6355.16,10.48
20240410134012,0,1015.01,25.22,81.94,9666.67,25.2
20240410135012,0,1014.83,25.82,79.52,8539.58,19.68
20240410140012,0,1014.66,25.46,78.5,6902.75,11.83
20240410141012,0,1014.64,24.92,80.38,7480.08,13.06
20240410142012,0,1014.54,24.98,82.57,8114.58,14.34
20240410143012,0,1014.52,24.58,83.77,5242.83,8.23
20240410144012,0,1014.38,24.33,85.39,8623.83,20.22
20240410145012,0,1014.36,24.46,85.24,4286.08,5.82
20240410150012,0,1014.32,24.26,85.27,3731,3.98
20240410151012,0,1014.26,23.82,86.71,4499.5,5.29
20240410152012,0,1014.16,24.01,86.66,5372.5,8.11
20240410153012,0,1014.19,23.66,88.12,2985.75,2.28
20240410154012,0,1014.25,23.3,90.13,2367.92,1.47
20240410155012,0,1014.34,23.14,90.37,1969,1.05
20240410160012,0,1014.35,23.06,90.4,1652.17,0.73
20240410161012,0,1014.46,23,90.6,1637.25,0.71
