Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240518070016,0,1011.95,29.91,80.01,15206.75,59.49
20240518071016,0,1012.05,30.34,79.84,15923.75,65.04
20240518072016,0,1012.2,30.51,78.44,12885.17,42.52
20240518073016,0,1012.32,30.06,80.01,12111.58,37.48
20240518074016,0,1012.41,29.72,81.18,17420.25,80.8
20240518075016,0,1012.48,32.74,69.81,43823.09,427.98
20240518080016,0,1012.54,34.22,64.08,42474.77,429.26
20240518081016,0,1012.44,39.95,48.48,74408.05,1103.84
20240518082016,0,1012.36,41.27,41.57,50362.89,565.14
20240518083016,0,1012.3,39.48,43.75,44540.35,492.76
20240518084016,0,1012.12,44.87,33.59,105798.74,1656.46
20240518085016,0,1012.11,44.66,31.21,79048.63,1082.06
20240518090016,0,1011.94,48.94,25.5,113671.57,1671.78
20240518091016,0,1011.96,50.25,22.66,86154.94,1175.18
20240518092016,0,1012.01,48.01,24.55,78709.95,1106.51
20240518093016,0,1011.96,44.73,27.94,77955.09,1098.88
20240518094016,0,1011.97,41.64,35.47,83297.91,1232.63
20240518095016,0,1011.9,44.04,32.47,95391.96,1466.68
20240518100016,0,1011.75,44.43,30.98,67324.67,900.7
20240518101016,0,1011.71,43.87,31.47,72823.86,1032.52
20240518102016,0,1011.68,44.91,28.52,90420.36,1414.44
20240518103016,0,1011.54,44.96,28.8,95070.5,1436.64
20240518104016,0,1011.61,43.42,31.88,71970.23,1061.04
20240518105016,0,1011.52,46.89,28.05,106189.38,1721.49
20240518110016,0,1011.31,46,28.94,80506.11,1214.27
20240518111016,0,1011.18,46.33,27.91,70407.13,1029.12
20240518112016,0,1011.09,43.6,31.01,49394.18,593.56
20240518113016,0,1010.94,43.41,30.87,69691.08,1109.46
20240518114016,0,1010.79,41.8,32.87,49646.58,582.82
20240518115016,0,1010.69,42.85,33.01,68865.95,1074.66
20240518120016,0,1010.61,41.61,33.47,39097.87,385.68
20240518121016,0,1010.57,41.37,34.14,49079.02,595.91
20240518122016,0,1010.41,41.07,36.23,52371.64,785.61
20240518123016,0,1010.29,39.54,40.95,33405.38,249.93
20240518124016,0,1010.11,37.19,45.33,23360.25,127.3
20240518125016,0,1010.01,36.36,46.81,23301.25,129.97
20240518130016,0,1009.97,35.58,51.65,21816,114.57
20240518131016,0,1009.91,35.72,53.25,27531.5,183.22
20240518132016,0,1009.81,36.41,51.56,29123.66,204.97
20240518133016,0,1009.77,35.54,55.69,19393.33,91.4
20240518134016,0,1009.76,34.18,60.68,14383.17,49.95
20240518135016,0,1009.69,33.41,63.86,13241.42,42.61
20240518140016,0,1009.52,32.31,66.75,9320.33,20.02
20240518141016,0,1009.47,31.45,72.31,7460.58,12.17
20240518142016,0,1009.5,30.67,76.39,7130.17,11.32
20240518143016,0,1009.45,30.79,79.47,13980.67,47.61
20240518144016,0,1009.47,31.01,82.31,17848.17,73.78
20240518145016,0,1009.4,31.44,78.51,14020.25,45.93
20240518150016,0,1009.27,31.79,74.9,14709.92,50.58
20240518151016,0,1009.22,32.36,71.66,16128.08,61.57
20240518152016,0,1009.21,32.77,69.9,16703.42,66.54
20240518153016,0,1009.17,33.17,67.99,16091.33,62.68
20240518154016,0,1009.07,32.56,70.15,13102.83,41.93
20240518155016,0,1008.96,32.5,71.46,11621.5,33.25
20240518160016,0,1008.86,32.42,71.42,11679.25,33.46
20240518161016,0,1008.9,32.52,71.08,11311.83,31.24
20240518162016,0,1008.81,32.26,72.42,10240.17,25.84
20240518163016,0,1008.72,31.52,76.02,7862.42,15.62
20240518164016,0,1008.85,30.98,79.2,6951.67,12.39
20240518165016,0,1008.82,30.65,79.48,5860.58,8.7
20240519070016,0,1010.49,29.14,86.3,12637.58,39.73
20240519071016,0,1010.46,30.24,84.46,13212.08,42.69
20240519072016,0,1010.39,30.38,83.9,9970.58,24.48
20240519073016,0,1010.28,30.36,83.53,9877.33,24.09
20240519074016,0,1010.27,30.44,83.19,9848.08,24.05
20240519075016,0,1010.32,30.52,81.97,11099.67,31.96
20240519080016,0,1010.33,31.22,80.14,15740.75,60.5
20240519081016,0,1010.36,32.43,75.68,23802.41,131.31
20240519082016,0,1010.55,31.78,73.72,20617.92,99.59
20240519083016,0,1010.66,31.27,76.25,17668.42,73.4
20240519084016,0,1010.78,31.42,76.15,17047.42,69.9
20240519085016,0,1010.7,31.7,75.73,16789.83,66.29
