Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240603070017,0,1008.31,23.59,99.9,3376.5,2.64
20240603071017,0,1008.42,23.6,99.9,3715.08,3.22
20240603072017,0,1008.53,23.6,99.9,3665.67,3.09
20240603073017,0,1008.62,23.71,99.9,4828.84,5.29
20240603074017,0,1008.73,24.05,99.9,5790.33,7.59
20240603075017,0,1008.88,24.33,99.9,6361.08,9.05
20240603080017,0,1008.95,24.55,99.9,6158.33,8.54
20240603081017,0,1009.06,24.61,99.9,6583.75,9.63
20240603082017,0,1009.12,24.72,99.9,7403,12.2
20240603083017,0,1009.26,24.87,99.9,9029.08,18.18
20240603084017,0,1009.35,25.24,99.9,10985.17,26.9
20240603085017,0,1009.43,25.63,99.9,10958.83,26.57
20240603090017,0,1009.45,25.74,99.9,10658.33,24.94
20240603091017,0,1009.48,25.77,99.9,11265.67,27.66
20240603092017,0,1009.42,25.98,99.9,11721.42,29.2
20240603093017,0,1009.36,25.89,99.9,9810.08,20.57
20240603094017,0,1009.41,25.73,99.9,9918,21.39
20240603095017,0,1009.32,25.79,99.9,10589.08,24.43
20240603100017,0,1009.33,26.21,99.88,12095.25,31.42
20240603101017,0,1009.37,26.37,99.9,11249.58,27.49
20240603102017,0,1009.33,26.65,99.57,10480.83,23.67
20240603103017,0,1009.25,26.99,99.88,9381.67,19.41
20240603104017,0,1009.18,27.2,99.86,9529.83,19.74
20240603105017,0,1009.2,27.08,98.98,7543.67,12.47
20240603110017,0,1009.26,26.23,99.29,9938.67,20.56
20240603111017,0,1009.27,25.82,99.9,8461.92,14.52
20240603112017,0,1009.28,25.74,99.9,7533.58,12.03
20240603113017,0,1009.21,26.09,99.9,11150.92,26.16
20240603114017,0,1009.03,27.15,99.84,13215.75,36.38
20240603115017,0,1008.85,27.77,96.28,10466.33,23.64
20240603120017,0,1008.88,27.09,95.08,8509.75,16.18
20240603121017,0,1008.75,27.08,96.96,10559.58,23.66
20240603122017,0,1008.54,27.12,94.09,7664.42,12.53
20240603123017,0,1008.54,26.57,94.8,6972.5,10.27
20240603124017,0,1008.53,26.19,96.13,6787.58,9.64
20240603125017,0,1008.41,26.4,97.96,8573,15.48
20240603130017,0,1008.36,27.17,97.8,10132.75,22.1
20240603131017,0,1008.34,27.92,96.1,10555.33,24.75
20240603132017,0,1008.4,28.13,93.74,9618.25,20.86
20240603133017,0,1008.38,28.06,93.14,9597.25,20.15
20240603134017,0,1008.36,27.95,92.34,9567.42,19.13
20240603135017,0,1008.44,27.67,93.59,7670.18,12.73
20240603140017,0,1008.57,27.29,94.61,7729.67,13.44
20240603141017,0,1008.59,27.46,95.01,10027.5,22.16
20240603142017,0,1008.59,27.6,94,7035.08,11
20240603143017,0,1008.63,26.99,93.71,5121.83,5.67
20240603144017,0,1008.74,25.91,96.87,3416.58,2.67
20240603145017,0,1008.8,25.13,99.65,2919.83,1.96
20240603150017,0,1008.87,24.78,99.9,2840.17,1.88
20240603151017,0,1008.96,24.55,99.9,3101.33,2.16
20240603152017,0,1009.09,23.53,99.9,2306.75,1.22
20240603153017,0,1009.14,22.6,99.9,2957.83,2.22
20240603154017,0,1009.08,22.56,99.9,3161.67,2.44
20240603155017,0,1009.17,22.67,99.9,3043.58,2.19
20240603160017,0,1009.19,22.92,99.9,4040.08,3.88
20240603161017,0,1009.29,22.93,99.9,2858,1.96
20240603162017,0,1009.36,22.6,99.9,2465.67,1.45
20240603163017,0,1009.51,22.42,99.9,2281.83,1.23
20240603164017,0,1009.62,22.41,99.9,1913.08,0.86
20240603165017,0,1009.73,22.59,99.9,2107,1.09
20240604070017,0,1012.66,23.92,99.9,5504.67,7.18
20240604071017,0,1012.86,24.36,99.9,6712.25,10.66
20240604072017,0,1012.99,24.98,99.8,7941.42,14.54
20240604073017,0,1012.94,25.71,97.35,9353.08,20.33
20240604074017,0,1012.95,26.56,94.95,12597.33,36.59
20240604075017,0,1013.12,27.56,90.39,12825.67,37.33
20240604080017,0,1013.2,28.33,87.9,16397.92,64.37
20240604081017,0,1013.36,30.59,82.81,24869.42,143.18
20240604082017,0,1013.61,34.07,72.89,35199.66,278.1
20240604083017,0,1014.31,39.22,58.33,73107.67,1036.2
20240604084017,0,1013.72,49.3,40.57,87390.3,959.76
20240604085017,0,1012.23,50.49,32.54,40528.19,346.32
