Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240311070010,0.59,1017.73,17.92,79.45,2038.08,0.87
20240311071010,1.07,1017.79,18,78.39,2392,1.17
20240311072010,1.4,1017.81,18.08,78.22,2776.08,1.52
20240311073010,1.23,1017.76,18.12,78.53,3038,1.77
20240311074010,1.88,1017.8,18.26,78.31,4140.08,3.28
20240311075010,1.82,1017.79,18.41,77.07,4767.5,4.25
20240311080010,2.02,1017.8,18.64,75.91,6378.92,7.47
20240311081010,0.89,1017.86,19.11,74.84,8079.25,11.68
20240311082010,1.75,1017.75,19.22,74.5,8959.5,14.27
20240311083010,0.72,1017.63,19.73,73.64,10971.5,21.73
20240311084010,0.47,1017.62,20.29,71.86,10389.58,19.4
20240311085010,0.78,1017.58,20.41,71.16,10702.42,20.28
20240311090010,0.88,1017.48,20.6,69.78,13052,30.12
20240311091010,1.03,1017.34,21.3,67.1,15144,42.08
20240311092010,0.57,1017.17,24.12,59.04,30992.26,204.6
20240311093010,1.58,1016.79,28.72,45.39,52882.25,642.85
20240311094010,1.37,1016.55,32.02,37.03,55517.21,723.99
20240311095010,2.26,1016.46,30.91,37.97,45952.52,406.54
20240311100010,1.59,1016.48,27.28,45.97,33011.16,198.47
20240311101010,0.86,1016.29,27.96,45.12,40281.66,380.18
20240311102010,0.73,1016.11,28.56,43.42,32899.67,194.33
20240311103010,1.75,1015.87,28.55,41.69,44489.11,442.01
20240311104010,1.98,1015.8,28.77,41.27,42913.92,372.31
20240311105010,2.28,1015.77,26.82,45.32,28642.33,143.62
20240311110010,1.11,1015.72,25.74,48.56,25049.17,112
20240311111010,2.16,1015.41,25.66,48.46,20316.92,79.68
20240311112010,1.25,1015.28,24.4,52.66,11196.5,23.49
20240311113010,1.2,1015.04,24.09,54.48,11570.92,25.43
20240311114010,1.2,1014.84,24.14,54.87,11365.08,24.76
20240311115010,0.84,1014.74,23.9,55.23,8781,15.02
20240311120010,0.6,1014.55,23.63,55.39,7620.91,11.16
20240311121010,1.4,1014.41,23.33,55.71,6903.83,8.74
20240311122010,1.37,1014.39,23.19,56.89,7052.25,9.14
20240311123010,0.77,1014.18,23.27,56.64,8702.83,13.87
20240311124010,0.43,1013.93,23.04,59.65,7904.92,11.49
20240311125010,0.61,1013.65,23.08,59.72,10310.17,20.13
20240311130010,0.23,1013.44,24.06,57.15,14980.56,42.81
20240311131010,0.92,1013.18,25.56,52.5,32413.39,192.35
20240311132010,0.61,1013.04,27.76,46.44,47757.23,428.32
20240311133010,0.05,1012.9,29.9,41.39,52371.38,648.01
20240311134010,0,1012.8,27.81,45.14,14850.33,50.15
20240311135010,0,1012.7,25.73,51.22,12002.42,26.89
20240311140010,0,1012.65,24.66,58.75,9868,18.58
20240311141010,0,1012.7,23.4,64.28,7985,12.1
20240311142010,0,1012.62,22.75,63.12,5706.75,6.3
20240311143010,0,1012.47,22.57,63.96,7445.42,9.74
20240311144010,0,1012.4,22.81,64.08,5420,5.29
20240311145010,0,1012.44,22.88,62.86,4061.08,3.02
20240311150010,0,1012.41,22.81,63.36,2688.83,1.41
20240311151010,0,1012.42,22.84,63.28,3374,2.26
20240311152010,0,1012.44,22.37,67.02,2854,1.63
20240311153010,0,1012.55,21.15,76.03,2248,1.05
20240311154010,0,1012.52,20.68,81.1,3339.92,2.19
20240311155010,0,1012.55,20.5,83.46,2607.5,1.41
20240311160010,0,1012.5,20.59,84.93,2764.42,1.74
20240311161010,0,1012.57,20.57,85.5,1906.75,0.82
20240311162010,0,1012.52,20.64,84.96,1800.83,0.72
20240311163010,0,1012.58,20.62,84.7,1483.08,0.46
20240311164010,0,1012.57,20.38,84.59,1372.67,0.41
20240311165010,0,1012.66,20.08,86.31,896.83,0.18
20240312070010,0,1015.15,17.81,100,1143.42,0.31
20240312071010,0.03,1015.32,17.76,100,1616.08,0.59
20240312072010,0,1015.57,17.59,100,1909.42,0.79
20240312073010,0.02,1015.76,17.12,99.98,2434.42,1.17
20240312074010,0.05,1015.93,17.49,100,2786.33,1.57
20240312075010,0.1,1016.17,17.63,100,3228.25,2.03
20240312080010,0.03,1016.39,17.86,100,3493.08,2.36
20240312081010,0.06,1016.62,17.82,99.35,3796.5,2.83
20240312082010,0.02,1016.75,18.15,98.15,4228.17,3.43
20240312083010,0,1016.81,18.32,96.24,4448.08,3.82
20240312084010,0,1016.89,18.53,96.21,4927.42,4.74
20240312085010,0.47,1016.9,18.76,93.97,6272.67,7.53
20240312090010,0.41,1016.93,19.02,91.91,7248,10.37
20240312091010,0.27,1016.92,19.47,90.52,9552.83,17.61
20240312092010,0.23,1016.94,20.14,86.71,11739,26.08
20240312093010,0.19,1017.04,20.38,84.15,10957.75,22.75
20240312094010,0.1,1017.22,20.39,83.45,9995.42,18.69
20240312095010,0.34,1017.24,20.66,80.2,12506.42,30
20240312100010,0.22,1017.28,22.34,71.9,30868.17,301.11
20240312101010,0.43,1017.09,25.48,58.86,33876.87,219.3
20240312102010,0.41,1017.17,23.59,62.84,23721.75,112.3
20240312103010,0.39,1017.14,23.94,59.66,25112.83,116.2
20240312104010,0.84,1017.21,23.21,59.41,21248,83.84
20240312105010,1.11,1017.24,23.06,58.42,21456.17,86.85
20240312110010,0.64,1017.21,23.28,57.37,23933.17,105.63
20240312111010,0.64,1017.11,23.53,55.87,22642.5,95.12
20240312112010,1.04,1017.04,23.58,56.59,23260.58,99.73
20240312113010,0.75,1016.92,23.46,56.21,22371.25,93.3
20240312114010,1,1016.8,23.23,56.31,19684.34,73.41
20240312115010,1.06,1016.85,22.67,57.6,15576.42,46.44
20240312120010,0.31,1016.8,22.62,57.24,14770.17,41.55
20240312121010,0.52,1016.63,22.85,56.9,15535.58,45.63
20240312122010,0.06,1016.58,22.92,59.45,13454.42,34.07
20240312123010,0.02,1016.48,23.23,58.53,13086.67,32.38
20240312124010,0.13,1016.3,23.09,57.36,11868.5,26.91
20240312125010,0,1016.26,22.93,56.82,10423.17,20.8
20240312130010,0.03,1016.2,23.14,56.12,10563.58,21.58
20240312131010,0,1016.09,23.01,57.7,9979.75,19.2
20240312132010,0,1016.01,22.74,57.96,9306.5,16.71
20240312133010,0,1015.98,22.73,58.56,8367.42,13.5
20240312134010,0,1015.97,22.77,58.54,7860.92,11.82
20240312135010,0,1016,22.93,57.65,8109,12.81
20240312140010,0,1016.02,22.8,59.63,9596.42,18.11
20240312141010,0,1016.03,23.06,59.85,11526.83,25.34
20240312142010,0,1016.1,22.98,59.65,10825.58,23.11
20240312143010,0,1016.1,23.05,58.82,11480.67,25.81
20240312144010,0,1016.09,23.27,57.91,10736.08,22.39
20240312145010,0,1016.08,23.35,57.67,10556.92,21.73
20240312150010,0,1016.11,23.58,56.04,9762.92,19.26
20240312151010,0,1016.09,22.91,55.98,7119.83,10.25
20240312152010,0,1016.15,22.72,56.21,7935.5,12.53
20240312153010,0,1016.26,22.6,56.46,6519.92,8.85
20240312154010,0,1016.26,22.95,56.54,11308.83,23.2
20240312155010,0,1016.26,22.99,55.93,8377.33,12.62
20240312160010,0,1016.36,22.5,58.09,5928.58,6.27
20240312161010,0,1016.44,22,59.97,4966.25,4.23
20240312162010,0,1016.56,21.4,62.46,4811.5,3.66
20240312163010,0,1016.67,21,65.13,5119.75,4.07
20240312164010,0,1016.82,20.55,67.88,4601.92,3.36
20240312165010,0,1016.98,20.18,70.56,3434.83,1.95
20240313070010,0,1021.4,15.85,89.31,2802.67,1.83
20240313071010,0,1021.52,16.31,87.56,3661.25,2.77
20240313072010,0,1021.7,16.52,86.45,3722.83,2.82
20240313073010,0,1021.86,16.58,87.52,3992.08,3.25
20240313074010,0.13,1021.91,16.86,86.78,4648.75,4.44
20240313075010,0,1021.96,17.23,85.2,6074.25,7.46
20240313080010,0,1022.04,17.73,80.99,7322.58,10.61
20240313081010,0.14,1022.01,18.21,79.06,9065.17,16.38
20240313082010,0,1022.04,18.87,75.75,11441.08,27.28
20240313083010,0.02,1022.03,19.93,72.62,12744.5,33.97
20240313084010,0,1021.99,19.98,72.02,13698.17,40
20240313085010,0.02,1021.87,22.53,61.69,21706.33,125.88
20240313090010,0.02,1021.8,22.75,57.53,18554.25,75.59
20240313091010,0,1021.6,24.93,51.61,24792.25,162.57
20240313092010,0,1021.65,23.1,56.22,16511.67,54.62
