Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240306070010,0.43,1007.36,21.64,85.45,1495.58,0.49
20240306071010,0.77,1007.56,21.87,84.68,1710.67,0.63
20240306072010,1.11,1007.7,21.78,84.6,1628.5,0.6
20240306073010,0.44,1007.99,21.88,84.24,1322.17,0.45
20240306074010,0.83,1008.35,21.9,85.13,2110.92,0.96
20240306075010,0.22,1008.5,22.41,84.42,3962.83,3.2
20240306080010,0.29,1008.67,23.04,82.8,4460.75,4.3
20240306081010,0,1008.8,23.2,82.19,4329.92,3.63
20240306082010,0.46,1008.88,23.21,84.65,2233.17,1
20240306083010,1.24,1009.08,22.88,86.83,2016.33,0.77
20240306084010,1.32,1009.34,22.54,85.92,2827.83,1.44
20240306085010,1.45,1009.43,22.56,84.09,3812.67,2.78
20240306090010,0.94,1009.44,22.8,82.71,3997.42,3
20240306091010,0.88,1009.62,22.72,82.54,2488.25,1.11
20240306092010,0.96,1009.79,22.45,81.9,2641,1.22
20240306093010,0.92,1009.93,22.33,81.71,2491.25,1.09
20240306094010,1.31,1009.93,22.27,81.54,2823.83,1.34
20240306095010,1.27,1010.07,22.08,81.49,2795.25,1.33
20240306100010,1.2,1010.25,21.98,81.34,2983.25,1.46
20240306101010,1.17,1010.22,21.62,83.46,3343.25,1.9
20240306102010,1.22,1010.23,21.15,86.37,3743.25,2.18
20240306103010,1.06,1010.22,20.84,87.96,4175.5,2.74
20240306104010,1.06,1010.29,20.67,88.26,4203.92,2.8
20240306105010,0.83,1010.29,20.76,88.17,4679,3.47
20240306110010,1.43,1010.28,20.7,87.26,4276.5,2.91
20240306111010,1.13,1010.26,20.45,87.93,5046.25,4.22
20240306112010,0.89,1010.21,20.33,88.6,4659.75,3.77
20240306113010,1.44,1010.17,20.18,89.22,5644.42,5.45
20240306114010,1.14,1010.16,20.04,89.47,6210.33,7.05
20240306115010,1.12,1010.12,19.94,89.7,6716.33,8.44
20240306120010,0.91,1010.05,19.88,89.71,5941.33,6.98
20240306121010,0.95,1009.9,19.99,89.56,7347.17,11.37
20240306122010,1.11,1009.8,19.98,89.14,6587.42,9
20240306123010,1.18,1009.73,19.78,88.72,7023.42,9.57
20240306124010,1.06,1009.71,19.83,89.14,7422.92,9.9
20240306125010,0.86,1009.64,19.9,89.17,7408.75,9.17
20240306130010,1.13,1009.44,19.83,89.56,7661,10.36
20240306131010,1.1,1009.26,19.62,89.6,6710.33,7.73
20240306132010,1.25,1009.17,19.48,89.85,6505.75,7.43
20240306133010,0.99,1009.12,19.35,90.23,6230.83,6.55
20240306134010,0.84,1009.12,19.38,90.62,6060.42,6.31
20240306135010,0.65,1009,19.23,91.58,5374.08,4.96
20240306140010,0.43,1008.95,19.34,92.05,4961.5,4.3
20240306141010,0.45,1008.94,19.24,92.19,4735.75,4.36
20240306142010,0.52,1008.9,19.2,91.97,4835.25,4.37
20240306143010,0.39,1008.92,19.22,92.08,4205.67,3.38
20240306144010,0.32,1008.92,19.3,91.65,5645.17,6.62
20240306145010,0.36,1008.83,19.52,91.3,6640.92,8.92
20240306150010,0.32,1008.86,19.6,91.46,6169.67,7.82
20240306151010,0.23,1008.87,19.64,91.38,5652.33,6.44
20240306152010,0.16,1009.04,19.54,91.95,4044.92,3.36
20240306153010,0.31,1009.18,19.35,92.24,3354.5,2.24
20240306154010,0.35,1009.28,19.07,92.78,2598.75,1.39
20240306155010,0.18,1009.47,18.95,93.23,2489.25,1.25
20240306160010,0.16,1009.6,18.86,92.97,2723.33,1.48
20240306161010,0.29,1009.65,18.83,93.36,2743.92,1.56
20240306162010,0.02,1009.79,18.77,93.53,1971,0.82
20240306163010,0.17,1009.9,18.69,93.61,2126,0.96
20240306164010,0.06,1010.06,18.67,93.91,1831.33,0.68
20240306165010,0.02,1010.19,18.63,93.97,1464.25,0.49
20240307070010,0,1015.82,16.71,97.58,1040.5,0.3
20240307071010,0,1015.84,16.79,97.51,1332.67,0.41
20240307072010,0,1015.82,16.79,97.48,1634.84,0.61
20240307073010,0.04,1015.94,16.85,97.33,2539.42,1.41
20240307074010,0,1016.03,16.93,97.16,2842.58,1.65
20240307075010,0,1016.16,16.89,97.02,1857,0.7
20240307080010,0,1016.15,16.85,96.99,2463.17,1.18
20240307081010,0,1016.15,17.01,96.79,3119.83,1.88
20240307082010,0.06,1016.29,16.99,96.54,2919.67,1.63
20240307083010,0.02,1016.31,17.03,96.54,3002.33,1.66
20240307084010,0.08,1016.37,17.12,96.51,3423.67,2.17
20240307085010,0.02,1016.42,17.15,96.38,4368.67,3.96
