Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240520070012,0,1007.31,25.92,100,5567.58,9.36
20240520071012,0,1007.31,26.03,100,4848.5,6.84
20240520072012,0,1007.34,26.36,100,5226.08,8.23
20240520073012,0,1007.4,26.71,100,5392.42,8.42
20240520074012,0,1007.41,27.08,100,6574.42,11.71
20240520075012,0,1007.37,27.35,100,7987.25,17.76
20240520080012,0,1007.42,27.65,100,8212.17,19.29
20240520081012,0,1007.51,27.86,100,8321.67,20.34
20240520082012,0,1007.57,27.96,100,7034,15.45
20240520083012,0,1007.63,28.06,100,7975.42,18.44
20240520084012,0,1007.63,28.77,99.25,9624.33,26.76
20240520085012,0,1007.72,29.1,96.28,9645.75,26.07
20240520090012,0,1007.81,29.34,94.22,9906.25,29.89
20240520091012,0,1007.85,29.89,90.96,11135.58,38.43
20240520092012,0,1007.9,30.86,89.64,12487.25,46.12
20240520093012,0,1007.85,31.7,86.02,13988.17,55.27
20240520094012,0,1007.72,31.87,84.51,11638.08,38.5
20240520095012,0,1007.67,31.52,84.08,10604.17,29.93
20240520100012,0,1007.7,31.37,85.68,11437.5,35.26
20240520101012,0,1007.66,31.38,86.05,12827.92,44.03
20240520102012,0,1007.64,31.43,86.14,13577,45.63
20240520103012,0,1007.58,31.79,85.49,15096.33,58.26
20240520104012,0,1007.51,32.35,83.55,16691.5,73.13
20240520105012,0,1007.43,32.72,82.59,16072.67,72.22
20240520110012,0,1007.43,33.14,81.01,15738.58,69.47
20240520111012,0,1007.36,33.21,79.68,16572,73.66
20240520112012,0,1007.26,33.35,79.52,15709.75,67.79
20240520113012,0,1007.1,33.36,77.89,15629.5,66.79
20240520114012,0,1006.92,33.07,76.8,16071.58,67.83
20240520115012,0,1006.82,33,79.12,15445.08,62.83
20240520120012,0,1006.79,33.33,79.16,18641.5,109.9
20240520121012,0,1006.8,33.84,76.98,17288.92,85.61
20240520122012,0,1006.68,33.67,78.16,14626.08,64.85
20240520123012,0,1006.58,32.43,82.36,7711.75,16.99
20240520124012,0,1006.49,31.89,85.53,8634.33,24.76
20240520125012,0,1006.44,32.13,85.3,11338.42,37.28
20240520130012,0,1006.33,32.51,85.03,11996.92,40.98
20240520131012,0,1006.18,32.22,85.54,9141.25,21.79
20240520132012,0,1006.11,31.67,86.47,6951.25,13.34
20240520133012,0,1005.93,30.89,89.03,5555.33,8.02
20240520134012,0,1005.86,30.46,91.32,6167.33,9.76
20240520135012,0,1005.84,30.5,91.68,8041.33,16.54
20240520140012,0,1005.78,30.64,90.91,8177.67,17.37
20240520141012,0,1005.77,30.8,89.64,8802.33,20.14
20240520142012,0,1005.75,30.71,88.83,7691.75,15.5
20240520143012,0,1005.73,30.56,90.3,9792.42,25.1
20240520144012,0,1005.77,30.47,94.77,12521,40.35
20240520145012,0,1005.78,30.05,99.73,11847.58,35.73
20240520150012,0,1005.75,30.4,99.5,12804.92,40.7
20240520151012,0,1005.71,30.66,98.48,11552.92,32.87
20240520152012,0,1005.71,29.01,100,9038.5,21.67
20240520153012,0,1005.76,27.99,100,6540,11.11
20240520154012,0,1005.72,27.82,100,5446.42,7.48
20240520155012,0,1005.69,28.22,100,4812.92,6.89
20240520160012,0,1005.67,28.22,100,4217.75,6.06
20240520161012,0,1005.68,28.36,100,4725.08,6.92
20240520162012,0,1005.67,28.52,100,4999.75,6.9
20240520163012,0,1005.83,28.66,100,4772.17,6.56
20240520164012,0,1005.9,28.61,100,3733.08,4.13
20240520165012,0,1005.97,28.58,100,3643,3.91
20240521070012,0,1007.52,26.82,100,4580.92,7.54
20240521071012,0,1007.51,27.06,100,4851.66,7.68
20240521072012,0,1007.44,27.22,100,5693.33,10.11
20240521073012,0,1007.47,27.43,100,6436.58,12.78
20240521074012,0,1007.53,27.54,100,7509.83,17.11
20240521075012,0,1007.55,27.93,100,8189.83,20.67
20240521080012,0,1007.55,28.24,100,9046.17,25.16
20240521081012,0,1007.6,28.56,100,9241.42,26.38
20240521082012,0,1007.65,28.78,100,9683.25,29.79
20240521083012,0,1007.72,28.92,100,9301.25,27.45
20240521084012,0,1007.82,28.96,100,8654.75,22.46
20240521085012,0,1007.9,28.89,100,8342.92,20.79
