Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240926070008,0,1005.77,30.32,100,2693.08,1.84
20240926071008,0,1006.02,30.48,100,3219.17,2.54
20240926072008,0,1006.22,30.53,100,3599.58,3.19
20240926073008,0,1006.28,30.17,100,4787.58,5.41
20240926074008,0,1006.25,30.23,100,5123.08,6.07
20240926075008,0,1006.39,30.42,100,3913.67,3.55
20240926080008,0,1006.44,30.48,100,3776.67,3.35
20240926081008,0,1006.34,30.93,100,4041.42,4.06
20240926082008,0,1006.38,31.1,100,3806.58,3.74
20240926083008,0,1006.49,31.15,100,3193.83,2.61
20240926084008,0,1006.47,31.32,100,4953.42,6.16
20240926085008,0,1006.42,31.82,100,7711.33,13.46
20240926090008,0,1006.42,32.13,100,8065.93,14.82
20240926091008,0,1006.45,32.31,100,6319.26,9.84
20240926092008,0,1006.48,32.48,100,8995.42,18.56
20240926093008,0,1006.44,32.61,100,11035.58,27.95
20240926094008,0,1006.39,33.36,100,14310.83,45.47
20240926095008,0,1006.25,33.93,99.82,11149.72,28.88
20240926100008,0,1006.2,33.53,99.03,7336.2,13.87
20240926101008,0,1006.2,32.38,100,5621.25,7.72
20240926102008,0,1006.26,31.71,100,4008.23,3.86
20240926103008,0,1006.16,31.13,100,3143.98,2.32
20240926104008,0,1006.11,31.03,100,6858.96,10.01
20240926105008,0,1006.01,31.47,100,10147.6,22.28
20240926110008,0,1005.88,31.7,100,9047.33,18.02
20240926111008,0,1005.73,31.53,100,5149.27,6.96
20240926112008,0,1005.63,31.59,100,9882.42,24.16
20240926113008,0,1005.5,32.21,100,12662.74,40.17
20240926114008,0,1005.48,32.44,100,14615.62,53.55
20240926115008,0,1005.36,32.24,100,5733.42,7.9
20240926120008,0,1005.24,31.47,100,5541.08,7.03
20240926121008,0,1005.1,31.1,100,4698.17,5.06
20240926122008,0,1005.04,30.73,100,3479.25,2.71
20240926123008,0,1004.87,30.6,100,3955.08,3.34
20240926124008,0,1004.81,30.58,100,3787.33,3.09
20240926125008,0,1004.75,30.6,100,4134.92,3.62
20240926130008,0,1004.67,30.52,100,3041.25,2.07
20240926131008,0,1004.58,30.5,100,3576.5,2.98
20240926132008,0,1004.51,30.77,100,4839.67,5.64
20240926133008,0,1004.5,31,100,6612.04,9.65
20240926134008,0,1004.48,31.15,100,5309.5,6.41
20240926135008,0,1004.39,31.21,100,8368.98,16.28
20240926140008,0,1004.33,31.53,100,7800.36,14.14
20240926141008,0,1004.31,31.76,100,7658,13.68
20240926142008,0,1004.31,31.87,100,7463.5,13.3
20240926143008,0,1004.36,31.85,100,7447.92,13.38
20240926144008,0,1004.36,32.09,100,7017.33,12.5
20240926145008,0,1004.31,31.68,100,6097.92,9.62
20240926150008,0,1004.26,31.56,100,4263,4.54
20240926151008,0,1004.26,31.33,100,3121.15,2.48
20240926152008,0,1004.33,30.98,100,2378.17,1.36
20240926153008,0,1004.38,30.77,100,2227.41,1.15
20240926154008,0,1004.39,30.62,100,2099.92,1.04
20240926155008,0,1004.46,30.6,100,2092.42,1.05
20240926160008,0,1004.53,30.63,100,1585.75,0.6
20240926161008,0,1004.51,30.72,100,2379.58,1.29
20240926162008,0,1004.62,30.9,100,2374.54,1.31
20240926163008,0,1004.69,31,100,1975.5,0.91
20240926164008,0,1004.81,30.91,100,862.66,0.17
20240926165008,0,1004.8,30.39,100,299.58,0.01
20240927070008,0,1005.5,27.81,100,3958.42,3.86
20240927071008,0,1005.55,27.94,100,4549.67,5.12
20240927072008,0,1005.6,28.18,100,4937.75,5.9
20240927073008,0,1005.62,28.49,100,6234.25,9.64
20240927074008,0,1005.59,28.94,100,7717.25,14.78
20240927075008,0,1005.67,29.1,100,10003.25,26.11
20240927080008,0,1005.71,29.54,100,10988.42,31.63
20240927081008,0,1005.72,29.85,100,10518.61,27.57
20240927082008,0,1005.64,30.39,100,12811.92,43.98
20240927083008,0,1005.54,31,100,12801.92,42.76
20240927084008,0,1005.5,31.78,100,14899.08,56.72
20240927085008,0,1005.5,32.28,100,15285.92,57.83
20240927090008,0,1005.51,32.19,100,15278.17,57.7
20240927091008,0,1005.51,32.14,100,14447.58,49.88
20240927092008,0,1005.53,32.23,100,12199.67,33.16
20240927093008,0,1005.52,32.67,100,14469.08,55.83
