Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240715070009,0,1007.26,30.98,65.62,6078.5,7.76
20240715071009,0,1007.27,31.27,64.83,7555.83,12.11
20240715072009,0,1007.32,31.55,64,8476.92,15.34
20240715073009,0,1007.23,31.84,62.72,9027.92,17.9
20240715074009,0,1007.19,32.24,61.06,8820.08,17.49
20240715075009,0,1007.13,32.41,59.31,7991.33,14
20240715080009,0,1007.07,32.69,58.02,8428.58,15.63
20240715081009,0,1006.91,32.92,56.77,8463.08,15.9
20240715082009,0,1006.8,33.04,56.73,9498.17,20.05
20240715083009,0,1006.71,33.18,57.14,9891.25,21.38
20240715084009,0,1006.67,33.49,56.92,11924.75,33.7
20240715085009,0,1006.69,33.82,56.46,13357.67,36.16
20240715090009,0,1006.71,34.19,55,13226.92,36.48
20240715091009,0,1006.72,33.91,55.69,12142,19.93
20240715092009,0,1006.66,34.07,54.87,82492.02,690.11
20240715093009,0,1006.67,35.52,51.75,89575.84,1182.63
20240715094009,0,1006.72,36.82,48.67,86410.28,1117.86
20240715095009,0,1006.75,38.5,44.14,74028.2,870.72
20240715100009,0,1006.72,40.34,39.9,76383.54,904.8
20240715101009,0,1006.72,41.29,37.89,81441.92,979.71
20240715102009,0,1006.62,42.43,34.35,71910.94,786.32
20240715103009,0,1006.55,42.7,34.17,88588.27,1060.57
20240715104009,0,1006.51,44,31.61,68381.47,757.08
20240715105009,0,1006.42,41.97,35.5,36022.62,364.52
20240715110009,0,1006.34,39.98,38.91,62744.01,757.36
20240715111009,0,1006.28,39.19,39.27,27176.49,1173.7
20240715112009,0,1006.18,37.84,42.42,9590.5,985.22
20240715113009,0,1006.09,37.2,43.33,8892.75,68.92
20240715114009,0,1005.97,36.38,45.06,8406.25,16.45
20240715115009,0,1005.94,35.74,45.06,7253.83,11.3
20240715120009,0,1005.88,35.22,46.24,6623.08,9.02
20240715121009,0,1005.87,35.01,47.25,6612.25,8.8
20240715122009,0,1005.89,35.01,47.2,6610.92,8.85
20240715123009,0,1005.81,34.72,47.44,9099.75,18.17
20240715124009,0,1005.9,34.92,47.28,14353.83,43.11
20240715125009,0,1005.88,34.68,48.35,11225.5,25.92
20240715130009,0,1005.84,34.45,51.04,13290.25,39.57
20240715131009,0,1005.8,34.78,50.66,16567.92,58.83
20240715132009,0,1005.76,34.95,50.24,13200.42,36.28
20240715133009,0,1005.72,34.85,50.38,12727.25,34.98
20240715134009,0,1005.65,34.51,51.4,9935.17,20.78
20240715135009,0,1005.48,34.66,51.35,6373.08,9.67
20240715140009,0,1005.47,34.97,50.24,6832.25,10.38
20240715141009,0,1005.41,34.91,49.93,5077,5.62
20240715142009,0,1005.25,34.77,50.26,4230.17,3.86
20240715143009,0,1005.16,34.48,50.8,4205,3.7
