Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240412070009,0,1009.85,25.3,76.09,8434.16,13.24
20240412071009,0,1009.98,25.69,75.06,9632.83,16.38
20240412072009,0,1010.06,25.93,74.44,10793.08,19.71
20240412073009,0.05,1010.15,26.12,73.92,11819.08,20.66
20240412074009,0.03,1010.21,26.53,72.49,13355.08,28.17
20240412075009,0,1010.26,26.97,70.7,14601.67,32.64
20240412080009,0.12,1010.25,27.46,69.01,15833.58,37.45
20240412081009,0.03,1010.27,27.71,68.03,17046.42,42.01
20240412082009,0.24,1010.25,28.21,66.56,19780.17,60.17
20240412083009,0.05,1010.25,28.7,63.62,21042.25,61.55
20240412084009,0.04,1010.21,29.04,62.81,20978.92,57.05
20240412085009,0.09,1010.19,29.27,61.63,21245.67,59.25
20240412090009,0,1010.1,29.45,61.4,22417,64.1
20240412091009,0.04,1010.19,32.2,53.53,63766.2,603.93
20240412092009,0.11,1010.18,38.1,38.8,69956.84,910.31
20240412093009,0.22,1010.04,40.44,32.22,72456.29,963.04
20240412094009,0.22,1009.95,41.11,30.62,74096.12,1000.2
20240412095009,0.53,1009.85,40.55,31.52,74571.75,1009.18
20240412100009,0.16,1009.82,40.95,30.65,74818.28,993.54
20240412101009,0.37,1009.74,41.07,30.58,73379.17,937.88
20240412102009,0.15,1009.74,41.98,28.86,81628.26,1121.83
20240412103009,0.24,1009.68,42.93,27.61,83023.17,1133.44
20240412104009,0.11,1009.6,43.97,26.67,80952.45,1081.75
20240412105009,0.91,1009.34,42.57,29.23,79076.52,1068.15
20240412110009,0.17,1009.17,43.47,27.25,84557.52,1160.97
20240412111009,0.45,1008.98,43.39,27.21,69272.99,924.68
20240412112009,0.74,1008.78,39.77,32.96,62911.27,874.27
20240412113009,1.21,1008.6,40.89,32.61,80013.76,1147.49
20240412114009,2.1,1008.39,39.65,34.99,76274.65,1089.52
20240412115009,1.45,1008.27,40.26,34.44,75903.41,1100.67
20240412120009,1.4,1008.16,39.34,36.37,63494.56,885.98
20240412121009,1.48,1008.14,39.11,37.04,70193.12,1019.94
20240412122009,1.38,1008.07,39.32,36.65,65939.02,948.55
20240412123009,1.53,1007.93,38.43,37.63,58650.36,798.52
20240412124009,1.26,1007.8,37.2,40.02,48735.64,610.76
20240412125009,1.61,1007.6,35.58,43.55,30659.38,271.2
20240412130009,1.72,1007.42,32.65,51,15359.83,46.52
20240412131009,1.73,1007.26,32.04,53.82,18164.83,65.14
20240412132009,2,1007.18,31.85,54.72,17180.42,55.08
20240412133009,1.49,1007,31.83,54.86,18849.75,69.4
20240412134009,1.66,1006.82,32.01,54.82,17017.17,53.72
20240412135009,2.03,1006.81,31.57,56.2,17358.17,55.49
20240412140009,1.86,1006.78,31.46,57.12,17139.58,55.55
20240412141009,2.15,1006.72,31.27,58.15,15247.83,41.42
20240412142009,1.46,1006.58,30.86,59.72,13724.17,30.73
20240412143009,1.15,1006.51,30.72,60.06,11989.33,23.7
20240412144009,1.53,1006.49,30.49,60.65,10831.16,18.39
20240412145009,1.08,1006.5,30.41,61.37,10583.33,18.08
20240412150009,1.1,1006.46,30.42,61.55,10268.08,17.39
20240412151009,1.12,1006.43,30.26,62.36,9783.08,15.98
20240412152009,0.79,1006.43,30.19,62.91,8596.58,13.49
20240412153009,1.02,1006.36,30.02,63.12,8305.17,11.9
20240412154009,0.94,1006.44,29.82,64.5,7318,9.73
20240412155009,1.13,1006.44,29.63,65.28,7114.83,8.43
20240412160009,0.74,1006.41,29.62,65.87,7010.33,8.62
20240412161009,1.32,1006.52,29.35,66.64,6871.75,8.91
20240412162009,1.12,1006.52,29.32,66.64,5820.25,6.97
20240412163009,1.16,1006.49,29.22,67.24,4931.33,4.88
20240412164009,0.95,1006.53,28.92,68.33,4068.83,3.05
20240412165009,1.04,1006.66,28.75,68.97,3651.17,2.69
20240413070009,0,1008.5,26.41,79.69,3658,2.79
20240413071009,0.1,1008.61,26.54,79.08,5135.83,4.81
