Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240306070016,0.08,1010.31,23.95,76.39,4596,4.76
20240306071016,1.15,1010.77,23.77,79.65,1998.58,1.28
20240306072016,1.74,1011.02,23.86,82.53,3402.17,2.77
20240306073016,1.27,1011.15,24.1,82.22,5259.58,6.53
20240306074016,2.07,1011.4,24.18,81.41,5964.42,7.91
20240306075016,2.44,1011.68,23.97,82.1,4032.08,4.19
20240306080016,2.45,1011.92,22.91,87.55,1462.92,0.46
20240306081016,3.39,1012.19,22.08,90.17,5322.33,5.58
20240306082016,3.08,1012.3,22.17,88.79,10416.25,20.23
20240306083016,3.2,1012.46,22.23,87.84,10646.17,21.88
20240306084016,2.66,1012.69,21.8,88.82,3671.83,2.48
20240306085016,3.6,1012.84,21.41,88.89,3227.17,1.7
20240306090016,3.05,1012.97,21.36,88.31,3940.17,2.5
20240306091016,2.68,1013.06,21.41,87.62,4379.33,3.02
20240306092016,3.62,1013.03,21.44,87.1,4927.92,3.92
20240306093016,2.87,1013.22,21.28,86.45,4946.17,3.83
20240306094016,3.19,1013.3,21.16,86.47,4532.17,3.14
20240306095016,3.28,1013.44,21.1,84.75,3974.84,2.32
20240306100016,3.94,1013.55,21.06,84.9,3741.17,2.02
20240306101016,3.68,1013.58,20.89,84.88,3836.92,2.11
20240306102016,3.82,1013.6,20.71,85.05,4611.83,3.2
20240306103016,4.64,1013.55,20.69,85.12,5930.33,5.35
20240306104016,3.81,1013.53,20.59,85,5514.92,4.6
20240306105016,4.24,1013.54,20.44,84.33,5435.08,4.35
20240306110016,3.42,1013.62,20.44,84.02,4783.67,3.28
20240306111016,4.16,1013.63,20.05,84.74,5397.92,4.26
20240306112016,3.65,1013.52,19.97,85.02,5350.92,4.18
20240306113016,3.04,1013.44,20,84.49,5843.5,5.17
20240306114016,3.69,1013.41,19.83,84.54,7194.92,8.64
20240306115016,4.05,1013.37,19.64,85.71,8275.92,11.54
20240306120016,3.16,1013.27,19.7,86.58,8929.42,14.54
20240306121016,3.21,1013.21,19.75,86.21,9430.75,16.69
20240306122016,3.41,1013.1,19.5,87.46,7280.25,9.31
20240306123016,3.35,1012.89,19.57,86.56,10611,17.43
20240306124016,4.07,1012.82,19.34,87.2,10291.83,16.03
20240306125016,2.89,1012.82,19.33,86.89,9570,13.06
20240306130016,3.13,1012.64,19.32,86.74,9150,12.31
20240306131016,3.06,1012.52,19.31,87,7403.17,7.8
20240306132016,3.53,1012.45,19.14,88.09,8685.92,9.67
20240306133016,4.39,1012.32,19.06,86.9,8778.67,11.38
20240306134016,3.56,1012.31,19.11,86.07,7868.83,10.3
20240306135016,2.67,1012.14,19.37,84.77,7602.08,9.93
20240306140016,2.27,1012.02,19.78,82.51,7429.42,9.4
20240306141016,2.54,1012,19.91,81.47,6764.84,7.86
20240306142016,2.58,1011.96,19.98,80.69,6559.17,7.38
20240306143016,2.48,1011.96,19.87,81.17,5980.58,6.17
20240306144016,2.93,1011.95,19.92,80.37,6206.17,6.56
20240306145016,2.46,1011.94,19.94,79.68,6283.17,6.88
20240306150016,2.42,1011.94,19.9,80.22,6072.33,6.44
20240306151016,2.1,1012,19.68,82.16,5145.5,4.56
20240306152016,2.06,1012.16,19.48,82.74,4711.58,3.77
20240306153016,1.83,1012.34,19.37,84.55,3993,2.88
20240306154016,2.5,1012.41,19.28,84.38,3920.67,2.8
20240306155016,1.94,1012.59,19.23,85.65,2981.42,1.65
20240306160016,1.58,1012.76,19.01,87.82,2444.75,1.1
20240306161016,1.32,1012.86,18.96,89.32,2176.33,0.98
20240306162016,1.84,1012.89,18.62,88.41,1940.5,0.82
20240306163016,0.77,1013.12,18.64,90.72,1405.25,0.54
20240306164016,1.96,1013.18,18.59,90.07,1374.5,0.51
20240306165016,1.94,1013.26,18.34,90.34,1249.75,0.36
20240307070016,2.51,1018.83,17.28,80.4,1809.25,0.76
20240307071016,2.72,1018.87,17.62,77.13,2381.33,1.2
20240307072016,2.46,1018.87,17.81,76.83,3342.42,2.28
20240307073016,1.64,1018.96,17.9,77.51,3475.25,2.38
20240307074016,1.25,1019.05,18.07,76.84,4423.83,3.54
20240307075016,1.34,1019.23,18.22,75.61,5064.5,4.76
20240307080016,1.38,1019.15,18.38,75.02,5753.92,5.93
20240307081016,1.22,1019.25,18.64,75.43,6590.08,7.54
20240307082016,0.04,1019.3,18.94,79.93,8462.25,12.99
20240307083016,0.3,1019.45,19.4,81.07,10200.58,18.7
20240307084016,0.68,1019.57,19.23,80.16,6549.75,8.41
20240307085016,0.38,1019.59,18.91,80.46,4935.17,4.41
20240307090016,0.6,1019.59,19.01,80.57,7548.25,10.24
20240307091016,0.39,1019.6,19.28,80.25,8391.58,11.9
20240307092016,0.1,1019.62,19.58,79.49,7914.25,10.35
20240307093016,0,1019.29,19.66,77.2,6365.58,7.62
20240307094016,0.19,1019.38,19.35,77.2,3846.58,2.6
20240307095016,0.49,1019.56,19.1,78.98,3539.75,2.09
20240307100016,0.94,1019.52,18.9,77.72,3373.5,1.86
20240307101016,0.7,1019.53,18.83,77.95,3856.5,2.43
20240307102016,1.01,1019.45,19.14,76.59,7686.83,10.23
20240307103016,1.13,1019.32,19.42,72.74,7719.92,10.55
20240307104016,1.92,1019.32,19.38,73.12,5337.75,4.63
20240307105016,2.32,1019.27,19.14,73.83,4449.25,3.02
20240307110016,2.59,1019.15,19.02,74.29,4593.92,3.28
20240307111016,2.28,1019.15,18.81,75.79,4703,3.41
20240307112016,1.85,1019,18.75,77.01,6700.08,8.17
20240307113016,1.58,1018.69,19.12,75.54,10642.75,19.29
20240307114016,1.15,1018.53,19.3,76.62,7539.58,10.28
20240307115016,0.53,1018.46,19.35,77.37,5386.75,4.87
20240307120016,0.4,1018.37,19.22,77.47,3883.92,2.42
20240307121016,0.19,1018.54,19.17,78.8,4274.67,2.93
20240307122016,0.13,1018.27,19.21,80.9,10823,15.58
20240307123016,0.14,1018.04,19.73,82.39,13765.42,27.79
20240307124016,0.57,1017.75,19.21,81.07,7723.67,10.4
20240307125016,0.08,1017.7,19.24,82.81,5905.83,6.44
20240307130016,0.1,1017.6,19.07,83.29,3617.5,2.24
20240307131016,0.84,1017.36,18.99,80.11,6364.33,6.79
20240307132016,0.53,1017.28,19.18,79.46,3367.25,1.77
20240307133016,0.79,1017.2,19.4,78.62,4078.67,2.31
20240307134016,0.78,1017.18,19.59,77.24,3632.42,1.89
20240307135016,1.06,1017.01,19.59,75.56,4316.08,2.72
20240307140016,0.97,1016.97,19.4,76.59,2819.33,1.14
20240307141016,1.18,1016.92,19.22,76.35,2715.83,1.01
20240307142016,1.27,1016.88,19.15,76.09,1742.25,0.45
20240307143016,1.96,1016.68,19.1,76.91,2394.33,0.85
20240307144016,1.36,1016.68,19.15,76.11,2391.83,0.76
20240307145016,1.26,1016.71,19.13,76.08,1746.16,0.44
20240307150016,1.57,1016.7,19.04,76.2,1469.33,0.3
20240307151016,1.74,1016.7,18.7,78.44,1305.5,0.25
