Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240505070009,0,1006.49,27.87,88.74,8617.08,14.09
20240505071009,0,1006.65,27.73,89.95,7114.67,9.29
20240505072009,0,1006.74,28.18,88.62,11596.83,26.7
20240505073009,0,1006.88,29.01,84.9,13958.42,39.65
20240505074009,0,1006.92,29.34,82.14,16480.75,52.65
20240505075009,0,1006.95,29.88,80.45,16550.25,50.62
20240505080009,0,1006.91,29.78,80.12,14523.58,37.96
20240505081009,0,1006.87,29.92,80.34,15064.5,41.22
20240505082009,0,1006.88,30.63,77.5,20246.33,73.6
20240505083009,0,1007.05,31.78,74.1,20686.83,75.3
20240505084009,0,1007.2,31.57,73.72,15310.92,42.7
20240505085009,0,1007.23,30.82,76.13,14311.25,37.74
20240505090009,0,1007.31,30.46,77.97,16351.25,47.33
20240505091009,0,1007.4,30.47,77.67,17152.42,52.02
20240505092009,0,1007.53,30.14,78.92,14457.42,37.71
20240505093009,0,1007.6,30.07,79.62,14404.33,38.52
20240505094009,0,1007.43,31.77,73.33,30405.11,162.96
20240505095009,0,1007.45,33.86,65.23,38200.91,248.81
20240505100009,0,1007.23,34.24,62.66,29849,159.63
20240505101009,0,1007.24,33.79,62.52,21393.17,81.87
20240505102009,0,1007.25,34.25,61.64,26451.75,126.02
20240505103009,0,1007.28,34.4,60.56,25729.67,116.1
20240505104009,0,1007.16,34.04,60.89,20667.42,79.12
20240505105009,0,1007.15,33.1,64,18612.5,64.88
20240505110009,0,1007.08,34.32,62.02,34953.33,214.16
20240505111009,0,1007,35.22,58.95,27737.25,139.01
20240505112009,0,1006.95,34.72,59.41,24991.34,111.65
20240505113009,0,1006.83,34.32,59.86,21089.5,80.3
20240505114009,0,1006.49,33.55,62.82,19223.17,66.75
20240505115009,0,1006.48,33.33,64.47,15145.83,43.44
20240505120009,0,1006.42,32.74,66.3,13358.84,36.33
20240505121009,0,1006.32,32.66,67.47,19720.33,81.2
20240505122009,0,1006.25,33.05,65.63,21529.83,92.18
20240505123009,0,1006.23,33.37,64.01,23505.33,105.1
20240505124009,0,1006.1,33.4,64.34,21560.58,88.59
20240505125009,0,1005.68,33.64,63.08,18220.08,64.81
20240505130009,0,1005.47,32.91,66.1,15165.67,41.08
20240505131009,0,1005.19,33,65.62,14589.83,43.76
20240505132009,0,1005,32.45,65.99,11189.42,22.18
20240505133009,0,1005.04,32.64,65.12,16922.17,53.84
20240505134009,0,1004.79,32.74,64.96,13132.42,32.95
20240505135009,0,1004.59,32.39,65.93,10249.5,19.45
20240505140009,0,1004.47,31.47,69.39,8489.42,12.46
20240505141009,0,1004.45,31.14,71.99,9456.33,15.88
20240505142009,0,1004.3,31.32,71.54,11216.58,23.52
20240505143009,0,1004.28,31.38,70.77,7782.08,13.4
20240505144009,0,1004.37,31.02,72.04,2800.5,2.16
20240505145009,0,1004.3,30.71,73.39,5063.08,5.38
20240505150009,0,1004.27,30.77,73.25,7096.58,9.88
20240505151009,0,1004.09,31.03,72.21,8689.25,14.45
20240505152009,0,1004.02,31.43,71.73,9677.75,18.43
20240505153009,0,1004.02,31.75,70.61,10418,20.91
20240505154009,0,1004.03,31.76,70.96,7368.67,10.67
20240505155009,0,1004.06,31.58,71.53,7722.67,11.7
20240505160009,0,1003.96,31.64,71.63,9338.75,16.66
20240505161009,0,1003.79,31.71,71.71,7543.08,11.37
20240505162009,0,1003.58,31.25,73.08,5418.75,5.28
20240505163009,0,1003.47,30.71,75.39,4673.67,3.81
20240505164009,0,1003.61,30.42,77.26,4238,3.15
20240505165009,0,1003.75,30.28,78.21,4285.75,3.79
20240506070009,0,1006.78,27.66,86.51,7238.33,10.39
20240506071009,0,1006.82,28.12,84.71,8517.08,14.63
20240506072009,0,1006.88,28.56,82.21,8796.08,15.56
20240506073009,0,1006.9,28.89,80.3,9346.92,17.57
20240506074009,0,1006.94,29.15,77.42,9699,18.77
20240506075009,0,1006.95,29.54,76.16,10136.33,20.25
20240506080009,0,1007.03,29.9,73.71,11234.25,25.49
20240506081009,0,1006.9,30.1,72.66,11061.67,24.59
20240506082009,0,1006.86,30.26,71.35,10998.83,23.25
20240506083009,0,1006.8,29.97,71.36,10454.83,20.03
20240506084009,0,1006.9,30.44,71.22,10561.58,19.93
20240506085009,0,1006.93,31.06,70.45,11950.08,24.86
