Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240319070010,0,1016.06,19.63,99.09,457.83,0.06
20240319071010,0,1016.14,19.62,99.29,1125,0.32
20240319072010,0,1016.3,19.71,99.31,1222.33,0.35
20240319073010,0,1016.39,19.73,99.38,1359.42,0.42
20240319074010,0,1016.62,19.64,98.94,2365.58,1.02
20240319075010,0,1016.82,19.47,98.74,2043.92,0.83
20240319080010,0,1016.92,19.3,99.1,2250.25,1.07
20240319081010,0,1017.03,19.25,98.59,4046.75,3.29
20240319082010,0,1017.2,19.24,98.67,3774.92,2.94
20240319083010,0,1017.27,19.24,99.11,3117.58,1.89
20240319084010,0,1017.35,19.2,99.44,2806.75,1.62
20240319085010,0,1017.45,19.21,99.37,3024.08,1.93
20240319090010,0,1017.48,19.29,99.34,3577.58,2.65
20240319091010,0.03,1017.56,19.27,99.29,2516.42,1.26
20240319092010,0,1017.64,19.15,99.78,3361.08,1.71
20240319093010,0,1017.61,19.01,99.99,2427,1.02
20240319094010,0,1017.61,18.96,100,2783.17,1.58
20240319095010,0.03,1017.55,19.02,99.96,5353.42,5.24
20240319100010,0,1017.58,19.19,99.25,7813.67,8.01
20240319101010,0,1017.53,19.11,99.01,6621.92,6.5
20240319102010,0,1017.46,19.23,99.19,5559.33,4.81
20240319103010,0.03,1017.41,19.26,99.24,4990.67,3.92
20240319104010,0,1017.36,19.06,98.46,4891.17,3.79
20240319105010,0,1017.34,19,98.21,5295.67,4.34
20240319110010,0,1017.27,19.1,97.38,6309.17,6.88
20240319111010,0.02,1017.14,19.15,96.65,6328.58,7.27
20240319112010,0.1,1016.99,19.49,94.81,8643.08,13.71
20240319113010,0,1016.89,19.87,92.65,9109.58,15.1
20240319114010,0.24,1016.78,19.88,90.23,7339.5,9.99
20240319115010,0.03,1016.65,19.68,91.04,4869.17,4.49
20240319120010,0.14,1016.42,19.51,90.49,5098.75,4.91
20240319121010,0.03,1016.28,19.88,89.75,8900.08,14.74
20240319122010,0,1016.19,20.12,89.36,7656.33,10.81
20240319123010,0.09,1016.05,19.93,88.9,6905,8.82
20240319124010,0.07,1015.94,19.82,87.86,6434.67,7.7
20240319125010,0,1015.78,19.93,87.54,7007.5,9.06
20240319130010,0,1015.75,20.16,86.94,6914.92,8.59
20240319131010,0,1015.53,20.24,86.07,6198.92,6.95
20240319132010,0,1015.36,20.25,85.82,5620.92,5.75
20240319133010,0,1015.23,20.33,84.72,5496.08,5.55
20240319134010,0,1015.24,20.12,86.01,4808.25,4.16
20240319135010,0,1015.15,20.13,88.53,4744.25,4.02
20240319140010,0,1015.03,20.2,89.21,4508.58,3.47
20240319141010,0,1014.97,19.87,90.8,4263.58,3.35
20240319142010,0,1014.88,19.86,87.52,4718.08,4.18
20240319143010,0,1014.78,20,86.77,4122,3.22
20240319144010,0,1014.82,20.1,86.27,3886.42,2.91
20240319145010,0,1014.94,20.12,87.84,4253,3.43
20240319150010,0,1014.87,19.96,88.34,4806.25,4.45
20240319151010,0,1014.96,20.12,88.9,5077,4.99
20240319152010,0,1014.94,20.13,88.63,6209.33,7.66
20240319153010,0,1014.97,20.26,88.48,4533.83,4.03
20240319154010,0,1014.99,20.18,87.98,3248.67,2.16
20240319155010,0,1015.06,19.96,88.84,2395.92,1.19
20240319160010,0,1015.24,19.75,88.88,2068.67,0.9
20240319161010,0,1015.38,19.56,89.59,1422.08,0.44
20240319162010,0.02,1015.49,19.13,92.01,1111.42,0.28
20240319163010,0,1015.59,18.62,93.8,1155.33,0.3
20240319164010,0,1015.72,18.59,93.84,1325.08,0.37
20240319165010,0,1015.87,18.56,94.84,1099.5,0.29
20240320070010,0.5,1023.86,16.9,79.73,3100.67,2.22
20240320071010,0.7,1024.02,17.1,79.57,4031.58,3.6
20240320072010,0.96,1024.12,17.31,80.46,5199.08,5.78
20240320073010,0.03,1024.24,17.79,79.44,6167.42,8.18
20240320074010,0.15,1024.36,18.52,77.55,6992.92,10.19
20240320075010,0.08,1024.44,18.78,75.28,7293.67,11.04
20240320080010,0.47,1024.44,19.06,74.04,8459.75,14.43
20240320081010,0.43,1024.41,19.36,71.1,8531.42,14.84
20240320082010,0.26,1024.42,19.59,68.42,9207.42,17.55
20240320083010,0.03,1024.4,20.27,65.62,9952,20.65
20240320084010,0.04,1024.34,21.06,60.64,10706.83,24.04
20240320085010,0.08,1024.34,21.37,55.86,11992.33,29.62
20240320090010,0,1024.35,22.17,52.38,14082.09,41.71
20240320091010,0.16,1024.26,22.54,49.05,16394.17,54.69
20240320092010,0.24,1024.22,22.72,43.96,18533.17,71.48
20240320093010,0.09,1024.12,23.45,43.03,21637.92,95.3
20240320094010,0.03,1023.97,24.42,38.52,23609.08,112.77
20240320095010,0.04,1023.8,25.06,37.63,26521.67,142.65
20240320100010,0.02,1023.77,26.08,36.37,28667,166.02
