Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240510070004,2.15,1012.58,24.32,76.76,9503.33,19.3
20240510071004,2.32,1012.58,24.45,75.56,10328,23.09
20240510072004,2.86,1012.53,24.92,72.9,13802,39.03
20240510073004,2,1012.54,25.62,70.06,16268.67,52.32
20240510074004,1.9,1012.61,26.52,65.96,18615.5,66.86
20240510075004,2.32,1012.63,26.56,64.9,15363.83,44.6
20240510080004,2.21,1012.61,26.75,64.24,16672.83,55.73
20240510081004,2.1,1012.64,27.48,61.94,18313.42,67.42
20240510082004,2.12,1012.75,27.7,61.34,18852.33,81.06
20240510083004,2.02,1012.86,29.34,56.05,30813.25,197.52
20240510084004,1.84,1012.9,30.99,50.22,36488.48,276
20240510085004,1.73,1012.97,34.72,39.8,68496.51,784
20240510090004,2.15,1012.99,37.68,32.37,74143.19,906.81
20240510091004,1.49,1012.94,41.87,25.78,109433.45,1162.48
20240510092004,2.18,1012.91,42.86,23.14,105532.08,976.65
20240510093004,2.19,1012.86,42.83,22.15,105327.06,1162.49
20240510094004,1.4,1012.83,43.32,21.09,82119.34,842.4
20240510095004,2.06,1012.88,43.52,21.27,74008.97,854.6
20240510100004,1.73,1012.86,42.98,22.53,64350.04,698.92
20240510101004,1.63,1012.86,41.61,24,52026.54,510.16
20240510102004,1.71,1012.85,41.72,23.8,71606.55,858.9
20240510103004,2.07,1012.72,43.67,21.61,96643.3,1233.4
20240510104004,2.87,1012.56,43.92,21.15,114791.74,1190.44
20240510105004,2.02,1012.54,45.48,20.24,117062.27,981.04
20240510110004,2,1012.46,47.6,17.32,103632.79,899.96
20240510111004,1.86,1012.38,47.51,17.44,108132.88,922.1
20240510112004,2.61,1012.23,46.56,18.1,104913.78,796.97
20240510113004,2.47,1012.14,46.53,18.25,116242.17,1473.01
20240510114004,2.19,1012.08,48.33,16.38,110635.21,1092.78
20240510115004,2.69,1011.89,45.74,19.32,62083.47,758.85
20240510120004,2.22,1011.75,45.69,19.66,91394.63,1423.98
20240510121004,2.71,1011.66,44.15,21.25,49093.64,559.19
20240510122004,2.34,1011.53,44.45,21.13,86418.36,1647.95
20240510123004,2.68,1011.31,44.64,20.92,64499.99,1267.62
20240510124004,2.72,1011.19,45.48,19.92,70968.3,1544.91
20240510125004,2.66,1011.12,46.15,18.65,59516.5,1344.96
20240510130004,2.58,1010.9,42.72,22.38,37951.07,735.4
20240510131004,2.29,1010.64,41.62,23.53,23212.68,127.03
20240510132004,2.41,1010.47,38.47,27.75,25508,257.96
20240510133004,2.25,1010.31,40.73,24.81,33452.58,683.79
20240510134004,2.4,1010.16,38.77,27.69,25349.25,203.52
20240510135004,2.31,1010.02,38.22,28.4,28454.08,243.25
20240510140004,2.41,1009.93,37.24,29.88,24541.5,192.46
20240510141004,2.55,1009.91,35.87,32.52,20423.58,99.82
20240510142004,2.25,1009.87,34.36,35.62,17410,66.54
20240510143004,2.32,1009.89,33.72,36.86,20668.42,95.08
20240510144004,2.84,1009.85,33.66,36.89,25941,150.21
20240510145004,2.17,1009.79,34.12,36.89,24174.08,140.13
20240510150004,2.14,1009.68,34.49,36.58,23726.92,143.78
20240510151004,2.19,1009.65,34.32,36.76,22738,122.96
20240510152004,2.19,1009.58,34.24,37.19,22952.5,135.2
20240510153004,1.77,1009.56,34.57,36.42,23076.5,143.6
20240510154004,1.84,1009.52,34.56,36.31,21677.17,123.82
20240510155004,2.25,1009.53,34.08,37.9,20280.17,109.48
20240510160004,1.93,1009.54,34.17,37.2,18013.5,106.51
20240510161004,1.53,1009.58,36.73,31.96,18082.25,139.16
20240510162004,1.94,1009.57,35.66,33.76,15020.58,73.35
20240510163004,1.84,1009.56,33.95,36.98,12991,48.95
20240510164004,1.3,1009.6,33.01,39.4,10032.08,25.62
20240510165004,1.68,1009.69,32.01,41.97,8673.08,16.61
20240511070004,1.48,1010.73,28.49,58.68,23574.08,108.95
20240511071004,1.56,1010.73,29.03,56.8,24526.75,115.6
20240511072004,2.32,1010.83,28.64,57.74,21795.08,89.72
20240511073004,1.4,1010.82,28.73,57.9,20117.75,79.88
20240511074004,1.63,1010.88,28.78,57.64,20569.67,85.45
20240511075004,0.38,1010.86,29.83,55.23,22888.92,105.18
20240511080004,0.44,1010.86,31.15,51.96,29314.5,168.62
20240511081004,1.45,1010.9,32.27,47.78,32396.5,198.16
20240511082004,1.06,1010.85,32.97,45.13,34175.75,234.24
20240511083004,1.38,1010.82,33.58,43.78,42353.87,378.12
20240511084004,1.7,1010.87,35.9,37.6,60892.86,704.75
20240511085004,0.96,1010.91,37.74,33.98,41429.74,344.87
20240511090004,1.89,1010.88,36.62,34.65,39671.74,302.42
20240511091004,1.58,1010.82,36.41,34.99,46246.71,378.6
20240511092004,1.24,1010.77,38.41,31.92,61584.29,666.01
20240511093004,1.13,1010.75,41.7,26.42,77341.45,944.99
20240511094004,1.88,1010.78,40.01,27.65,43367.76,342.38
20240511095004,1.05,1010.69,40.86,27.53,71714,827.37
20240511100004,1.06,1010.61,43.69,23.73,93344.06,1207.18
20240511101004,1.11,1010.48,44.96,22.22,84136.87,995.55
20240511102004,1.41,1010.44,45.58,21.58,99782.8,1251.31
20240511103004,1.21,1010.46,45.34,21.76,48508.91,440.14
20240511104004,1.19,1010.33,42.63,25.4,35885.16,276.75
20240511105004,1,1010.21,41.93,26.81,42744.87,364.13
20240511110004,0.99,1010.12,41.43,27.66,41342.43,358.42
20240511111004,1.59,1010.02,41.44,27.59,49890.13,536.64
20240511112004,1.58,1009.97,44.49,23.84,92825.84,1343.1
20240511113004,2.84,1009.8,42.85,26.35,46667.28,455.01
20240511114004,2.4,1009.62,40.15,30.84,41867.66,400.4
20240511115004,1.85,1009.61,40.28,31.07,35764.57,278.77
20240511120004,1.55,1009.55,38.93,32.96,24176.92,123.76
20240511121004,1.33,1009.47,38.12,35.08,27502.58,177.81
20240511122004,1.73,1009.41,39.81,32.28,52465.29,640.8
20240511123004,2.45,1009.28,42.01,28.34,73440.26,1328.05
20240511124004,2.05,1009.23,46.13,22.77,82055.91,1493.41
20240511125004,2.07,1009.1,47.75,19.93,81241.75,1616.07
20240511130004,2,1008.92,48.19,19.4,63338.4,1234.94
20240511131004,2.38,1008.72,46.45,21.02,55020.85,990.38
20240511132004,2.4,1008.62,47.5,19.78,62078.62,1448.52
20240511133004,2.93,1008.62,49.64,17.01,65946.93,1671.32
20240511134004,1.91,1008.57,50.85,15.62,55878.5,1464.68
20240511135004,1.91,1008.35,50.09,16.07,48360.37,1114.97
20240511140004,1.96,1008.15,47.51,19.13,36646.69,489.1
20240511141004,2.38,1008.06,44.11,23.47,30006.08,307.31
20240511142004,2.06,1007.96,42.07,26.51,28880.25,247.48
20240511143004,2.07,1007.81,41.24,28.45,26844.08,245.92
20240511144004,1.44,1007.68,41.36,28.36,22829.25,243.99
20240511145004,1.52,1007.54,40.14,30.38,16893.25,104.47
20240511150004,1.48,1007.44,39.12,32.65,18855.83,124.25
20240511151004,2,1007.41,37.9,34.77,18158.83,121.72
20240511152004,2.19,1007.28,36.13,38.45,13692.33,56.38
